"x" "y" "Q" "10x10" "20x20" "ha4plot" "Forest" "uneqID"
"688" 603472.1338 647258.2219 "4" "3" "N" "2" "A1" "3N2A1"
"689" 603454.40935 647244.589449999 "1" "1" "Q" "2" "A1" "1Q2A1"
"690" 603464.22562 647246.49754 "1" "1" "Q" "2" "A1" "1Q2A1"
"691" 603462.31753 647256.31381 "1" "1" "Q" "2" "A1" "1Q2A1"
"692" 603452.50126 647254.40572 "1" "1" "Q" "2" "A1" "1Q2A1"
"693" 603456.31744 647234.77318 "2" "4" "Q" "2" "A1" "4Q2A1"
"694" 603454.40935 647244.589449999 "2" "4" "Q" "2" "A1" "4Q2A1"
"695" 603464.22562 647246.49754 "2" "4" "Q" "2" "A1" "4Q2A1"
"696" 603466.13371 647236.68127 "2" "4" "Q" "2" "A1" "4Q2A1"
"697" 603462.31753 647256.31381 "3" "2" "Q" "2" "A1" "2Q2A1"
"698" 603464.22562 647246.49754 "3" "2" "Q" "2" "A1" "2Q2A1"
"699" 603474.04189 647248.405629999 "3" "2" "Q" "2" "A1" "2Q2A1"
"700" 603472.1338 647258.2219 "3" "2" "Q" "2" "A1" "2Q2A1"
"701" 603464.22562 647246.49754 "4" "3" "Q" "2" "A1" "3Q2A1"
"702" 603474.04189 647248.405629999 "4" "3" "Q" "2" "A1" "3Q2A1"
"703" 603475.94998 647238.58936 "4" "3" "Q" "2" "A1" "3Q2A1"
"704" 603466.13371 647236.68127 "4" "3" "Q" "2" "A1" "3Q2A1"
"705" 603458.22553 647224.95691 "1" "1" "X" "2" "A1" "1X2A1"
"706" 603456.31744 647234.77318 "1" "1" "X" "2" "A1" "1X2A1"
"707" 603466.13371 647236.68127 "1" "1" "X" "2" "A1" "1X2A1"
"708" 603468.0418 647226.865 "1" "1" "X" "2" "A1" "1X2A1"
"709" 603460.13362 647215.140639999 "2" "4" "X" "2" "A1" "4X2A1"
"710" 603469.94989 647217.048729999 "2" "4" "X" "2" "A1" "4X2A1"
"711" 603468.0418 647226.865 "2" "4" "X" "2" "A1" "4X2A1"
"712" 603458.22553 647224.95691 "2" "4" "X" "2" "A1" "4X2A1"
"713" 603466.13371 647236.68127 "3" "2" "X" "2" "A1" "2X2A1"
"714" 603468.0418 647226.865 "3" "2" "X" "2" "A1" "2X2A1"
"715" 603477.85807 647228.773089999 "3" "2" "X" "2" "A1" "2X2A1"
"716" 603475.94998 647238.58936 "3" "2" "X" "2" "A1" "2X2A1"
"717" 603468.0418 647226.865 "4" "3" "X" "2" "A1" "3X2A1"
"718" 603477.85807 647228.773089999 "4" "3" "X" "2" "A1" "3X2A1"
"719" 603479.76616 647218.956819999 "4" "3" "X" "2" "A1" "3X2A1"
"720" 603469.94989 647217.048729999 "4" "3" "X" "2" "A1" "3X2A1"
"721" 603460.68526 647317.11952 "1" "1" "E" "2" "A1" "1E2A1"
"722" 603470.50153 647319.02761 "1" "1" "E" "2" "A1" "1E2A1"
"723" 603472.40962 647309.21134 "1" "1" "E" "2" "A1" "1E2A1"
"724" 603462.59335 647307.30325 "1" "1" "E" "2" "A1" "1E2A1"
"725" 603464.50144 647297.48698 "2" "4" "E" "2" "A1" "4E2A1"
"726" 603462.59335 647307.30325 "2" "4" "E" "2" "A1" "4E2A1"
"727" 603472.40962 647309.21134 "2" "4" "E" "2" "A1" "4E2A1"
"728" 603474.31771 647299.39507 "2" "4" "E" "2" "A1" "4E2A1"
"729" 603472.40962 647309.21134 "3" "2" "E" "2" "A1" "2E2A1"
"730" 603470.50153 647319.02761 "3" "2" "E" "2" "A1" "2E2A1"
"731" 603480.3178 647320.9357 "3" "2" "E" "2" "A1" "2E2A1"
"732" 603482.22589 647311.11943 "3" "2" "E" "2" "A1" "2E2A1"
"733" 603474.31771 647299.39507 "4" "3" "E" "2" "A1" "3E2A1"
"734" 603472.40962 647309.21134 "4" "3" "E" "2" "A1" "3E2A1"
"735" 603482.22589 647311.11943 "4" "3" "E" "2" "A1" "3E2A1"
"736" 603484.13398 647301.30316 "4" "3" "E" "2" "A1" "3E2A1"
"737" 603466.40953 647287.67071 "1" "1" "F" "2" "A1" "1F2A1"
"738" 603476.2258 647289.5788 "1" "1" "F" "2" "A1" "1F2A1"
"739" 603474.31771 647299.39507 "1" "1" "F" "2" "A1" "1F2A1"
"740" 603464.50144 647297.48698 "1" "1" "F" "2" "A1" "1F2A1"
"741" 603466.40953 647287.67071 "2" "4" "F" "2" "A1" "4F2A1"
"742" 603468.31762 647277.85444 "2" "4" "F" "2" "A1" "4F2A1"
"743" 603478.13389 647279.762529999 "2" "4" "F" "2" "A1" "4F2A1"
"744" 603476.2258 647289.5788 "2" "4" "F" "2" "A1" "4F2A1"
"745" 603476.2258 647289.5788 "3" "2" "F" "2" "A1" "2F2A1"
"746" 603486.04207 647291.48689 "3" "2" "F" "2" "A1" "2F2A1"
"747" 603484.13398 647301.30316 "3" "2" "F" "2" "A1" "2F2A1"
"748" 603474.31771 647299.39507 "3" "2" "F" "2" "A1" "2F2A1"
"749" 603478.13389 647279.762529999 "4" "3" "F" "2" "A1" "3F2A1"
"750" 603487.95016 647281.67062 "4" "3" "F" "2" "A1" "3F2A1"
"751" 603486.04207 647291.48689 "4" "3" "F" "2" "A1" "3F2A1"
"752" 603476.2258 647289.5788 "4" "3" "F" "2" "A1" "3F2A1"
"753" 603468.31762 647277.85444 "1" "1" "O" "2" "A1" "1O2A1"
"754" 603470.22571 647268.03817 "1" "1" "O" "2" "A1" "1O2A1"
"755" 603480.04198 647269.94626 "1" "1" "O" "2" "A1" "1O2A1"
"756" 603478.13389 647279.762529999 "1" "1" "O" "2" "A1" "1O2A1"
"757" 603470.22571 647268.03817 "2" "4" "O" "2" "A1" "4O2A1"
"758" 603480.04198 647269.94626 "2" "4" "O" "2" "A1" "4O2A1"
"759" 603481.95007 647260.12999 "2" "4" "O" "2" "A1" "4O2A1"
"760" 603472.1338 647258.2219 "2" "4" "O" "2" "A1" "4O2A1"
"761" 603478.13389 647279.762529999 "3" "2" "O" "2" "A1" "2O2A1"
"762" 603480.04198 647269.94626 "3" "2" "O" "2" "A1" "2O2A1"
"763" 603489.85825 647271.85435 "3" "2" "O" "2" "A1" "2O2A1"
"764" 603487.95016 647281.67062 "3" "2" "O" "2" "A1" "2O2A1"
"765" 603481.95007 647260.12999 "4" "3" "O" "2" "A1" "3O2A1"
"766" 603480.04198 647269.94626 "4" "3" "O" "2" "A1" "3O2A1"
"767" 603489.85825 647271.85435 "4" "3" "O" "2" "A1" "3O2A1"
"768" 603491.76634 647262.03808 "4" "3" "O" "2" "A1" "3O2A1"
"769" 603474.04189 647248.405629999 "1" "1" "P" "2" "A1" "1P2A1"
"770" 603483.85816 647250.31372 "1" "1" "P" "2" "A1" "1P2A1"
"771" 603481.95007 647260.12999 "1" "1" "P" "2" "A1" "1P2A1"
"772" 603472.1338 647258.2219 "1" "1" "P" "2" "A1" "1P2A1"
"773" 603474.04189 647248.405629999 "2" "4" "P" "2" "A1" "4P2A1"
"774" 603475.94998 647238.58936 "2" "4" "P" "2" "A1" "4P2A1"
"775" 603485.76625 647240.497449999 "2" "4" "P" "2" "A1" "4P2A1"
"776" 603483.85816 647250.31372 "2" "4" "P" "2" "A1" "4P2A1"
"777" 603483.85816 647250.31372 "3" "2" "P" "2" "A1" "2P2A1"
"778" 603493.67443 647252.22181 "3" "2" "P" "2" "A1" "2P2A1"
"779" 603491.76634 647262.03808 "3" "2" "P" "2" "A1" "2P2A1"
"780" 603481.95007 647260.12999 "3" "2" "P" "2" "A1" "2P2A1"
"781" 603485.76625 647240.497449999 "4" "3" "P" "2" "A1" "3P2A1"
"782" 603495.58252 647242.405539999 "4" "3" "P" "2" "A1" "3P2A1"
"783" 603493.67443 647252.22181 "4" "3" "P" "2" "A1" "3P2A1"
"784" 603483.85816 647250.31372 "4" "3" "P" "2" "A1" "3P2A1"
"785" 603477.85807 647228.773089999 "1" "1" "Y" "2" "A1" "1Y2A1"
"786" 603487.67434 647230.681179999 "1" "1" "Y" "2" "A1" "1Y2A1"
"787" 603485.76625 647240.49745 "1" "1" "Y" "2" "A1" "1Y2A1"
"788" 603475.94998 647238.58936 "1" "1" "Y" "2" "A1" "1Y2A1"
"789" 603479.76616 647218.956819999 "2" "4" "Y" "2" "A1" "4Y2A1"
"790" 603477.85807 647228.773089999 "2" "4" "Y" "2" "A1" "4Y2A1"
"791" 603487.67434 647230.681179999 "2" "4" "Y" "2" "A1" "4Y2A1"
"792" 603489.58243 647220.86491 "2" "4" "Y" "2" "A1" "4Y2A1"
"793" 603487.67434 647230.681179999 "3" "2" "Y" "2" "A1" "2Y2A1"
"794" 603497.49061 647232.58927 "3" "2" "Y" "2" "A1" "2Y2A1"
"795" 603495.58252 647242.405539999 "3" "2" "Y" "2" "A1" "2Y2A1"
"796" 603485.76625 647240.49745 "3" "2" "Y" "2" "A1" "2Y2A1"
"797" 603489.58243 647220.86491 "4" "3" "Y" "2" "A1" "3Y2A1"
"798" 603487.67434 647230.681179999 "4" "3" "Y" "2" "A1" "3Y2A1"
"799" 603497.49061 647232.58927 "4" "3" "Y" "2" "A1" "3Y2A1"
"800" 603499.3987 647222.773 "4" "3" "Y" "2" "A1" "3Y2A1"
"801" 603403.14409 647193.875829999 "1" "1" "A" "3" "A1" "1A3A1"
"802" 603412.96036 647195.783919999 "1" "1" "A" "3" "A1" "1A3A1"
"803" 603411.05227 647205.60019 "1" "1" "A" "3" "A1" "1A3A1"
"804" 603401.236 647203.6921 "1" "1" "A" "3" "A1" "1A3A1"
"805" 603405.05218 647184.059559999 "2" "4" "A" "3" "A1" "4A3A1"
"806" 603403.14409 647193.875829999 "2" "4" "A" "3" "A1" "4A3A1"
"807" 603412.96036 647195.783919999 "2" "4" "A" "3" "A1" "4A3A1"
"808" 603414.86845 647185.96765 "2" "4" "A" "3" "A1" "4A3A1"
"809" 603412.96036 647195.783919999 "3" "2" "A" "3" "A1" "2A3A1"
"810" 603422.77663 647197.69201 "3" "2" "A" "3" "A1" "2A3A1"
"811" 603420.86854 647207.50828 "3" "2" "A" "3" "A1" "2A3A1"
"812" 603411.05227 647205.60019 "3" "2" "A" "3" "A1" "2A3A1"
"813" 603414.86845 647185.96765 "4" "3" "A" "3" "A1" "3A3A1"
"814" 603412.96036 647195.783919999 "4" "3" "A" "3" "A1" "3A3A1"
"815" 603422.77663 647197.69201 "4" "3" "A" "3" "A1" "3A3A1"
"816" 603424.68472 647187.87574 "4" "3" "A" "3" "A1" "3A3A1"
"817" 603420.86854 647207.50828 "1" "1" "J" "3" "A1" "1J3A1"
"818" 603422.77663 647197.69201 "1" "1" "J" "3" "A1" "1J3A1"
"819" 603432.5929 647199.600099999 "1" "1" "J" "3" "A1" "1J3A1"
"820" 603430.68481 647209.41637 "1" "1" "J" "3" "A1" "1J3A1"
"821" 603430.68481 647209.41637 "2" "4" "J" "3" "A1" "4J3A1"
"822" 603440.50108 647211.324459999 "2" "4" "J" "3" "A1" "4J3A1"
"823" 603442.40917 647201.508189999 "2" "4" "J" "3" "A1" "4J3A1"
"824" 603432.5929 647199.600099999 "2" "4" "J" "3" "A1" "4J3A1"
"825" 603422.77663 647197.69201 "3" "2" "J" "3" "A1" "2J3A1"
"826" 603432.5929 647199.600099999 "3" "2" "J" "3" "A1" "2J3A1"
"827" 603434.50099 647189.78383 "3" "2" "J" "3" "A1" "2J3A1"
"828" 603424.68472 647187.87574 "3" "2" "J" "3" "A1" "2J3A1"
"829" 603432.5929 647199.600099999 "4" "3" "J" "3" "A1" "3J3A1"
"830" 603434.50099 647189.78383 "4" "3" "J" "3" "A1" "3J3A1"
"831" 603444.31726 647191.69192 "4" "3" "J" "3" "A1" "3J3A1"
"832" 603442.40917 647201.508189999 "4" "3" "J" "3" "A1" "3J3A1"
"833" 603450.31735 647213.23255 "1" "1" "K" "3" "A1" "1K3A1"
"834" 603440.50108 647211.324459999 "1" "1" "K" "3" "A1" "1K3A1"
"835" 603442.40917 647201.508189999 "1" "1" "K" "3" "A1" "1K3A1"
"836" 603452.22544 647203.416279999 "1" "1" "K" "3" "A1" "1K3A1"
"837" 603460.13362 647215.14064 "2" "4" "K" "3" "A1" "4K3A1"
"838" 603450.31735 647213.23255 "2" "4" "K" "3" "A1" "4K3A1"
"839" 603452.22544 647203.416279999 "2" "4" "K" "3" "A1" "4K3A1"
"840" 603462.04171 647205.32437 "2" "4" "K" "3" "A1" "4K3A1"
"841" 603452.22544 647203.416279999 "3" "2" "K" "3" "A1" "2K3A1"
"842" 603454.13353 647193.60001 "3" "2" "K" "3" "A1" "2K3A1"
"843" 603444.31726 647191.69192 "3" "2" "K" "3" "A1" "2K3A1"
"844" 603442.40917 647201.508189999 "3" "2" "K" "3" "A1" "2K3A1"
"845" 603462.04171 647205.32437 "4" "3" "K" "3" "A1" "3K3A1"
"846" 603463.9498 647195.5081 "4" "3" "K" "3" "A1" "3K3A1"
"847" 603454.13353 647193.60001 "4" "3" "K" "3" "A1" "3K3A1"
"848" 603452.22544 647203.416279999 "4" "3" "K" "3" "A1" "3K3A1"
"849" 603469.94989 647217.04873 "1" "1" "T" "3" "A1" "1T3A1"
"850" 603471.85798 647207.23246 "1" "1" "T" "3" "A1" "1T3A1"
"851" 603462.04171 647205.32437 "1" "1" "T" "3" "A1" "1T3A1"
"852" 603460.13362 647215.14064 "1" "1" "T" "3" "A1" "1T3A1"
"853" 603479.76616 647218.956819999 "2" "4" "T" "3" "A1" "4T3A1"
"854" 603481.67425 647209.14055 "2" "4" "T" "3" "A1" "4T3A1"
"855" 603471.85798 647207.23246 "2" "4" "T" "3" "A1" "4T3A1"
"856" 603469.94989 647217.04873 "2" "4" "T" "3" "A1" "4T3A1"
"857" 603471.85798 647207.23246 "3" "2" "T" "3" "A1" "2T3A1"
"858" 603462.04171 647205.32437 "3" "2" "T" "3" "A1" "2T3A1"
"859" 603463.9498 647195.5081 "3" "2" "T" "3" "A1" "2T3A1"
"860" 603473.76607 647197.41619 "3" "2" "T" "3" "A1" "2T3A1"
"861" 603481.67425 647209.14055 "4" "3" "T" "3" "A1" "3T3A1"
"862" 603471.85798 647207.23246 "4" "3" "T" "3" "A1" "3T3A1"
"863" 603473.76607 647197.41619 "4" "3" "T" "3" "A1" "3T3A1"
"864" 603483.58234 647199.32428 "4" "3" "T" "3" "A1" "3T3A1"
"865" 603479.76616 647218.956819999 "1" "1" "U" "3" "A1" "1U3A1"
"866" 603481.67425 647209.14055 "1" "1" "U" "3" "A1" "1U3A1"
"867" 603491.49052 647211.04864 "1" "1" "U" "3" "A1" "1U3A1"
"868" 603489.58243 647220.86491 "1" "1" "U" "3" "A1" "1U3A1"
"869" 603489.58243 647220.86491 "2" "4" "U" "3" "A1" "4U3A1"
"870" 603491.49052 647211.04864 "2" "4" "U" "3" "A1" "4U3A1"
"871" 603501.30679 647212.956729999 "2" "4" "U" "3" "A1" "4U3A1"
"872" 603499.3987 647222.773 "2" "4" "U" "3" "A1" "4U3A1"
"873" 603481.67425 647209.14055 "3" "2" "U" "3" "A1" "2U3A1"
"874" 603491.49052 647211.04864 "3" "2" "U" "3" "A1" "2U3A1"
"875" 603493.39861 647201.23237 "3" "2" "U" "3" "A1" "2U3A1"
"876" 603483.58234 647199.32428 "3" "2" "U" "3" "A1" "2U3A1"
"877" 603491.49052 647211.04864 "4" "3" "U" "3" "A1" "3U3A1"
"878" 603493.39861 647201.23237 "4" "3" "U" "3" "A1" "3U3A1"
"879" 603503.21488 647203.14046 "4" "3" "U" "3" "A1" "3U3A1"
"880" 603501.30679 647212.956729999 "4" "3" "U" "3" "A1" "3U3A1"
"881" 603414.86845 647185.96765 "1" "1" "B" "3" "A1" "1B3A1"
"882" 603416.77654 647176.15138 "1" "1" "B" "3" "A1" "1B3A1"
"883" 603406.96027 647174.24329 "1" "1" "B" "3" "A1" "1B3A1"
"884" 603405.05218 647184.059559999 "1" "1" "B" "3" "A1" "1B3A1"
"885" 603414.86845 647185.96765 "2" "4" "B" "3" "A1" "4B3A1"
"886" 603416.77654 647176.15138 "2" "4" "B" "3" "A1" "4B3A1"
"887" 603426.59281 647178.05947 "2" "4" "B" "3" "A1" "4B3A1"
"888" 603424.68472 647187.87574 "2" "4" "B" "3" "A1" "4B3A1"
"889" 603406.96027 647174.24329 "3" "2" "B" "3" "A1" "2B3A1"
"890" 603408.86836 647164.42702 "3" "2" "B" "3" "A1" "2B3A1"
"891" 603418.68463 647166.33511 "3" "2" "B" "3" "A1" "2B3A1"
"892" 603416.77654 647176.15138 "3" "2" "B" "3" "A1" "2B3A1"
"893" 603426.59281 647178.05947 "4" "3" "B" "3" "A1" "3B3A1"
"894" 603428.5009 647168.2432 "4" "3" "B" "3" "A1" "3B3A1"
"895" 603418.68463 647166.33511 "4" "3" "B" "3" "A1" "3B3A1"
"896" 603416.77654 647176.15138 "4" "3" "B" "3" "A1" "3B3A1"
"897" 603434.50099 647189.78383 "1" "1" "I" "3" "A1" "1I3A1"
"898" 603436.40908 647179.96756 "1" "1" "I" "3" "A1" "1I3A1"
"899" 603426.59281 647178.05947 "1" "1" "I" "3" "A1" "1I3A1"
"900" 603424.68472 647187.87574 "1" "1" "I" "3" "A1" "1I3A1"
"901" 603444.31726 647191.69192 "2" "4" "I" "3" "A1" "4I3A1"
"902" 603446.22535 647181.87565 "2" "4" "I" "3" "A1" "4I3A1"
"903" 603436.40908 647179.96756 "2" "4" "I" "3" "A1" "4I3A1"
"904" 603434.50099 647189.78383 "2" "4" "I" "3" "A1" "4I3A1"
"905" 603436.40908 647179.96756 "3" "2" "I" "3" "A1" "2I3A1"
"906" 603426.59281 647178.05947 "3" "2" "I" "3" "A1" "2I3A1"
"907" 603428.5009 647168.2432 "3" "2" "I" "3" "A1" "2I3A1"
"908" 603438.31717 647170.15129 "3" "2" "I" "3" "A1" "2I3A1"
"909" 603446.22535 647181.87565 "4" "3" "I" "3" "A1" "3I3A1"
"910" 603436.40908 647179.96756 "4" "3" "I" "3" "A1" "3I3A1"
"911" 603438.31717 647170.15129 "4" "3" "I" "3" "A1" "3I3A1"
"912" 603448.13344 647172.05938 "4" "3" "I" "3" "A1" "3I3A1"
"913" 603444.31726 647191.69192 "1" "1" "L" "3" "A1" "1L3A1"
"914" 603446.22535 647181.87565 "1" "1" "L" "3" "A1" "1L3A1"
"915" 603456.04162 647183.78374 "1" "1" "L" "3" "A1" "1L3A1"
"916" 603454.13353 647193.60001 "1" "1" "L" "3" "A1" "1L3A1"
"917" 603454.13353 647193.60001 "2" "4" "L" "3" "A1" "4L3A1"
"918" 603456.04162 647183.78374 "2" "4" "L" "3" "A1" "4L3A1"
"919" 603465.85789 647185.69183 "2" "4" "L" "3" "A1" "4L3A1"
"920" 603463.9498 647195.5081 "2" "4" "L" "3" "A1" "4L3A1"
"921" 603446.22535 647181.87565 "3" "2" "L" "3" "A1" "2L3A1"
"922" 603456.04162 647183.78374 "3" "2" "L" "3" "A1" "2L3A1"
"923" 603457.94971 647173.96747 "3" "2" "L" "3" "A1" "2L3A1"
"924" 603448.13344 647172.05938 "3" "2" "L" "3" "A1" "2L3A1"
"925" 603456.04162 647183.78374 "4" "3" "L" "3" "A1" "3L3A1"
"926" 603465.85789 647185.69183 "4" "3" "L" "3" "A1" "3L3A1"
"927" 603467.76598 647175.87556 "4" "3" "L" "3" "A1" "3L3A1"
"928" 603457.94971 647173.96747 "4" "3" "L" "3" "A1" "3L3A1"
"929" 603473.76607 647197.41619 "1" "1" "S" "3" "A1" "1S3A1"
"930" 603475.67416 647187.59992 "1" "1" "S" "3" "A1" "1S3A1"
"931" 603465.85789 647185.69183 "1" "1" "S" "3" "A1" "1S3A1"
"932" 603463.9498 647195.5081 "1" "1" "S" "3" "A1" "1S3A1"
"933" 603473.76607 647197.41619 "2" "4" "S" "3" "A1" "4S3A1"
"934" 603475.67416 647187.59992 "2" "4" "S" "3" "A1" "4S3A1"
"935" 603485.49043 647189.50801 "2" "4" "S" "3" "A1" "4S3A1"
"936" 603483.58234 647199.32428 "2" "4" "S" "3" "A1" "4S3A1"
"937" 603465.85789 647185.69183 "3" "2" "S" "3" "A1" "2S3A1"
"938" 603467.76598 647175.87556 "3" "2" "S" "3" "A1" "2S3A1"
"939" 603477.58225 647177.78365 "3" "2" "S" "3" "A1" "2S3A1"
"940" 603475.67416 647187.59992 "3" "2" "S" "3" "A1" "2S3A1"
"941" 603485.49043 647189.50801 "4" "3" "S" "3" "A1" "3S3A1"
"942" 603487.39852 647179.69174 "4" "3" "S" "3" "A1" "3S3A1"
"943" 603477.58225 647177.78365 "4" "3" "S" "3" "A1" "3S3A1"
"944" 603475.67416 647187.59992 "4" "3" "S" "3" "A1" "3S3A1"
"945" 603493.39861 647201.23237 "1" "1" "V" "3" "A1" "1V3A1"
"946" 603495.3067 647191.4161 "1" "1" "V" "3" "A1" "1V3A1"
"947" 603485.49043 647189.50801 "1" "1" "V" "3" "A1" "1V3A1"
"948" 603483.58234 647199.32428 "1" "1" "V" "3" "A1" "1V3A1"
"949" 603503.21488 647203.14046 "2" "4" "V" "3" "A1" "4V3A1"
"950" 603505.12297 647193.324190001 "2" "4" "V" "3" "A1" "4V3A1"
"951" 603495.3067 647191.4161 "2" "4" "V" "3" "A1" "4V3A1"
"952" 603493.39861 647201.23237 "2" "4" "V" "3" "A1" "4V3A1"
"953" 603495.3067 647191.4161 "3" "2" "V" "3" "A1" "2V3A1"
"954" 603485.49043 647189.50801 "3" "2" "V" "3" "A1" "2V3A1"
"955" 603487.39852 647179.69174 "3" "2" "V" "3" "A1" "2V3A1"
"956" 603497.21479 647181.59983 "3" "2" "V" "3" "A1" "2V3A1"
"957" 603505.12297 647193.324190001 "4" "3" "V" "3" "A1" "3V3A1"
"958" 603495.3067 647191.4161 "4" "3" "V" "3" "A1" "3V3A1"
"959" 603497.21479 647181.59983 "4" "3" "V" "3" "A1" "3V3A1"
"960" 603507.03106 647183.50792 "4" "3" "V" "3" "A1" "3V3A1"
"961" 603410.77645 647154.61075 "1" "1" "C" "3" "A1" "1C3A1"
"962" 603420.59272 647156.51884 "1" "1" "C" "3" "A1" "1C3A1"
"963" 603418.68463 647166.33511 "1" "1" "C" "3" "A1" "1C3A1"
"964" 603408.86836 647164.42702 "1" "1" "C" "3" "A1" "1C3A1"
"965" 603412.68454 647144.794479999 "2" "4" "C" "3" "A1" "4C3A1"
"966" 603422.50081 647146.702569999 "2" "4" "C" "3" "A1" "4C3A1"
"967" 603420.59272 647156.51884 "2" "4" "C" "3" "A1" "4C3A1"
"968" 603410.77645 647154.61075 "2" "4" "C" "3" "A1" "4C3A1"
"969" 603420.59272 647156.51884 "3" "2" "C" "3" "A1" "2C3A1"
"970" 603430.40899 647158.42693 "3" "2" "C" "3" "A1" "2C3A1"
"971" 603428.5009 647168.2432 "3" "2" "C" "3" "A1" "2C3A1"
"972" 603418.68463 647166.33511 "3" "2" "C" "3" "A1" "2C3A1"
"973" 603422.50081 647146.702569999 "4" "3" "C" "3" "A1" "3C3A1"
"974" 603432.31708 647148.610659999 "4" "3" "C" "3" "A1" "3C3A1"
"975" 603430.40899 647158.42693 "4" "3" "C" "3" "A1" "3C3A1"
"976" 603420.59272 647156.51884 "4" "3" "C" "3" "A1" "3C3A1"
"977" 603430.40899 647158.42693 "1" "1" "H" "3" "A1" "1H3A1"
"978" 603440.22526 647160.33502 "1" "1" "H" "3" "A1" "1H3A1"
"979" 603438.31717 647170.15129 "1" "1" "H" "3" "A1" "1H3A1"
"980" 603428.5009 647168.2432 "1" "1" "H" "3" "A1" "1H3A1"
"981" 603432.31708 647148.610659999 "2" "4" "H" "3" "A1" "4H3A1"
"982" 603442.13335 647150.518749999 "2" "4" "H" "3" "A1" "4H3A1"
"983" 603440.22526 647160.33502 "2" "4" "H" "3" "A1" "4H3A1"
"984" 603430.40899 647158.42693 "2" "4" "H" "3" "A1" "4H3A1"
"985" 603440.22526 647160.33502 "3" "2" "H" "3" "A1" "2H3A1"
"986" 603450.04153 647162.24311 "3" "2" "H" "3" "A1" "2H3A1"
"987" 603448.13344 647172.05938 "3" "2" "H" "3" "A1" "2H3A1"
"988" 603438.31717 647170.15129 "3" "2" "H" "3" "A1" "2H3A1"
"989" 603442.13335 647150.518749999 "4" "3" "H" "3" "A1" "3H3A1"
"990" 603451.94962 647152.426839999 "4" "3" "H" "3" "A1" "3H3A1"
"991" 603450.04153 647162.24311 "4" "3" "H" "3" "A1" "3H3A1"
"992" 603440.22526 647160.33502 "4" "3" "H" "3" "A1" "3H3A1"
"993" 603450.04153 647162.24311 "1" "1" "M" "3" "A1" "1M3A1"
"994" 603459.8578 647164.1512 "1" "1" "M" "3" "A1" "1M3A1"
"995" 603457.94971 647173.96747 "1" "1" "M" "3" "A1" "1M3A1"
"996" 603448.13344 647172.05938 "1" "1" "M" "3" "A1" "1M3A1"
"997" 603451.94962 647152.426839999 "2" "4" "M" "3" "A1" "4M3A1"
"998" 603461.76589 647154.334929999 "2" "4" "M" "3" "A1" "4M3A1"
"999" 603459.8578 647164.1512 "2" "4" "M" "3" "A1" "4M3A1"
"1000" 603450.04153 647162.24311 "2" "4" "M" "3" "A1" "4M3A1"
"1001" 603459.8578 647164.1512 "3" "2" "M" "3" "A1" "2M3A1"
"1002" 603469.67407 647166.05929 "3" "2" "M" "3" "A1" "2M3A1"
"1003" 603467.76598 647175.87556 "3" "2" "M" "3" "A1" "2M3A1"
"1004" 603457.94971 647173.96747 "3" "2" "M" "3" "A1" "2M3A1"
"1005" 603461.76589 647154.334929999 "4" "3" "M" "3" "A1" "3M3A1"
"1006" 603471.58216 647156.243019999 "4" "3" "M" "3" "A1" "3M3A1"
"1007" 603469.67407 647166.05929 "4" "3" "M" "3" "A1" "3M3A1"
"1008" 603459.8578 647164.1512 "4" "3" "M" "3" "A1" "3M3A1"
"1009" 603469.67407 647166.05929 "1" "1" "R" "3" "A1" "1R3A1"
"1010" 603479.49034 647167.96738 "1" "1" "R" "3" "A1" "1R3A1"
"1011" 603477.58225 647177.78365 "1" "1" "R" "3" "A1" "1R3A1"
"1012" 603467.76598 647175.87556 "1" "1" "R" "3" "A1" "1R3A1"
"1013" 603471.58216 647156.243019999 "2" "4" "R" "3" "A1" "4R3A1"
"1014" 603481.39843 647158.15111 "2" "4" "R" "3" "A1" "4R3A1"
"1015" 603479.49034 647167.96738 "2" "4" "R" "3" "A1" "4R3A1"
"1016" 603469.67407 647166.05929 "2" "4" "R" "3" "A1" "4R3A1"
"1017" 603479.49034 647167.96738 "3" "2" "R" "3" "A1" "2R3A1"
"1018" 603489.30661 647169.87547 "3" "2" "R" "3" "A1" "2R3A1"
"1019" 603487.39852 647179.69174 "3" "2" "R" "3" "A1" "2R3A1"
"1020" 603477.58225 647177.78365 "3" "2" "R" "3" "A1" "2R3A1"
"1021" 603481.39843 647158.15111 "4" "3" "R" "3" "A1" "3R3A1"
"1022" 603491.2147 647160.0592 "4" "3" "R" "3" "A1" "3R3A1"
"1023" 603489.30661 647169.87547 "4" "3" "R" "3" "A1" "3R3A1"
"1024" 603479.49034 647167.96738 "4" "3" "R" "3" "A1" "3R3A1"
"1025" 603489.30661 647169.87547 "1" "1" "W" "3" "A1" "1W3A1"
"1026" 603499.12288 647171.78356 "1" "1" "W" "3" "A1" "1W3A1"
"1027" 603497.21479 647181.59983 "1" "1" "W" "3" "A1" "1W3A1"
"1028" 603487.39852 647179.69174 "1" "1" "W" "3" "A1" "1W3A1"
"1029" 603491.2147 647160.0592 "2" "4" "W" "3" "A1" "4W3A1"
"1030" 603501.03097 647161.96729 "2" "4" "W" "3" "A1" "4W3A1"
"1031" 603499.12288 647171.78356 "2" "4" "W" "3" "A1" "4W3A1"
"1032" 603489.30661 647169.87547 "2" "4" "W" "3" "A1" "4W3A1"
