"x" "y" "Q" "10x10" "20x20" "ha4plot" "Forest" "uneqID"
"341" 603370.15492 647258.773539999 "2" "4" "F" "1" "A1" "4F1A1"
"342" 603379.97119 647260.68163 "2" "4" "F" "1" "A1" "4F1A1"
"343" 603378.0631 647270.4979 "2" "4" "F" "1" "A1" "4F1A1"
"344" 603368.24683 647268.58981 "2" "4" "F" "1" "A1" "4F1A1"
"345" 603378.0631 647270.4979 "3" "2" "F" "1" "A1" "2F1A1"
"346" 603387.87937 647272.40599 "3" "2" "F" "1" "A1" "2F1A1"
"347" 603385.97128 647282.22226 "3" "2" "F" "1" "A1" "2F1A1"
"348" 603376.15501 647280.31417 "3" "2" "F" "1" "A1" "2F1A1"
"349" 603379.97119 647260.68163 "4" "3" "F" "1" "A1" "3F1A1"
"350" 603389.78746 647262.58972 "4" "3" "F" "1" "A1" "3F1A1"
"351" 603387.87937 647272.40599 "4" "3" "F" "1" "A1" "3F1A1"
"352" 603378.0631 647270.4979 "4" "3" "F" "1" "A1" "3F1A1"
"353" 603370.15492 647258.773539999 "1" "1" "O" "1" "A1" "1O1A1"
"354" 603372.06301 647248.95727 "1" "1" "O" "1" "A1" "1O1A1"
"355" 603381.87928 647250.86536 "1" "1" "O" "1" "A1" "1O1A1"
"356" 603379.97119 647260.68163 "1" "1" "O" "1" "A1" "1O1A1"
"357" 603389.78746 647262.58972 "2" "4" "O" "1" "A1" "4O1A1"
"358" 603379.97119 647260.68163 "2" "4" "O" "1" "A1" "4O1A1"
"359" 603381.87928 647250.86536 "2" "4" "O" "1" "A1" "4O1A1"
"360" 603391.69555 647252.77345 "2" "4" "O" "1" "A1" "4O1A1"
"361" 603372.06301 647248.95727 "3" "2" "O" "1" "A1" "2O1A1"
"362" 603381.87928 647250.86536 "3" "2" "O" "1" "A1" "2O1A1"
"363" 603383.78737 647241.04909 "3" "2" "O" "1" "A1" "2O1A1"
"364" 603373.9711 647239.141 "3" "2" "O" "1" "A1" "2O1A1"
"365" 603381.87928 647250.86536 "4" "3" "O" "1" "A1" "3O1A1"
"366" 603391.69555 647252.77345 "4" "3" "O" "1" "A1" "3O1A1"
"367" 603393.60364 647242.95718 "4" "3" "O" "1" "A1" "3O1A1"
"368" 603383.78737 647241.04909 "4" "3" "O" "1" "A1" "3O1A1"
"369" 603375.87919 647229.32473 "1" "1" "P" "1" "A1" "1P1A1"
"370" 603385.69546 647231.23282 "1" "1" "P" "1" "A1" "1P1A1"
"371" 603383.78737 647241.04909 "1" "1" "P" "1" "A1" "1P1A1"
"372" 603373.9711 647239.141 "1" "1" "P" "1" "A1" "1P1A1"
"373" 603377.78728 647219.508459999 "2" "4" "P" "1" "A1" "4P1A1"
"374" 603387.60355 647221.416549999 "2" "4" "P" "1" "A1" "4P1A1"
"375" 603385.69546 647231.23282 "2" "4" "P" "1" "A1" "4P1A1"
"376" 603375.87919 647229.32473 "2" "4" "P" "1" "A1" "4P1A1"
"377" 603385.69546 647231.23282 "3" "2" "P" "1" "A1" "2P1A1"
"378" 603395.51173 647233.14091 "3" "2" "P" "1" "A1" "2P1A1"
"379" 603393.60364 647242.95718 "3" "2" "P" "1" "A1" "2P1A1"
"380" 603383.78737 647241.04909 "3" "2" "P" "1" "A1" "2P1A1"
"381" 603387.60355 647221.416549999 "4" "3" "P" "1" "A1" "3P1A1"
"382" 603397.41982 647223.324639999 "4" "3" "P" "1" "A1" "3P1A1"
"383" 603395.51173 647233.14091 "4" "3" "P" "1" "A1" "3P1A1"
"384" 603385.69546 647231.23282 "4" "3" "P" "1" "A1" "3P1A1"
"385" 603387.60355 647221.416549999 "1" "1" "Y" "1" "A1" "1Y1A1"
"386" 603389.51164 647211.600279999 "1" "1" "Y" "1" "A1" "1Y1A1"
"387" 603379.69537 647209.692189999 "1" "1" "Y" "1" "A1" "1Y1A1"
"388" 603377.78728 647219.508459999 "1" "1" "Y" "1" "A1" "1Y1A1"
"389" 603397.41982 647223.324639999 "2" "4" "Y" "1" "A1" "4Y1A1"
"390" 603399.32791 647213.508369999 "2" "4" "Y" "1" "A1" "4Y1A1"
"391" 603389.51164 647211.600279999 "2" "4" "Y" "1" "A1" "4Y1A1"
"392" 603387.60355 647221.416549999 "2" "4" "Y" "1" "A1" "4Y1A1"
"393" 603389.51164 647211.600279999 "3" "2" "Y" "1" "A1" "2Y1A1"
"394" 603391.41973 647201.78401 "3" "2" "Y" "1" "A1" "2Y1A1"
"395" 603381.60346 647199.87592 "3" "2" "Y" "1" "A1" "2Y1A1"
"396" 603379.69537 647209.692189999 "3" "2" "Y" "1" "A1" "2Y1A1"
"397" 603399.32791 647213.508369999 "4" "3" "Y" "1" "A1" "3Y1A1"
"398" 603401.236 647203.6921 "4" "3" "Y" "1" "A1" "3Y1A1"
"399" 603391.41973 647201.78401 "4" "3" "Y" "1" "A1" "3Y1A1"
"400" 603389.51164 647211.600279999 "4" "3" "Y" "1" "A1" "3Y1A1"
"401" 603382.1551 647301.8548 "1" "1" "A" "2" "A1" "1A2A1"
"402" 603384.06319 647292.03853 "1" "1" "A" "2" "A1" "1A2A1"
"403" 603393.87946 647293.94662 "1" "1" "A" "2" "A1" "1A2A1"
"404" 603391.97137 647303.76289 "1" "1" "A" "2" "A1" "1A2A1"
"405" 603384.06319 647292.03853 "2" "4" "A" "2" "A1" "4A2A1"
"406" 603393.87946 647293.94662 "2" "4" "A" "2" "A1" "4A2A1"
"407" 603395.78755 647284.13035 "2" "4" "A" "2" "A1" "4A2A1"
"408" 603385.97128 647282.22226 "2" "4" "A" "2" "A1" "4A2A1"
"409" 603391.97137 647303.76289 "3" "2" "A" "2" "A1" "2A2A1"
"410" 603401.78764 647305.67098 "3" "2" "A" "2" "A1" "2A2A1"
"411" 603403.69573 647295.85471 "3" "2" "A" "2" "A1" "2A2A1"
"412" 603393.87946 647293.94662 "3" "2" "A" "2" "A1" "2A2A1"
"413" 603393.87946 647293.94662 "4" "3" "A" "2" "A1" "3A2A1"
"414" 603395.78755 647284.13035 "4" "3" "A" "2" "A1" "3A2A1"
"415" 603405.60382 647286.03844 "4" "3" "A" "2" "A1" "3A2A1"
"416" 603403.69573 647295.85471 "4" "3" "A" "2" "A1" "3A2A1"
"417" 603387.87937 647272.40599 "1" "1" "J" "2" "A1" "1J2A1"
"418" 603397.69564 647274.31408 "1" "1" "J" "2" "A1" "1J2A1"
"419" 603395.78755 647284.13035 "1" "1" "J" "2" "A1" "1J2A1"
"420" 603385.97128 647282.22226 "1" "1" "J" "2" "A1" "1J2A1"
"421" 603387.87937 647272.40599 "2" "4" "J" "2" "A1" "4J2A1"
"422" 603389.78746 647262.58972 "2" "4" "J" "2" "A1" "4J2A1"
"423" 603399.60373 647264.49781 "2" "4" "J" "2" "A1" "4J2A1"
"424" 603397.69564 647274.31408 "2" "4" "J" "2" "A1" "4J2A1"
"425" 603397.69564 647274.31408 "3" "2" "J" "2" "A1" "2J2A1"
"426" 603407.51191 647276.22217 "3" "2" "J" "2" "A1" "2J2A1"
"427" 603405.60382 647286.03844 "3" "2" "J" "2" "A1" "2J2A1"
"428" 603395.78755 647284.13035 "3" "2" "J" "2" "A1" "2J2A1"
"429" 603399.60373 647264.49781 "4" "3" "J" "2" "A1" "3J2A1"
"430" 603397.69564 647274.31408 "4" "3" "J" "2" "A1" "3J2A1"
"431" 603407.51191 647276.22217 "4" "3" "J" "2" "A1" "3J2A1"
"432" 603409.42 647266.4059 "4" "3" "J" "2" "A1" "3J2A1"
"433" 603391.69555 647252.77345 "1" "1" "K" "2" "A1" "1K2A1"
"434" 603401.51182 647254.68154 "1" "1" "K" "2" "A1" "1K2A1"
"435" 603399.60373 647264.49781 "1" "1" "K" "2" "A1" "1K2A1"
"436" 603389.78746 647262.58972 "1" "1" "K" "2" "A1" "1K2A1"
"437" 603393.60364 647242.95718 "2" "4" "K" "2" "A1" "4K2A1"
"438" 603391.69555 647252.77345 "2" "4" "K" "2" "A1" "4K2A1"
"439" 603401.51182 647254.68154 "2" "4" "K" "2" "A1" "4K2A1"
"440" 603403.41991 647244.86527 "2" "4" "K" "2" "A1" "4K2A1"
"441" 603401.51182 647254.68154 "3" "2" "K" "2" "A1" "2K2A1"
"442" 603399.60373 647264.49781 "3" "2" "K" "2" "A1" "2K2A1"
"443" 603409.42 647266.4059 "3" "2" "K" "2" "A1" "2K2A1"
"444" 603411.32809 647256.58963 "3" "2" "K" "2" "A1" "2K2A1"
"445" 603403.41991 647244.86527 "4" "3" "K" "2" "A1" "3K2A1"
"446" 603413.23618 647246.77336 "4" "3" "K" "2" "A1" "3K2A1"
"447" 603411.32809 647256.58963 "4" "3" "K" "2" "A1" "3K2A1"
"448" 603401.51182 647254.68154 "4" "3" "K" "2" "A1" "3K2A1"
"449" 603395.51173 647233.14091 "1" "1" "T" "2" "A1" "1T2A1"
"450" 603405.328 647235.049 "1" "1" "T" "2" "A1" "1T2A1"
"451" 603403.41991 647244.86527 "1" "1" "T" "2" "A1" "1T2A1"
"452" 603393.60364 647242.95718 "1" "1" "T" "2" "A1" "1T2A1"
"453" 603397.41982 647223.324639999 "2" "4" "T" "2" "A1" "4T2A1"
"454" 603407.23609 647225.232729999 "2" "4" "T" "2" "A1" "4T2A1"
"455" 603405.328 647235.049 "2" "4" "T" "2" "A1" "4T2A1"
"456" 603395.51173 647233.14091 "2" "4" "T" "2" "A1" "4T2A1"
"457" 603405.328 647235.049 "3" "2" "T" "2" "A1" "2T2A1"
"458" 603415.14427 647236.95709 "3" "2" "T" "2" "A1" "2T2A1"
"459" 603413.23618 647246.77336 "3" "2" "T" "2" "A1" "2T2A1"
"460" 603403.41991 647244.86527 "3" "2" "T" "2" "A1" "2T2A1"
"461" 603407.23609 647225.232729999 "4" "3" "T" "2" "A1" "3T2A1"
"462" 603417.05236 647227.140819999 "4" "3" "T" "2" "A1" "3T2A1"
"463" 603415.14427 647236.95709 "4" "3" "T" "2" "A1" "3T2A1"
"464" 603405.328 647235.049 "4" "3" "T" "2" "A1" "3T2A1"
"465" 603407.23609 647225.232729999 "1" "1" "U" "2" "A1" "1U2A1"
"466" 603409.14418 647215.41646 "1" "1" "U" "2" "A1" "1U2A1"
"467" 603399.32791 647213.508369999 "1" "1" "U" "2" "A1" "1U2A1"
"468" 603397.41982 647223.324639999 "1" "1" "U" "2" "A1" "1U2A1"
"469" 603407.23609 647225.232729999 "2" "4" "U" "2" "A1" "4U2A1"
"470" 603409.14418 647215.41646 "2" "4" "U" "2" "A1" "4U2A1"
"471" 603418.96045 647217.32455 "2" "4" "U" "2" "A1" "4U2A1"
"472" 603417.05236 647227.140819999 "2" "4" "U" "2" "A1" "4U2A1"
"473" 603399.32791 647213.508369999 "3" "2" "U" "2" "A1" "2U2A1"
"474" 603401.236 647203.6921 "3" "2" "U" "2" "A1" "2U2A1"
"475" 603411.05227 647205.60019 "3" "2" "U" "2" "A1" "2U2A1"
"476" 603409.14418 647215.41646 "3" "2" "U" "2" "A1" "2U2A1"
"477" 603418.96045 647217.32455 "4" "3" "U" "2" "A1" "3U2A1"
"478" 603420.86854 647207.50828 "4" "3" "U" "2" "A1" "3U2A1"
"479" 603411.05227 647205.60019 "4" "3" "U" "2" "A1" "3U2A1"
"480" 603409.14418 647215.41646 "4" "3" "U" "2" "A1" "3U2A1"
"481" 603403.69573 647295.85471 "1" "1" "B" "2" "A1" "1B2A1"
"482" 603413.512 647297.7628 "1" "1" "B" "2" "A1" "1B2A1"
"483" 603411.60391 647307.57907 "1" "1" "B" "2" "A1" "1B2A1"
"484" 603401.78764 647305.67098 "1" "1" "B" "2" "A1" "1B2A1"
"485" 603405.60382 647286.03844 "2" "4" "B" "2" "A1" "4B2A1"
"486" 603403.69573 647295.85471 "2" "4" "B" "2" "A1" "4B2A1"
"487" 603413.512 647297.7628 "2" "4" "B" "2" "A1" "4B2A1"
"488" 603415.42009 647287.94653 "2" "4" "B" "2" "A1" "4B2A1"
"489" 603411.60391 647307.57907 "3" "2" "B" "2" "A1" "2B2A1"
"490" 603421.42018 647309.48716 "3" "2" "B" "2" "A1" "2B2A1"
"491" 603423.32827 647299.67089 "3" "2" "B" "2" "A1" "2B2A1"
"492" 603413.512 647297.7628 "3" "2" "B" "2" "A1" "2B2A1"
"493" 603413.512 647297.7628 "4" "3" "B" "2" "A1" "3B2A1"
"494" 603415.42009 647287.94653 "4" "3" "B" "2" "A1" "3B2A1"
"495" 603425.23636 647289.85462 "4" "3" "B" "2" "A1" "3B2A1"
"496" 603423.32827 647299.67089 "4" "3" "B" "2" "A1" "3B2A1"
"497" 603405.60382 647286.03844 "1" "1" "I" "2" "A1" "1I2A1"
"498" 603407.51191 647276.22217 "1" "1" "I" "2" "A1" "1I2A1"
"499" 603417.32818 647278.13026 "1" "1" "I" "2" "A1" "1I2A1"
"500" 603415.42009 647287.94653 "1" "1" "I" "2" "A1" "1I2A1"
"501" 603407.51191 647276.22217 "2" "4" "I" "2" "A1" "4I2A1"
"502" 603417.32818 647278.13026 "2" "4" "I" "2" "A1" "4I2A1"
"503" 603419.23627 647268.31399 "2" "4" "I" "2" "A1" "4I2A1"
"504" 603409.42 647266.4059 "2" "4" "I" "2" "A1" "4I2A1"
"505" 603415.42009 647287.94653 "3" "2" "I" "2" "A1" "2I2A1"
"506" 603417.32818 647278.13026 "3" "2" "I" "2" "A1" "2I2A1"
"507" 603427.14445 647280.03835 "3" "2" "I" "2" "A1" "2I2A1"
"508" 603425.23636 647289.85462 "3" "2" "I" "2" "A1" "2I2A1"
"509" 603419.23627 647268.31399 "4" "3" "I" "2" "A1" "3I2A1"
"510" 603429.05254 647270.22208 "4" "3" "I" "2" "A1" "3I2A1"
"511" 603427.14445 647280.03835 "4" "3" "I" "2" "A1" "3I2A1"
"512" 603417.32818 647278.13026 "4" "3" "I" "2" "A1" "3I2A1"
"513" 603409.42 647266.4059 "1" "1" "L" "2" "A1" "1L2A1"
"514" 603411.32809 647256.58963 "1" "1" "L" "2" "A1" "1L2A1"
"515" 603421.14436 647258.49772 "1" "1" "L" "2" "A1" "1L2A1"
"516" 603419.23627 647268.31399 "1" "1" "L" "2" "A1" "1L2A1"
"517" 603411.32809 647256.58963 "2" "4" "L" "2" "A1" "4L2A1"
"518" 603421.14436 647258.49772 "2" "4" "L" "2" "A1" "4L2A1"
"519" 603423.05245 647248.68145 "2" "4" "L" "2" "A1" "4L2A1"
"520" 603413.23618 647246.77336 "2" "4" "L" "2" "A1" "4L2A1"
"521" 603419.23627 647268.31399 "3" "2" "L" "2" "A1" "2L2A1"
"522" 603421.14436 647258.49772 "3" "2" "L" "2" "A1" "2L2A1"
"523" 603430.96063 647260.405809999 "3" "2" "L" "2" "A1" "2L2A1"
"524" 603429.05254 647270.22208 "3" "2" "L" "2" "A1" "2L2A1"
"525" 603421.14436 647258.49772 "4" "3" "L" "2" "A1" "3L2A1"
"526" 603430.96063 647260.405809999 "4" "3" "L" "2" "A1" "3L2A1"
"527" 603432.86872 647250.58954 "4" "3" "L" "2" "A1" "3L2A1"
"528" 603423.05245 647248.68145 "4" "3" "L" "2" "A1" "3L2A1"
"529" 603415.14427 647236.95709 "1" "1" "S" "2" "A1" "1S2A1"
"530" 603424.96054 647238.86518 "1" "1" "S" "2" "A1" "1S2A1"
"531" 603423.05245 647248.68145 "1" "1" "S" "2" "A1" "1S2A1"
"532" 603413.23618 647246.77336 "1" "1" "S" "2" "A1" "1S2A1"
"533" 603417.05236 647227.140819999 "2" "4" "S" "2" "A1" "4S2A1"
"534" 603426.86863 647229.048909999 "2" "4" "S" "2" "A1" "4S2A1"
"535" 603424.96054 647238.86518 "2" "4" "S" "2" "A1" "4S2A1"
"536" 603415.14427 647236.95709 "2" "4" "S" "2" "A1" "4S2A1"
"537" 603423.05245 647248.68145 "3" "2" "S" "2" "A1" "2S2A1"
"538" 603432.86872 647250.58954 "3" "2" "S" "2" "A1" "2S2A1"
"539" 603434.77681 647240.77327 "3" "2" "S" "2" "A1" "2S2A1"
"540" 603424.96054 647238.86518 "3" "2" "S" "2" "A1" "2S2A1"
"541" 603426.86863 647229.048909999 "4" "3" "S" "2" "A1" "3S2A1"
"542" 603436.6849 647230.956999999 "4" "3" "S" "2" "A1" "3S2A1"
"543" 603434.77681 647240.77327 "4" "3" "S" "2" "A1" "3S2A1"
"544" 603424.96054 647238.86518 "4" "3" "S" "2" "A1" "3S2A1"
"545" 603426.86863 647229.048909999 "1" "1" "V" "2" "A1" "1V2A1"
"546" 603428.77672 647219.23264 "1" "1" "V" "2" "A1" "1V2A1"
"547" 603418.96045 647217.32455 "1" "1" "V" "2" "A1" "1V2A1"
"548" 603417.05236 647227.140819999 "1" "1" "V" "2" "A1" "1V2A1"
"549" 603436.6849 647230.956999999 "2" "4" "V" "2" "A1" "4V2A1"
"550" 603438.59299 647221.14073 "2" "4" "V" "2" "A1" "4V2A1"
"551" 603428.77672 647219.23264 "2" "4" "V" "2" "A1" "4V2A1"
"552" 603426.86863 647229.048909999 "2" "4" "V" "2" "A1" "4V2A1"
"553" 603428.77672 647219.23264 "3" "2" "V" "2" "A1" "2V2A1"
"554" 603418.96045 647217.32455 "3" "2" "V" "2" "A1" "2V2A1"
"555" 603420.86854 647207.50828 "3" "2" "V" "2" "A1" "2V2A1"
"556" 603430.68481 647209.41637 "3" "2" "V" "2" "A1" "2V2A1"
"557" 603428.77672 647219.23264 "4" "3" "V" "2" "A1" "3V2A1"
"558" 603438.59299 647221.14073 "4" "3" "V" "2" "A1" "3V2A1"
"559" 603440.50108 647211.324459999 "4" "3" "V" "2" "A1" "3V2A1"
"560" 603430.68481 647209.41637 "4" "3" "V" "2" "A1" "3V2A1"
"561" 603421.42018 647309.48716 "1" "1" "C" "2" "A1" "1C2A1"
"562" 603423.32827 647299.67089 "1" "1" "C" "2" "A1" "1C2A1"
"563" 603433.14454 647301.57898 "1" "1" "C" "2" "A1" "1C2A1"
"564" 603431.23645 647311.39525 "1" "1" "C" "2" "A1" "1C2A1"
"565" 603423.32827 647299.67089 "2" "4" "C" "2" "A1" "4C2A1"
"566" 603433.14454 647301.57898 "2" "4" "C" "2" "A1" "4C2A1"
"567" 603435.05263 647291.76271 "2" "4" "C" "2" "A1" "4C2A1"
"568" 603425.23636 647289.85462 "2" "4" "C" "2" "A1" "4C2A1"
"569" 603433.14454 647301.57898 "3" "2" "C" "2" "A1" "2C2A1"
"570" 603442.96081 647303.48707 "3" "2" "C" "2" "A1" "2C2A1"
"571" 603441.05272 647313.30334 "3" "2" "C" "2" "A1" "2C2A1"
"572" 603431.23645 647311.39525 "3" "2" "C" "2" "A1" "2C2A1"
"573" 603435.05263 647291.76271 "4" "3" "C" "2" "A1" "3C2A1"
"574" 603433.14454 647301.57898 "4" "3" "C" "2" "A1" "3C2A1"
"575" 603442.96081 647303.48707 "4" "3" "C" "2" "A1" "3C2A1"
"576" 603444.8689 647293.6708 "4" "3" "C" "2" "A1" "3C2A1"
"577" 603425.23636 647289.85462 "1" "1" "H" "2" "A1" "1H2A1"
"578" 603427.14445 647280.03835 "1" "1" "H" "2" "A1" "1H2A1"
"579" 603436.96072 647281.94644 "1" "1" "H" "2" "A1" "1H2A1"
"580" 603435.05263 647291.76271 "1" "1" "H" "2" "A1" "1H2A1"
"581" 603429.05254 647270.22208 "2" "4" "H" "2" "A1" "4H2A1"
"582" 603438.86881 647272.13017 "2" "4" "H" "2" "A1" "4H2A1"
"583" 603436.96072 647281.94644 "2" "4" "H" "2" "A1" "4H2A1"
"584" 603427.14445 647280.03835 "2" "4" "H" "2" "A1" "4H2A1"
"585" 603435.05263 647291.76271 "3" "2" "H" "2" "A1" "2H2A1"
"586" 603436.96072 647281.94644 "3" "2" "H" "2" "A1" "2H2A1"
"587" 603446.77699 647283.85453 "3" "2" "H" "2" "A1" "2H2A1"
"588" 603444.8689 647293.6708 "3" "2" "H" "2" "A1" "2H2A1"
"589" 603436.96072 647281.94644 "4" "3" "H" "2" "A1" "3H2A1"
"590" 603446.77699 647283.85453 "4" "3" "H" "2" "A1" "3H2A1"
"591" 603448.68508 647274.03826 "4" "3" "H" "2" "A1" "3H2A1"
"592" 603438.86881 647272.13017 "4" "3" "H" "2" "A1" "3H2A1"
"593" 603430.96063 647260.405809999 "1" "1" "M" "2" "A1" "1M2A1"
"594" 603440.7769 647262.3139 "1" "1" "M" "2" "A1" "1M2A1"
"595" 603438.86881 647272.13017 "1" "1" "M" "2" "A1" "1M2A1"
"596" 603429.05254 647270.22208 "1" "1" "M" "2" "A1" "1M2A1"
"597" 603432.86872 647250.58954 "2" "4" "M" "2" "A1" "4M2A1"
"598" 603430.96063 647260.405809999 "2" "4" "M" "2" "A1" "4M2A1"
"599" 603440.7769 647262.3139 "2" "4" "M" "2" "A1" "4M2A1"
"600" 603442.68499 647252.49763 "2" "4" "M" "2" "A1" "4M2A1"
"601" 603438.86881 647272.13017 "3" "2" "M" "2" "A1" "2M2A1"
"602" 603440.7769 647262.3139 "3" "2" "M" "2" "A1" "2M2A1"
"603" 603450.59317 647264.221989999 "3" "2" "M" "2" "A1" "2M2A1"
"604" 603448.68508 647274.03826 "3" "2" "M" "2" "A1" "2M2A1"
"605" 603440.7769 647262.3139 "4" "3" "M" "2" "A1" "3M2A1"
"606" 603450.59317 647264.221989999 "4" "3" "M" "2" "A1" "3M2A1"
"607" 603452.50126 647254.40572 "4" "3" "M" "2" "A1" "3M2A1"
"608" 603442.68499 647252.49763 "4" "3" "M" "2" "A1" "3M2A1"
"609" 603432.86872 647250.58954 "1" "1" "R" "2" "A1" "1R2A1"
"610" 603434.77681 647240.77327 "1" "1" "R" "2" "A1" "1R2A1"
"611" 603444.59308 647242.681359999 "1" "1" "R" "2" "A1" "1R2A1"
"612" 603442.68499 647252.49763 "1" "1" "R" "2" "A1" "1R2A1"
"613" 603434.77681 647240.77327 "2" "4" "R" "2" "A1" "4R2A1"
"614" 603444.59308 647242.681359999 "2" "4" "R" "2" "A1" "4R2A1"
"615" 603446.50117 647232.86509 "2" "4" "R" "2" "A1" "4R2A1"
"616" 603436.6849 647230.956999999 "2" "4" "R" "2" "A1" "4R2A1"
"617" 603444.59308 647242.681359999 "3" "2" "R" "2" "A1" "2R2A1"
"618" 603454.40935 647244.589449999 "3" "2" "R" "2" "A1" "2R2A1"
"619" 603452.50126 647254.40572 "3" "2" "R" "2" "A1" "2R2A1"
"620" 603442.68499 647252.49763 "3" "2" "R" "2" "A1" "2R2A1"
"621" 603444.59308 647242.681359999 "4" "3" "R" "2" "A1" "3R2A1"
"622" 603446.50117 647232.86509 "4" "3" "R" "2" "A1" "3R2A1"
"623" 603456.31744 647234.77318 "4" "3" "R" "2" "A1" "3R2A1"
"624" 603454.40935 647244.589449999 "4" "3" "R" "2" "A1" "3R2A1"
"625" 603436.6849 647230.956999999 "1" "1" "W" "2" "A1" "1W2A1"
"626" 603438.59299 647221.14073 "1" "1" "W" "2" "A1" "1W2A1"
"627" 603448.40926 647223.048819999 "1" "1" "W" "2" "A1" "1W2A1"
"628" 603446.50117 647232.86509 "1" "1" "W" "2" "A1" "1W2A1"
"629" 603438.59299 647221.14073 "2" "4" "W" "2" "A1" "4W2A1"
"630" 603448.40926 647223.048819999 "2" "4" "W" "2" "A1" "4W2A1"
"631" 603450.31735 647213.232549999 "2" "4" "W" "2" "A1" "4W2A1"
"632" 603440.50108 647211.324459999 "2" "4" "W" "2" "A1" "4W2A1"
"633" 603448.40926 647223.048819999 "3" "2" "W" "2" "A1" "2W2A1"
"634" 603458.22553 647224.95691 "3" "2" "W" "2" "A1" "2W2A1"
"635" 603456.31744 647234.77318 "3" "2" "W" "2" "A1" "2W2A1"
"636" 603446.50117 647232.86509 "3" "2" "W" "2" "A1" "2W2A1"
"637" 603450.31735 647213.232549999 "4" "3" "W" "2" "A1" "3W2A1"
"638" 603448.40926 647223.048819999 "4" "3" "W" "2" "A1" "3W2A1"
"639" 603458.22553 647224.95691 "4" "3" "W" "2" "A1" "3W2A1"
"640" 603460.13362 647215.140639999 "4" "3" "W" "2" "A1" "3W2A1"
"641" 603442.96081 647303.48707 "1" "1" "D" "2" "A1" "1D2A1"
"642" 603441.05272 647313.30334 "1" "1" "D" "2" "A1" "1D2A1"
"643" 603450.86899 647315.21143 "1" "1" "D" "2" "A1" "1D2A1"
"644" 603452.77708 647305.39516 "1" "1" "D" "2" "A1" "1D2A1"
"645" 603444.8689 647293.6708 "2" "4" "D" "2" "A1" "4D2A1"
"646" 603454.68517 647295.57889 "2" "4" "D" "2" "A1" "4D2A1"
"647" 603452.77708 647305.39516 "2" "4" "D" "2" "A1" "4D2A1"
"648" 603442.96081 647303.48707 "2" "4" "D" "2" "A1" "4D2A1"
"649" 603450.86899 647315.21143 "3" "2" "D" "2" "A1" "2D2A1"
"650" 603452.77708 647305.39516 "3" "2" "D" "2" "A1" "2D2A1"
"651" 603462.59335 647307.30325 "3" "2" "D" "2" "A1" "2D2A1"
"652" 603460.68526 647317.11952 "3" "2" "D" "2" "A1" "2D2A1"
"653" 603452.77708 647305.39516 "4" "3" "D" "2" "A1" "3D2A1"
"654" 603462.59335 647307.30325 "4" "3" "D" "2" "A1" "3D2A1"
"655" 603464.50144 647297.48698 "4" "3" "D" "2" "A1" "3D2A1"
"656" 603454.68517 647295.57889 "4" "3" "D" "2" "A1" "3D2A1"
"657" 603446.77699 647283.85453 "1" "1" "G" "2" "A1" "1G2A1"
"658" 603456.59326 647285.76262 "1" "1" "G" "2" "A1" "1G2A1"
"659" 603454.68517 647295.57889 "1" "1" "G" "2" "A1" "1G2A1"
"660" 603444.8689 647293.6708 "1" "1" "G" "2" "A1" "1G2A1"
"661" 603448.68508 647274.03826 "2" "4" "G" "2" "A1" "4G2A1"
"662" 603446.77699 647283.85453 "2" "4" "G" "2" "A1" "4G2A1"
"663" 603456.59326 647285.76262 "2" "4" "G" "2" "A1" "4G2A1"
"664" 603458.50135 647275.94635 "2" "4" "G" "2" "A1" "4G2A1"
"665" 603454.68517 647295.57889 "3" "2" "G" "2" "A1" "2G2A1"
"666" 603456.59326 647285.76262 "3" "2" "G" "2" "A1" "2G2A1"
"667" 603466.40953 647287.67071 "3" "2" "G" "2" "A1" "2G2A1"
"668" 603464.50144 647297.48698 "3" "2" "G" "2" "A1" "2G2A1"
"669" 603456.59326 647285.76262 "4" "3" "G" "2" "A1" "3G2A1"
"670" 603466.40953 647287.67071 "4" "3" "G" "2" "A1" "3G2A1"
"671" 603468.31762 647277.85444 "4" "3" "G" "2" "A1" "3G2A1"
"672" 603458.50135 647275.94635 "4" "3" "G" "2" "A1" "3G2A1"
"673" 603450.59317 647264.221989999 "1" "1" "N" "2" "A1" "1N2A1"
"674" 603460.40944 647266.13008 "1" "1" "N" "2" "A1" "1N2A1"
"675" 603458.50135 647275.94635 "1" "1" "N" "2" "A1" "1N2A1"
"676" 603448.68508 647274.03826 "1" "1" "N" "2" "A1" "1N2A1"
"677" 603452.50126 647254.40572 "2" "4" "N" "2" "A1" "4N2A1"
"678" 603450.59317 647264.221989999 "2" "4" "N" "2" "A1" "4N2A1"
"679" 603460.40944 647266.13008 "2" "4" "N" "2" "A1" "4N2A1"
"680" 603462.31753 647256.31381 "2" "4" "N" "2" "A1" "4N2A1"
"681" 603460.40944 647266.13008 "3" "2" "N" "2" "A1" "2N2A1"
"682" 603470.22571 647268.03817 "3" "2" "N" "2" "A1" "2N2A1"
"683" 603468.31762 647277.85444 "3" "2" "N" "2" "A1" "2N2A1"
"684" 603458.50135 647275.94635 "3" "2" "N" "2" "A1" "2N2A1"
"685" 603462.31753 647256.31381 "4" "3" "N" "2" "A1" "3N2A1"
"686" 603460.40944 647266.13008 "4" "3" "N" "2" "A1" "3N2A1"
"687" 603470.22571 647268.03817 "4" "3" "N" "2" "A1" "3N2A1"
