"x" "y" "Q" "X10x10" "X20x20" "ha4plot" "Forest" "unqeID"
"753" 604408.518624 648118.718296051 3 3 "S" 3 "A1" "3S3A1"
"5245" 604418.727546 648119.109509051 3 3 "S" 3 "A1" "3S3A1"
"858" 604418.71973575 648109.034710586 3 3 "S" 3 "A1" "3S3A1"
"1143" 604408.500772 648098.547328115 1 4 "S" 3 "A1" "4S3A1"
"458" 604408.509698 648108.632812142 1 4 "S" 3 "A1" "4S3A1"
"2187" 604418.71973575 648109.034710586 1 4 "S" 3 "A1" "4S3A1"
"575" 604418.7119255 648098.959912062 1 4 "S" 3 "A1" "4S3A1"
"2188" 604418.696305 648078.810315013 2 1 "T" 3 "A1" "1T3A1"
"5149" 604418.70411525 648088.885113537 2 1 "T" 3 "A1" "1T3A1"
"3144" 604428.9163845 648089.308382988 2 1 "T" 3 "A1" "1T3A1"
"659" 604428.90969 648079.244269967 2 1 "T" 3 "A1" "1T3A1"
"5345" 604418.70411525 648088.885113537 4 2 "T" 3 "A1" "2T3A1"
"8149" 604418.7119255 648098.959912062 4 2 "T" 3 "A1" "2T3A1"
"6149" 604428.923079 648099.372496009 4 2 "T" 3 "A1" "2T3A1"
"954" 604428.9163845 648089.308382988 4 2 "T" 3 "A1" "2T3A1"
"4149" 604408.491846 648088.461844087 3 3 "T" 3 "A1" "3T3A1"
"754" 604408.500772 648098.547328115 3 3 "T" 3 "A1" "3T3A1"
"5246" 604418.7119255 648098.959912062 3 3 "T" 3 "A1" "3T3A1"
"859" 604418.70411525 648088.885113537 3 3 "T" 3 "A1" "3T3A1"
"1144" 604408.48292 648078.376360059 1 4 "T" 3 "A1" "4T3A1"
"459" 604408.491846 648088.461844087 1 4 "T" 3 "A1" "4T3A1"
"2189" 604418.70411525 648088.885113537 1 4 "T" 3 "A1" "4T3A1"
"576" 604418.696305 648078.810315013 1 4 "T" 3 "A1" "4T3A1"
"2190" 604398.269535 648077.942405045 2 1 "U" 3 "A1" "1U3A1"
"5150" 604398.27957675 648088.038574576 2 1 "U" 3 "A1" "1U3A1"
"3145" 604408.491846 648088.461844087 2 1 "U" 3 "A1" "1U3A1"
"660" 604408.48292 648078.376360059 2 1 "U" 3 "A1" "1U3A1"
"5346" 604398.27957675 648088.038574576 4 2 "U" 3 "A1" "2U3A1"
"8150" 604398.2896185 648098.134744108 4 2 "U" 3 "A1" "2U3A1"
"6150" 604408.500772 648098.547328115 4 2 "U" 3 "A1" "2U3A1"
"955" 604408.491846 648088.461844087 4 2 "U" 3 "A1" "2U3A1"
"4150" 604388.0673075 648087.615305066 3 3 "U" 3 "A1" "3U3A1"
"755" 604388.078465 648097.722160101 3 3 "U" 3 "A1" "3U3A1"
"5247" 604398.2896185 648098.134744108 3 3 "U" 3 "A1" "3U3A1"
"860" 604398.27957675 648088.038574576 3 3 "U" 3 "A1" "3U3A1"
"1145" 604388.05615 648077.508450031 1 4 "U" 3 "A1" "4U3A1"
"460" 604388.0673075 648087.615305066 1 4 "U" 3 "A1" "4U3A1"
"2191" 604398.27957675 648088.038574576 1 4 "U" 3 "A1" "4U3A1"
"577" 604398.269535 648077.942405045 1 4 "U" 3 "A1" "4U3A1"
"2192" 604398.2896185 648098.134744108 2 1 "V" 3 "A1" "1V3A1"
"5151" 604398.29966025 648108.230913639 2 1 "V" 3 "A1" "1V3A1"
"3146" 604408.509698 648108.632812142 2 1 "V" 3 "A1" "1V3A1"
"661" 604408.500772 648098.547328115 2 1 "V" 3 "A1" "1V3A1"
"5347" 604398.29966025 648108.230913639 4 2 "V" 3 "A1" "2V3A1"
"8151" 604398.309702 648118.327083051 4 2 "V" 3 "A1" "2V3A1"
"6151" 604408.518624 648118.718296051 4 2 "V" 3 "A1" "2V3A1"
"956" 604408.509698 648108.632812142 4 2 "V" 3 "A1" "2V3A1"
"4151" 604388.0896225 648107.829015136 3 3 "V" 3 "A1" "3V3A1"
"756" 604388.10078 648117.935870051 3 3 "V" 3 "A1" "3V3A1"
"5248" 604398.309702 648118.327083051 3 3 "V" 3 "A1" "3V3A1"
"861" 604398.29966025 648108.230913639 3 3 "V" 3 "A1" "3V3A1"
"1146" 604388.078465 648097.722160101 1 4 "V" 3 "A1" "4V3A1"
"461" 604388.0896225 648107.829015136 1 4 "V" 3 "A1" "4V3A1"
"2193" 604398.29966025 648108.230913639 1 4 "V" 3 "A1" "4V3A1"
"578" 604398.2896185 648098.134744108 1 4 "V" 3 "A1" "4V3A1"
"2194" 604398.309702 648118.327083051 2 1 "W" 3 "A1" "1W3A1"
"5152" 604398.31974375 648128.423252642 2 1 "W" 3 "A1" "1W3A1"
"3147" 604408.52755 648128.803780079 2 1 "W" 3 "A1" "1W3A1"
"662" 604408.518624 648118.718296051 2 1 "W" 3 "A1" "1W3A1"
"5348" 604398.31974375 648128.423252642 4 2 "W" 3 "A1" "2W3A1"
"8152" 604398.3297855 648138.519422114 4 2 "W" 3 "A1" "2W3A1"
"6152" 604408.536476 648138.889264107 4 2 "W" 3 "A1" "2W3A1"
"957" 604408.52755 648128.803780079 4 2 "W" 3 "A1" "2W3A1"
"4152" 604388.1119375 648128.042725205 3 3 "W" 3 "A1" "3W3A1"
"757" 604388.123095 648138.149580121 3 3 "W" 3 "A1" "3W3A1"
"5249" 604398.3297855 648138.519422114 3 3 "W" 3 "A1" "3W3A1"
"862" 604398.31974375 648128.423252642 3 3 "W" 3 "A1" "3W3A1"
"1147" 604388.10078 648117.935870051 1 4 "W" 3 "A1" "4W3A1"
"462" 604388.1119375 648128.042725205 1 4 "W" 3 "A1" "4W3A1"
"2195" 604398.31974375 648128.423252642 1 4 "W" 3 "A1" "4W3A1"
"579" 604398.309702 648118.327083051 1 4 "W" 3 "A1" "4W3A1"
"2196" 604398.3297855 648138.519422054 2 1 "X" 3 "A1" "1X3A1"
"5153" 604398.33982725 648148.615591586 2 1 "X" 3 "A1" "1X3A1"
"3148" 604408.545402 648148.974748015 2 1 "X" 3 "A1" "1X3A1"
"663" 604408.536476 648138.889263988 2 1 "X" 3 "A1" "1X3A1"
"5349" 604398.33982725 648148.615591586 4 2 "X" 3 "A1" "2X3A1"
"8153" 604398.349869 648158.711761057 4 2 "X" 3 "A1" "2X3A1"
"6153" 604408.554328 648159.060232043 4 2 "X" 3 "A1" "2X3A1"
"958" 604408.545402 648148.974748015 4 2 "X" 3 "A1" "2X3A1"
"4153" 604388.1342525 648148.256435156 3 3 "X" 3 "A1" "3X3A1"
"758" 604388.14541 648158.363290071 3 3 "X" 3 "A1" "3X3A1"
"5250" 604398.349869 648158.711761057 3 3 "X" 3 "A1" "3X3A1"
"863" 604398.33982725 648148.615591586 3 3 "X" 3 "A1" "3X3A1"
"1148" 604388.123095 648138.149580121 1 4 "X" 3 "A1" "4X3A1"
"463" 604388.1342525 648148.256435156 1 4 "X" 3 "A1" "4X3A1"
"2197" 604398.33982725 648148.615591586 1 4 "X" 3 "A1" "4X3A1"
"580" 604398.3297855 648138.519422054 1 4 "X" 3 "A1" "4X3A1"
"2198" 604398.349869 648158.711761057 2 1 "Y" 3 "A1" "1Y3A1"
"5154" 604398.35991075 648168.807930529 2 1 "Y" 3 "A1" "1Y3A1"
"3149" 604408.563254 648169.145715952 2 1 "Y" 3 "A1" "1Y3A1"
"664" 604408.554328 648159.060232043 2 1 "Y" 3 "A1" "1Y3A1"
"5350" 604398.35991075 648168.807930529 4 2 "Y" 3 "A1" "2Y3A1"
"8154" 604398.3699525 648178.90410012 4 2 "Y" 3 "A1" "2Y3A1"
"6154" 604408.57218 648179.231200099 4 2 "Y" 3 "A1" "2Y3A1"
"959" 604408.563254 648169.145715952 4 2 "Y" 3 "A1" "2Y3A1"
"4154" 604388.1565675 648168.470145106 3 3 "Y" 3 "A1" "3Y3A1"
"759" 604388.167725 648178.577000141 3 3 "Y" 3 "A1" "3Y3A1"
"5251" 604398.3699525 648178.90410012 3 3 "Y" 3 "A1" "3Y3A1"
"864" 604398.35991075 648168.807930529 3 3 "Y" 3 "A1" "3Y3A1"
"1149" 604388.14541 648158.363290071 1 4 "Y" 3 "A1" "4Y3A1"
"464" 604388.1565675 648168.470145106 1 4 "Y" 3 "A1" "4Y3A1"
"2199" 604398.35991075 648168.807930529 1 4 "Y" 3 "A1" "4Y3A1"
"581" 604398.349869 648158.711761057 1 4 "Y" 3 "A1" "4Y3A1"
"21100" 604377.842765 648077.074495018 2 1 "A" 4 "A1" "1A4A1"
"5155" 604377.85503825 648087.192035556 2 1 "A" 4 "A1" "1A4A1"
"3150" 604388.0673075 648087.615305066 2 1 "A" 4 "A1" "1A4A1"
"665" 604388.05615 648077.508450031 2 1 "A" 4 "A1" "1A4A1"
"5351" 604377.85503825 648087.192035556 4 2 "A" 4 "A1" "2A4A1"
"8155" 604377.8673115 648097.309576064 4 2 "A" 4 "A1" "2A4A1"
"6155" 604388.078465 648097.722160101 4 2 "A" 4 "A1" "2A4A1"
"960" 604388.0673075 648087.615305066 4 2 "A" 4 "A1" "2A4A1"
"4155" 604367.642769 648086.768766046 3 3 "A" 4 "A1" "3A4A1"
"760" 604367.656158 648096.896992028 3 3 "A" 4 "A1" "3A4A1"
"5252" 604377.8673115 648097.309576064 3 3 "A" 4 "A1" "3A4A1"
"865" 604377.85503825 648087.192035556 3 3 "A" 4 "A1" "3A4A1"
"1150" 604367.62938 648076.640540004 1 4 "A" 4 "A1" "4A4A1"
"465" 604367.642769 648086.768766046 1 4 "A" 4 "A1" "4A4A1"
"2200" 604377.85503825 648087.192035556 1 4 "A" 4 "A1" "4A4A1"
"582" 604377.842765 648077.074495018 1 4 "A" 4 "A1" "4A4A1"
"21101" 604377.8673115 648097.309576094 2 1 "B" 4 "A1" "1B4A1"
"5156" 604377.87958475 648107.427116603 2 1 "B" 4 "A1" "1B4A1"
"3151" 604388.0896225 648107.829015136 2 1 "B" 4 "A1" "1B4A1"
"666" 604388.078465 648097.722160101 2 1 "B" 4 "A1" "1B4A1"
"5352" 604377.87958475 648107.427116603 4 2 "B" 4 "A1" "2B4A1"
"8156" 604377.891858 648117.544657052 4 2 "B" 4 "A1" "2B4A1"
"6156" 604388.10078 648117.935870051 4 2 "B" 4 "A1" "2B4A1"
"961" 604388.0896225 648107.829015136 4 2 "B" 4 "A1" "2B4A1"
"4156" 604367.669547 648107.02521807 3 3 "B" 4 "A1" "3B4A1"
"761" 604367.682936 648117.153444052 3 3 "B" 4 "A1" "3B4A1"
"5253" 604377.891858 648117.544657052 3 3 "B" 4 "A1" "3B4A1"
"866" 604377.87958475 648107.427116603 3 3 "B" 4 "A1" "3B4A1"
"1151" 604367.656158 648096.896992087 1 4 "B" 4 "A1" "4B4A1"
"466" 604367.669547 648107.02521807 1 4 "B" 4 "A1" "4B4A1"
"2201" 604377.87958475 648107.427116603 1 4 "B" 4 "A1" "4B4A1"
"583" 604377.8673115 648097.309576094 1 4 "B" 4 "A1" "4B4A1"
"21102" 604377.891858 648117.544657052 2 1 "C" 4 "A1" "1C4A1"
"5157" 604377.90413125 648127.66219762 2 1 "C" 4 "A1" "1C4A1"
"3152" 604388.1119375 648128.042725205 2 1 "C" 4 "A1" "1C4A1"
"667" 604388.10078 648117.935870051 2 1 "C" 4 "A1" "1C4A1"
"5353" 604377.90413125 648127.66219762 4 2 "C" 4 "A1" "2C4A1"
"8157" 604377.9164045 648137.779738098 4 2 "C" 4 "A1" "2C4A1"
"6157" 604388.123095 648138.149580121 4 2 "C" 4 "A1" "2C4A1"
"962" 604388.1119375 648128.042725205 4 2 "C" 4 "A1" "2C4A1"
"4157" 604367.696325 648127.281670034 3 3 "C" 4 "A1" "3C4A1"
"762" 604367.709714 648137.409896076 3 3 "C" 4 "A1" "3C4A1"
"5254" 604377.9164045 648137.779738098 3 3 "C" 4 "A1" "3C4A1"
"867" 604377.90413125 648127.66219762 3 3 "C" 4 "A1" "3C4A1"
"1152" 604367.682936 648117.153444052 1 4 "C" 4 "A1" "4C4A1"
"467" 604367.696325 648127.281670034 1 4 "C" 4 "A1" "4C4A1"
"2202" 604377.90413125 648127.66219762 1 4 "C" 4 "A1" "4C4A1"
"584" 604377.891858 648117.544657052 1 4 "C" 4 "A1" "4C4A1"
"21103" 604377.9164045 648137.779738098 2 1 "D" 4 "A1" "1D4A1"
"5158" 604377.92867775 648147.897278607 2 1 "D" 4 "A1" "1D4A1"
"3153" 604388.1342525 648148.256435156 2 1 "D" 4 "A1" "1D4A1"
"668" 604388.123095 648138.149580121 2 1 "D" 4 "A1" "1D4A1"
"5354" 604377.92867775 648147.897278607 4 2 "D" 4 "A1" "2D4A1"
"8158" 604377.940951 648158.014819056 4 2 "D" 4 "A1" "2D4A1"
"6158" 604388.14541 648158.363290071 4 2 "D" 4 "A1" "2D4A1"
"963" 604388.1342525 648148.256435156 4 2 "D" 4 "A1" "2D4A1"
"4158" 604367.723103 648147.538122058 3 3 "D" 4 "A1" "3D4A1"
"763" 604367.736492 648157.66634804 3 3 "D" 4 "A1" "3D4A1"
"5255" 604377.940951 648158.014819056 3 3 "D" 4 "A1" "3D4A1"
"868" 604377.92867775 648147.897278607 3 3 "D" 4 "A1" "3D4A1"
"1153" 604367.709714 648137.409896076 1 4 "D" 4 "A1" "4D4A1"
"468" 604367.723103 648147.538122058 1 4 "D" 4 "A1" "4D4A1"
"2203" 604377.92867775 648147.897278607 1 4 "D" 4 "A1" "4D4A1"
"585" 604377.9164045 648137.779738098 1 4 "D" 4 "A1" "4D4A1"
"21104" 604377.940951 648158.014819056 2 1 "E" 4 "A1" "1E4A1"
"5159" 604377.95322425 648168.132359624 2 1 "E" 4 "A1" "1E4A1"
"3154" 604388.1565675 648168.470145106 2 1 "E" 4 "A1" "1E4A1"
"669" 604388.14541 648158.363290071 2 1 "E" 4 "A1" "1E4A1"
"5355" 604377.95322425 648168.132359624 4 2 "E" 4 "A1" "2E4A1"
"8159" 604377.9654975 648178.249900132 4 2 "E" 4 "A1" "2E4A1"
"6159" 604388.167725 648178.577000141 4 2 "E" 4 "A1" "2E4A1"
"964" 604388.1565675 648168.470145106 4 2 "E" 4 "A1" "2E4A1"
"4159" 604367.749881 648167.794574142 3 3 "E" 4 "A1" "3E4A1"
"764" 604367.76327 648177.922800124 3 3 "E" 4 "A1" "3E4A1"
"5256" 604377.9654975 648178.249900132 3 3 "E" 4 "A1" "3E4A1"
"869" 604377.95322425 648168.132359624 3 3 "E" 4 "A1" "3E4A1"
"1154" 604367.736492 648157.66634804 1 4 "E" 4 "A1" "4E4A1"
"469" 604367.749881 648167.794574142 1 4 "E" 4 "A1" "4E4A1"
"2204" 604377.95322425 648168.132359624 1 4 "E" 4 "A1" "4E4A1"
"586" 604377.940951 648158.014819056 1 4 "E" 4 "A1" "4E4A1"
"21105" 604357.532033 648157.317877024 2 1 "F" 4 "A1" "1F4A1"
"5160" 604357.54653775 648167.456788599 2 1 "F" 4 "A1" "1F4A1"
"3155" 604367.749881 648167.794574142 2 1 "F" 4 "A1" "1F4A1"
"670" 604367.736492 648157.66634804 2 1 "F" 4 "A1" "1F4A1"
"5356" 604357.54653775 648167.456788599 4 2 "F" 4 "A1" "2F4A1"
"8160" 604357.5610425 648177.595700085 4 2 "F" 4 "A1" "2F4A1"
"6160" 604367.76327 648177.922800124 4 2 "F" 4 "A1" "2F4A1"
"965" 604367.749881 648167.794574142 4 2 "F" 4 "A1" "2F4A1"
"4160" 604347.3431945 648167.119003057 3 3 "F" 4 "A1" "3F4A1"
"765" 604347.358815 648177.268600047 3 3 "F" 4 "A1" "3F4A1"
"5257" 604357.5610425 648177.595700085 3 3 "F" 4 "A1" "3F4A1"
"870" 604357.54653775 648167.456788599 3 3 "F" 4 "A1" "3F4A1"
"1155" 604347.327574 648156.969406009 1 4 "F" 4 "A1" "4F4A1"
"470" 604347.3431945 648167.119003057 1 4 "F" 4 "A1" "4F4A1"
"2205" 604357.54653775 648167.456788599 1 4 "F" 4 "A1" "4F4A1"
"587" 604357.532033 648157.317877024 1 4 "F" 4 "A1" "4F4A1"
"21106" 604357.5030235 648137.040054053 2 1 "G" 4 "A1" "1G4A1"
"5161" 604357.51752825 648147.178965539 2 1 "G" 4 "A1" "1G4A1"
"3156" 604367.723103 648147.538122058 2 1 "G" 4 "A1" "1G4A1"
"671" 604367.709714 648137.409896076 2 1 "G" 4 "A1" "1G4A1"
"5357" 604357.51752825 648147.178965539 4 2 "G" 4 "A1" "2G4A1"
"8161" 604357.532033 648157.317877024 4 2 "G" 4 "A1" "2G4A1"
"6161" 604367.736492 648157.66634804 4 2 "G" 4 "A1" "2G4A1"
"966" 604367.723103 648147.538122058 4 2 "G" 4 "A1" "2G4A1"
"4161" 604347.3119535 648146.81980902 3 3 "G" 4 "A1" "3G4A1"
"766" 604347.327574 648156.969406009 3 3 "G" 4 "A1" "3G4A1"
"5258" 604357.532033 648157.317877024 3 3 "G" 4 "A1" "3G4A1"
"871" 604357.51752825 648147.178965539 3 3 "G" 4 "A1" "3G4A1"
"1156" 604347.296333 648136.67021203 1 4 "G" 4 "A1" "4G4A1"
"471" 604347.3119535 648146.81980902 1 4 "G" 4 "A1" "4G4A1"
"2206" 604357.51752825 648147.178965539 1 4 "G" 4 "A1" "4G4A1"
"588" 604357.5030235 648137.040054053 1 4 "G" 4 "A1" "4G4A1"
"21107" 604357.474014 648116.762231052 2 1 "H" 4 "A1" "1H4A1"
"5162" 604357.48851875 648126.901142567 2 1 "H" 4 "A1" "1H4A1"
"3157" 604367.696325 648127.281670034 2 1 "H" 4 "A1" "1H4A1"
"672" 604367.682936 648117.153444052 2 1 "H" 4 "A1" "1H4A1"
"5358" 604357.48851875 648126.901142567 4 2 "H" 4 "A1" "2H4A1"
"8162" 604357.5030235 648137.040054083 4 2 "H" 4 "A1" "2H4A1"
"6162" 604367.709714 648137.409896076 4 2 "H" 4 "A1" "2H4A1"
"967" 604367.696325 648127.281670034 4 2 "H" 4 "A1" "2H4A1"
"4162" 604347.2807125 648126.520615101 3 3 "H" 4 "A1" "3H4A1"
"767" 604347.296333 648136.67021209 3 3 "H" 4 "A1" "3H4A1"
"5259" 604357.5030235 648137.040054083 3 3 "H" 4 "A1" "3H4A1"
"872" 604357.48851875 648126.901142567 3 3 "H" 4 "A1" "3H4A1"
"1157" 604347.265092 648116.371018052 1 4 "H" 4 "A1" "4H4A1"
"472" 604347.2807125 648126.520615101 1 4 "H" 4 "A1" "4H4A1"
"2207" 604357.48851875 648126.901142567 1 4 "H" 4 "A1" "4H4A1"
"589" 604357.474014 648116.762231052 1 4 "H" 4 "A1" "4H4A1"
"21108" 604357.4450045 648096.484408081 2 1 "I" 4 "A1" "1I4A1"
"5163" 604357.45950925 648106.623319596 2 1 "I" 4 "A1" "1I4A1"
"3158" 604367.669547 648107.02521807 2 1 "I" 4 "A1" "1I4A1"
"673" 604367.656158 648096.896992087 2 1 "I" 4 "A1" "1I4A1"
"5359" 604357.45950925 648106.623319596 4 2 "I" 4 "A1" "2I4A1"
"8163" 604357.474014 648116.762231052 4 2 "I" 4 "A1" "2I4A1"
"6163" 604367.682936 648117.153444052 4 2 "I" 4 "A1" "2I4A1"
"968" 604367.669547 648107.02521807 4 2 "I" 4 "A1" "2I4A1"
"4163" 604347.2494715 648106.221421123 3 3 "I" 4 "A1" "3I4A1"
"768" 604347.265092 648116.371018052 3 3 "I" 4 "A1" "3I4A1"
"5260" 604357.474014 648116.762231052 3 3 "I" 4 "A1" "3I4A1"
"873" 604357.45950925 648106.623319596 3 3 "I" 4 "A1" "3I4A1"
"1158" 604347.233851 648096.071824074 1 4 "I" 4 "A1" "4I4A1"
"473" 604347.2494715 648106.221421123 1 4 "I" 4 "A1" "4I4A1"
"2208" 604357.45950925 648106.623319596 1 4 "I" 4 "A1" "4I4A1"
"590" 604357.4450045 648096.484408081 1 4 "I" 4 "A1" "4I4A1"
"21109" 604357.415995 648076.20658505 2 1 "J" 4 "A1" "1J4A1"
"5164" 604357.43049975 648086.345496565 2 1 "J" 4 "A1" "1J4A1"
"3159" 604367.642769 648086.768766105 2 1 "J" 4 "A1" "1J4A1"
"674" 604367.62938 648076.640540063 2 1 "J" 4 "A1" "1J4A1"
"5360" 604357.43049975 648086.345496565 4 2 "J" 4 "A1" "2J4A1"
"8164" 604357.4450045 648096.48440811 4 2 "J" 4 "A1" "2J4A1"
"6164" 604367.656158 648096.896992087 4 2 "J" 4 "A1" "2J4A1"
"969" 604367.642769 648086.768766105 4 2 "J" 4 "A1" "2J4A1"
"4164" 604347.2182305 648085.922227025 3 3 "J" 4 "A1" "3J4A1"
"769" 604347.233851 648096.071824133 3 3 "J" 4 "A1" "3J4A1"
"5261" 604357.4450045 648096.48440811 3 3 "J" 4 "A1" "3J4A1"
"874" 604357.43049975 648086.345496565 3 3 "J" 4 "A1" "3J4A1"
"1159" 604347.20261 648075.772630036 1 4 "J" 4 "A1" "4J4A1"
"474" 604347.2182305 648085.922227025 1 4 "J" 4 "A1" "4J4A1"
"2209" 604357.43049975 648086.345496565 1 4 "J" 4 "A1" "4J4A1"
"591" 604357.415995 648076.20658505 1 4 "J" 4 "A1" "4J4A1"
"21110" 604336.989225 648075.338674992 2 1 "K" 4 "A1" "1K4A1"
"5165" 604337.00596125 648085.498957485 2 1 "K" 4 "A1" "1K4A1"
"3160" 604347.2182305 648085.922226965 2 1 "K" 4 "A1" "1K4A1"
"675" 604347.20261 648075.772629976 2 1 "K" 4 "A1" "1K4A1"
"5361" 604337.00596125 648085.498957485 4 2 "K" 4 "A1" "2K4A1"
"8165" 604337.0226975 648095.659240067 4 2 "K" 4 "A1" "2K4A1"
"6165" 604347.233851 648096.071824074 4 2 "K" 4 "A1" "2K4A1"
"970" 604347.2182305 648085.922226965 4 2 "K" 4 "A1" "2K4A1"
"4165" 604326.793692 648085.075688004 3 3 "K" 4 "A1" "3K4A1"
"770" 604326.811544 648095.24665606 3 3 "K" 4 "A1" "3K4A1"
"5262" 604337.0226975 648095.659240067 3 3 "K" 4 "A1" "3K4A1"
"875" 604337.00596125 648085.498957485 3 3 "K" 4 "A1" "3K4A1"
"1160" 604326.77584 648074.904720008 1 4 "K" 4 "A1" "4K4A1"
"475" 604326.793692 648085.075688004 1 4 "K" 4 "A1" "4K4A1"
"2210" 604337.00596125 648085.498957485 1 4 "K" 4 "A1" "4K4A1"
"592" 604336.989225 648075.338674992 1 4 "K" 4 "A1" "4K4A1"
"21111" 604337.0226975 648095.659240067 2 1 "L" 4 "A1" "1L4A1"
"5166" 604337.03943375 648105.819522589 2 1 "L" 4 "A1" "1L4A1"
"3161" 604347.2494715 648106.221421123 2 1 "L" 4 "A1" "1L4A1"
"676" 604347.233851 648096.071824074 2 1 "L" 4 "A1" "1L4A1"
"5362" 604337.03943375 648105.819522589 4 2 "L" 4 "A1" "2L4A1"
"8166" 604337.05617 648115.979805052 4 2 "L" 4 "A1" "2L4A1"
"6166" 604347.265092 648116.371018052 4 2 "L" 4 "A1" "2L4A1"
"971" 604347.2494715 648106.221421123 4 2 "L" 4 "A1" "2L4A1"
"4166" 604326.829396 648105.417624056 3 3 "L" 4 "A1" "3L4A1"
"771" 604326.847248 648115.588592052 3 3 "L" 4 "A1" "3L4A1"
"5263" 604337.05617 648115.979805052 3 3 "L" 4 "A1" "3L4A1"
"876" 604337.03943375 648105.819522589 3 3 "L" 4 "A1" "3L4A1"
"1161" 604326.811544 648095.24665606 1 4 "L" 4 "A1" "4L4A1"
"476" 604326.829396 648105.417624056 1 4 "L" 4 "A1" "4L4A1"
"2211" 604337.03943375 648105.819522589 1 4 "L" 4 "A1" "4L4A1"
"593" 604337.0226975 648095.659240067 1 4 "L" 4 "A1" "4L4A1"
"21112" 604337.05617 648115.979805022 2 1 "M" 4 "A1" "1M4A1"
"5167" 604337.07290625 648126.140087545 2 1 "M" 4 "A1" "1M4A1"
"3162" 604347.2807125 648126.520615041 2 1 "M" 4 "A1" "1M4A1"
"677" 604347.265092 648116.371017992 2 1 "M" 4 "A1" "1M4A1"
"5363" 604337.07290625 648126.140087545 4 2 "M" 4 "A1" "2M4A1"
"8167" 604337.0896425 648136.300370038 4 2 "M" 4 "A1" "2M4A1"
"6167" 604347.296333 648136.67021203 4 2 "M" 4 "A1" "2M4A1"
"972" 604347.2807125 648126.520615041 4 2 "M" 4 "A1" "2M4A1"
"4167" 604326.8651 648125.759560049 3 3 "M" 4 "A1" "3M4A1"
"772" 604326.882952 648135.930528045 3 3 "M" 4 "A1" "3M4A1"
"5264" 604337.0896425 648136.300370038 3 3 "M" 4 "A1" "3M4A1"
"877" 604337.07290625 648126.140087545 3 3 "M" 4 "A1" "3M4A1"
"1162" 604326.847248 648115.588592052 1 4 "M" 4 "A1" "4M4A1"
"477" 604326.8651 648125.759560049 1 4 "M" 4 "A1" "4M4A1"
"2212" 604337.07290625 648126.140087545 1 4 "M" 4 "A1" "4M4A1"
"594" 604337.05617 648115.979805022 1 4 "M" 4 "A1" "4M4A1"
"21113" 604337.0896425 648136.300370038 2 1 "N" 4 "A1" "1N4A1"
"5168" 604337.10637875 648146.46065253 2 1 "N" 4 "A1" "1N4A1"
"3163" 604347.3119535 648146.81980902 2 1 "N" 4 "A1" "1N4A1"
"678" 604347.296333 648136.67021203 2 1 "N" 4 "A1" "1N4A1"
"5364" 604337.10637875 648146.46065253 4 2 "N" 4 "A1" "2N4A1"
"8168" 604337.123115 648156.620935023 4 2 "N" 4 "A1" "2N4A1"
"6168" 604347.327574 648156.969406009 4 2 "N" 4 "A1" "2N4A1"
"973" 604347.3119535 648146.81980902 4 2 "N" 4 "A1" "2N4A1"
"4168" 604326.900804 648146.101496041 3 3 "N" 4 "A1" "3N4A1"
"773" 604326.918656 648156.272464037 3 3 "N" 4 "A1" "3N4A1"
"5265" 604337.123115 648156.620935023 3 3 "N" 4 "A1" "3N4A1"
"878" 604337.10637875 648146.46065253 3 3 "N" 4 "A1" "3N4A1"
"1163" 604326.882952 648135.930528045 1 4 "N" 4 "A1" "4N4A1"
"478" 604326.900804 648146.101496041 1 4 "N" 4 "A1" "4N4A1"
"2213" 604337.10637875 648146.46065253 1 4 "N" 4 "A1" "4N4A1"
"595" 604337.0896425 648136.300370038 1 4 "N" 4 "A1" "4N4A1"
"21114" 604337.123115 648156.620935053 2 1 "O" 4 "A1" "1O4A1"
"5169" 604337.13985125 648166.781217575 2 1 "O" 4 "A1" "1O4A1"
"3164" 604347.3431945 648167.119003117 2 1 "O" 4 "A1" "1O4A1"
"679" 604347.327574 648156.969406068 2 1 "O" 4 "A1" "1O4A1"
"5365" 604337.13985125 648166.781217575 4 2 "O" 4 "A1" "2O4A1"
"8169" 604337.1565875 648176.941500098 4 2 "O" 4 "A1" "2O4A1"
"6169" 604347.358815 648177.268600106 4 2 "O" 4 "A1" "2O4A1"
"974" 604347.3431945 648167.119003117 4 2 "O" 4 "A1" "2O4A1"
"4169" 604326.936508 648166.443432033 3 3 "O" 4 "A1" "3O4A1"
"774" 604326.95436 648176.614400089 3 3 "O" 4 "A1" "3O4A1"
"5266" 604337.1565875 648176.941500098 3 3 "O" 4 "A1" "3O4A1"
"879" 604337.13985125 648166.781217575 3 3 "O" 4 "A1" "3O4A1"
"1164" 604326.918656 648156.272464037 1 4 "O" 4 "A1" "4O4A1"
"479" 604326.936508 648166.443432033 1 4 "O" 4 "A1" "4O4A1"
"2214" 604337.13985125 648166.781217575 1 4 "O" 4 "A1" "4O4A1"
"596" 604337.123115 648156.620935053 1 4 "O" 4 "A1" "4O4A1"
"21115" 604316.714197 648155.923992991 2 1 "P" 4 "A1" "1P4A1"
"5170" 604316.73316475 648166.105646491 2 1 "P" 4 "A1" "1P4A1"
"3165" 604326.936508 648166.443431973 2 1 "P" 4 "A1" "1P4A1"
"680" 604326.918656 648156.272463977 2 1 "P" 4 "A1" "1P4A1"
