"Species" "elev" "x" "y" "dden"
"1403" "Parashorea_tomentella" 70.191 605420.6786 647425.6769 0
"1404" "Parashorea_tomentella" 64.674 605361.7353 647366.6133 0
"1405" "Parashorea_tomentella" 60.794 605407.9351 647327.9966 0
"1406" "Parashorea_tomentella" 67.097 605513.0845 647344.7586 0
"1407" "Parashorea_tomentella" 60.889 605391.3718 647302.1719 0
"1408" "Parashorea_tomentella" 60.71 605372.9315 647292.9276 0
"1409" "Parashorea_tomentella" 65.79501 605391.4124 647278.218 0
"1410" "Parashorea_tomentella" 60.264 605503.8917 647320.7889 0
"1411" "Parashorea_tomentella" 66.79501 605513.0908 647341.0733 0
"1412" "Parashorea_tomentella" 59.6 605535.2272 647344.7962 0
"1413" "Parashorea_tomentella" 58.131 605511.3232 647293.1623 0
"1414" "Parashorea_tomentella" 64.673 605439.3251 647313.3089 0
"1415" "Parashorea_tomentella" 59.866 605448.5538 647309.6393 0
"1416" "Parashorea_tomentella" 58.629 605400.5567 647324.2988 0
"1417" "Parashorea_tomentella" 56.946 605663.8953 647418.3509 0
"1418" "Parashorea_tomentella" 58.296 605722.7632 647306.7883 0
"1419" "Parashorea_tomentella" 59.325 605581.9263 647442.5341 0
"1420" "Parashorea_tomentella" 59.8 605597.4449 647431.5048 0
"1421" "Parashorea_tomentella" 60.38 605861.1136 647331.3463 0
"1422" "Parashorea_tomentella" 64.34 605790.3492 647277.0529 0
"1423" "Parashorea_tomentella" 70.214 604271.5949 647136.2913 0
"1424" "Parashorea_tomentella" 71.035 604293.7623 647121.5877 0
"1425" "Parashorea_tomentella" 71.93 604266.0315 647152.8655 0
"1426" "Parashorea_tomentella" 75.707 604256.7843 647167.5908 0
"1427" "Parashorea_tomentella" 79.353 604221.7153 647171.2174 0
"1428" "Parashorea_tomentella" 70.813 604362.0021 647143.8135 0
"1429" "Parashorea_tomentella" 70.07101 604421.0455 647143.9126 0
"1430" "Parashorea_tomentella" 74.327 604349.0479 647164.0604 0
"1431" "Parashorea_tomentella" 71.623 604358.2981 647147.4924 0
"1432" "Parashorea_tomentella" 71.04501 604335.9823 647250.6412 0
"1433" "Parashorea_tomentella" 71.764 604315.6886 647250.6071 0
"1434" "Parashorea_tomentella" 70.429 604317.7879 647101.3592 0
"1435" "Parashorea_tomentella" 70.402 604327.0072 647103.2173 0
"1436" "Parashorea_tomentella" 81.246 604273.5365 647081.0163 0
"1437" "Parashorea_tomentella" 73.149 604284.5461 647117.8869 0
"1438" "Parashorea_tomentella" 76.29 604280.873 647103.1399 0
"1439" "Parashorea_tomentella" 74.5 604282.7064 647112.356 0
"1440" "Parashorea_tomentella" 76.818 604284.4194 647193.4338 0
"1441" "Parashorea_tomentella" 71.494 604358.1682 647224.8819 0
"1442" "Parashorea_tomentella" 72.471 604378.4204 647256.2402 0
"1443" "Parashorea_tomentella" 74.83 604494.8303 647160.6201 0
"1444" "Parashorea_tomentella" 77.40601 604494.7683 647197.4721 0
"1445" "Parashorea_tomentella" 80.552 604588.7847 647251.0659 0
"1446" "Parashorea_tomentella" 78.261 604515.251 647085.1072 0
"1447" "Parashorea_tomentella" 79.021 604585.121 647230.7911 0
"1448" "Parashorea_tomentella" 70.562 604553.7869 647212.3122 0
"1449" "Parashorea_tomentella" 77.91701 604603.6265 647201.3404 0
"1450" "Parashorea_tomentella" 80.74001 604539.2116 647103.5736 0
"1451" "Parashorea_tomentella" 80.302 604535.5138 647103.5674 0
"1452" "Parashorea_tomentella" 80.589 604583.5094 647096.2776 0
"1453" "Parashorea_tomentella" 75.679 604528.0009 647186.4723 0
"1454" "Parashorea_tomentella" 70.125 604461.4801 647241.6389 0
"1455" "Parashorea_tomentella" 71.77 604472.734 647132.9438 0
"1456" "Parashorea_tomentella" 72.02901 604503.9195 647239.8676 0
"1457" "Parashorea_tomentella" 74.86 604481.8171 647215.8765 0
"1458" "Parashorea_tomentella" 70.401 604463.3458 647225.0585 0
"1459" "Parashorea_tomentella" 69.649 604439.4241 647190.0087 0
"1460" "Parashorea_tomentella" 72.125 604481.8945 647169.8113 0
"1461" "Parashorea_tomentella" 72.64201 604469.0548 647121.8819 0
"1462" "Parashorea_tomentella" 72.953 604494.8829 647129.2957 0
"1463" "Parashorea_tomentella" 76.58501 604489.1769 647230.6298 0
"1464" "Parashorea_tomentella" 71.764 604493.0123 647142.1908 0
"1465" "Parashorea_tomentella" 72.817 604491.1386 647156.9286 0
"1466" "Parashorea_tomentella" 71.618 604489.3194 647145.8698 0
"1467" "Parashorea_tomentella" 81.926 604660.7576 647245.6592 0
"1468" "Parashorea_tomentella" 78.93301 604647.8126 647260.3784 0
"1469" "Parashorea_tomentella" 72.346 604634.883 647265.8845 0
"1470" "Parashorea_tomentella" 73.123 604618.2978 647252.9582 0
"1471" "Parashorea_tomentella" 74.62901 604614.6389 647236.3686 0
"1472" "Parashorea_tomentella" 78.72601 604673.7319 647206.9862 0
"1473" "Parashorea_tomentella" 74.804 604679.3327 647168.3008 0
"1474" "Parashorea_tomentella" 75.512 604666.4483 647153.5382 0
"1475" "Parashorea_tomentella" 82.659 604614.7226 647186.6182 0
"1476" "Parashorea_tomentella" 84.86101 604620.2397 647197.6831 0
"1477" "Parashorea_tomentella" 84.069 604636.9087 647160.859 0
"1478" "Parashorea_tomentella" 83.58701 604653.4661 647190.3686 0
"1479" "Parashorea_tomentella" 84.43101 604653.3792 647241.9616 0
"1480" "Parashorea_tomentella" 74.414 605028.0644 647178.1019 0
"1481" "Parashorea_tomentella" 62.9 605135.2375 647091.6801 0
"1482" "Parashorea_tomentella" 62.001 605022.6065 647132.0273 0
"1483" "Parashorea_tomentella" 63.209 605020.7593 647137.5521 0
"1484" "Parashorea_tomentella" 64.138 605030.0751 647082.2894 0
"1485" "Parashorea_tomentella" 61.805 604991.2632 647119.0761 0
"1486" "Parashorea_tomentella" 60.309 605050.372 647080.481 0
"1487" "Parashorea_tomentella" 63.294 605164.7306 647111.9988 0
"1488" "Parashorea_tomentella" 64.118 605151.7822 647128.5604 0
"1489" "Parashorea_tomentella" 58.682 605151.8445 647091.7082 0
"1490" "Parashorea_tomentella" 58.458 605302.9759 647198.8356 0
"1491" "Parashorea_tomentella" 63.06 605238.3826 647200.5689 0
"1492" "Parashorea_tomentella" 62.491 605236.5416 647202.4084 0
"1493" "Parashorea_tomentella" 67.038 605249.4352 647211.6433 0
"1494" "Parashorea_tomentella" 60.015 605227.2863 647215.291 0
"1495" "Parashorea_tomentella" 62.694 605227.2551 647233.7172 0
"1496" "Parashorea_tomentella" 60.217 605210.698 647204.2073 0
"1497" "Parashorea_tomentella" 72.509 605268.1126 647080.8492 0
"1498" "Parashorea_tomentella" 63.27 605374.2905 647216.1543 0
"1499" "Parashorea_tomentella" 59.324 605386.5283 647253.0273 0
"1500" "Parashorea_tomentella" 57.079 605368.3073 647120.9422 0
"1501" "Parashorea_tomentella" 59.646 605703.4577 647155.2924 0
"1502" "Parashorea_tomentella" 58.965 605721.8249 647207.531 0
"1503" "Parashorea_tomentella" 60.342 605727.9336 647235.1807 0
"1504" "Parashorea_tomentella" 71.759 604416.1421 647868.0507 0
"1505" "Parashorea_tomentella" 82.15501 604281.4234 647877.0373 0
"1506" "Parashorea_tomentella" 75.985 604327.6251 647836.5774 0
"1507" "Parashorea_tomentella" 72.65501 604270.4481 647819.8979 0
"1508" "Parashorea_tomentella" 80.111 604255.5912 647878.8366 0
"1509" "Parashorea_tomentella" 79.12801 604242.6154 647911.9818 0
"1510" "Parashorea_tomentella" 79.522 604266.5541 647943.3464 0
"1511" "Parashorea_tomentella" 77.507 604283.1609 647943.3743 0
"1512" "Parashorea_tomentella" 76.964 604308.9869 647945.2603 0
"1513" "Parashorea_tomentella" 70.43301 604310.8822 647917.6243 0
"1514" "Parashorea_tomentella" 71.361 604259.0985 647985.7139 0
"1515" "Parashorea_tomentella" 77.346 604360.783 647869.8002 0
"1516" "Parashorea_tomentella" 71.91 604246.1753 647987.5348 0
"1517" "Parashorea_tomentella" 73.217 604272.0154 647987.5782 0
"1518" "Parashorea_tomentella" 78.645 604357.1007 647860.5809 0
"1519" "Parashorea_tomentella" 77.23801 604408.6523 647930.6868 0
"1520" "Parashorea_tomentella" 77.416 604406.8065 647928.8411 0
"1521" "Parashorea_tomentella" 69.65501 604355.1019 647956.3934 0
"1522" "Parashorea_tomentella" 77.811 604310.8327 647947.1059 0
"1523" "Parashorea_tomentella" 75.39301 604345.9769 647891.8866 0
"1524" "Parashorea_tomentella" 80.677 604288.8171 647871.5219 0
"1525" "Parashorea_tomentella" 81.938 604508.2652 647947.4378 0
"1526" "Parashorea_tomentella" 78.60201 604602.5813 647822.299 0
"1527" "Parashorea_tomentella" 79.565 604447.5379 647849.6773 0
"1528" "Parashorea_tomentella" 75.52901 604430.8133 647919.6684 0
"1529" "Parashorea_tomentella" 72.342 604438.2071 647914.153 0
"1530" "Parashorea_tomentella" 77.44 604408.6585 647927.0016 0
"1531" "Parashorea_tomentella" 81.275 604439.9953 647943.6378 0
"1532" "Parashorea_tomentella" 72.454 604467.757 647893.934 0
"1533" "Parashorea_tomentella" 73.983 604491.6869 647930.4579 0
"1534" "Parashorea_tomentella" 77.686 604486.1445 647934.5024 0
"1535" "Parashorea_tomentella" 72.87601 604515.7241 647903.2277 0
"1536" "Parashorea_tomentella" 78.65301 604554.4516 647916.1912 0
"1537" "Parashorea_tomentella" 77.995 604573.0234 647840.6754 0
"1538" "Parashorea_tomentella" 71.732 604554.5012 647886.7094 0
"1539" "Parashorea_tomentella" 76.645 604567.3916 647897.7868 0
"1540" "Parashorea_tomentella" 78.65301 604554.8169 647916.1918 0
"1541" "Parashorea_tomentella" 79 604571.0584 647916.2192 0
"1542" "Parashorea_tomentella" 69.26501 604602.3983 647931.0128 0
"1543" "Parashorea_tomentella" 71.39101 604613.3794 647984.4671 0
"1544" "Parashorea_tomentella" 77.914 604567.3792 647905.1573 0
"1545" "Parashorea_tomentella" 73.872 604569.1381 647958.596 0
"1546" "Parashorea_tomentella" 81.51701 604528.5494 647952.9998 0
"1547" "Parashorea_tomentella" 77.109 604475.0299 647960.2802 0
"1548" "Parashorea_tomentella" 79.664 604473.3701 647847.8781 0
"1549" "Parashorea_tomentella" 79.234 604480.581 647951.0765 0
"1550" "Parashorea_tomentella" 79.2 604445.4783 647974.9714 0
"1551" "Parashorea_tomentella" 80.30601 604441.742 648004.4469 0
"1552" "Parashorea_tomentella" 77.57201 604458.3859 647982.3636 0
"1553" "Parashorea_tomentella" 76.66801 604467.8128 647860.7671 0
"1554" "Parashorea_tomentella" 76.248 604484.3824 647882.9063 0
"1555" "Parashorea_tomentella" 76.646 604469.671 647855.2423 0
"1556" "Parashorea_tomentella" 75.785 604443.814 647871.7824 0
"1557" "Parashorea_tomentella" 76.139 604462.2493 647877.3412 0
"1558" "Parashorea_tomentella" 75.896 604447.5038 647869.9459 0
"1559" "Parashorea_tomentella" 66.993 604774.1666 647833.6439 0
"1560" "Parashorea_tomentella" 78.76801 604626.5044 647862.8768 0
"1561" "Parashorea_tomentella" 75.36 604622.7725 647883.1392 0
"1562" "Parashorea_tomentella" 76.662 604652.2714 647899.7724 0
"1563" "Parashorea_tomentella" 76.007 604676.272 647894.285 0
"1564" "Parashorea_tomentella" 70.83 604720.6097 647863.0354 0
"1565" "Parashorea_tomentella" 67.54601 604753.8295 647859.4061 0
"1566" "Parashorea_tomentella" 68.579 604788.8406 647883.4192 0
"1567" "Parashorea_tomentella" 75.833 604718.6521 647927.5235 0
"1568" "Parashorea_tomentella" 67.292 604630.039 647953.1707 0
"1569" "Parashorea_tomentella" 68.621 604679.8252 647973.5234 0
"1570" "Parashorea_tomentella" 67.575 604768.6589 647817.051 0
"1571" "Parashorea_tomentella" 71.079 604696.4196 647980.9218 0
"1572" "Parashorea_tomentella" 70.90401 604709.3831 647955.1471 0
"1573" "Parashorea_tomentella" 67.64101 604617.0382 648001.0568 0
"1574" "Parashorea_tomentella" 77.04501 604757.2863 647995.7654 0
"1575" "Parashorea_tomentella" 75.511 604746.2803 647957.0519 0
"1576" "Parashorea_tomentella" 76.12901 604746.2866 647953.3667 0
"1577" "Parashorea_tomentella" 78.055 604746.3052 647942.311 0
"1578" "Parashorea_tomentella" 74.689 604755.5617 647922.0579 0
"1579" "Parashorea_tomentella" 77.32301 604759.1352 647995.7685 0
"1580" "Parashorea_tomentella" 73.866 604672.6643 647840.8432 0
"1581" "Parashorea_tomentella" 71.639 604681.907 647835.331 0
"1582" "Parashorea_tomentella" 74.984 604667.1225 647844.5191 0
"1583" "Parashorea_tomentella" 79.05 604639.4165 647861.0559 0
"1584" "Parashorea_tomentella" 69.57101 604595.1441 647853.6108 0
"1585" "Parashorea_tomentella" 75.315 604628.4291 647811.2869 0
"1586" "Parashorea_tomentella" 76.385 604600.7107 647835.1942 0
"1587" "Parashorea_tomentella" 66.912 604960.4755 647865.2828 0
"1588" "Parashorea_tomentella" 67.68401 604836.7113 647949.834 0
"1589" "Parashorea_tomentella" 66.582 604978.8752 647898.4809 0
"1590" "Parashorea_tomentella" 67.236 604912.4791 647879.9427 0
"1591" "Parashorea_tomentella" 67.491 604894.0887 647841.2167 0
"1592" "Parashorea_tomentella" 67.57101 604951.0913 647961.0829 0
"1593" "Parashorea_tomentella" 66.707 604912.4386 647903.8965 0
"1594" "Parashorea_tomentella" 66.89201 604882.9148 647902.0041 0
"1595" "Parashorea_tomentella" 70.882 604794.2674 647947.9198 0
"1596" "Parashorea_tomentella" 67.28101 604868.0511 647964.6278 0
"1597" "Parashorea_tomentella" 68.578 605006.6654 647832.1938 0
"1598" "Parashorea_tomentella" 66.346 605109.8934 647891.3321 0
"1599" "Parashorea_tomentella" 66.359 605108.0587 647889.4864 0
"1600" "Parashorea_tomentella" 66.911 605150.504 647884.0304 0
"1601" "Parashorea_tomentella" 69.853 605161.4536 647955.9109 0
"1602" "Parashorea_tomentella" 78.30601 605170.601 648000.1492 0
"1603" "Parashorea_tomentella" 69.639 605120.7993 647989.0092 0
"1604" "Parashorea_tomentella" 68.788 605117.1251 647981.6324 0
"1605" "Parashorea_tomentella" 67.751 605143.0384 647931.9257 0
"1606" "Parashorea_tomentella" 69.639 605120.7993 647989.0092 0
"1607" "Parashorea_tomentella" 73.26601 605089.4595 647974.2152 0
"1608" "Parashorea_tomentella" 75.58 605071.2937 647802.8213 0
"1609" "Parashorea_tomentella" 72.136 605122.7542 647926.3635 0
"1610" "Parashorea_tomentella" 69.339 605113.5569 647911.6071 0
"1611" "Parashorea_tomentella" 66.286 605098.8097 647898.6838 0
"1612" "Parashorea_tomentella" 66.692 605059.8828 648003.647 0
"1613" "Parashorea_tomentella" 72.079 605023.2753 647830.3793 0
"1614" "Parashorea_tomentella" 73.652 605135.5964 647972.4507 0
"1615" "Parashorea_tomentella" 71.275 605060.1477 647847.0252 0
"1616" "Parashorea_tomentella" 70.396 605060.1321 647856.2382 0
"1617" "Parashorea_tomentella" 70.761 605034.2625 647880.1485 0
"1618" "Parashorea_tomentella" 67.273 605093.3614 647847.0814 0
"1619" "Parashorea_tomentella" 72.983 605104.4856 647815.7757 0
"1620" "Parashorea_tomentella" 74.591 605111.8701 647815.7882 0
"1621" "Parashorea_tomentella" 66.964 605137.6057 647871.1102 0
"1622" "Parashorea_tomentella" 77.231 605268.5321 647924.7679 0
"1623" "Parashorea_tomentella" 72.256 605181.9686 647825.12 0
"1624" "Parashorea_tomentella" 73.25101 605196.5723 647922.8033 0
"1625" "Parashorea_tomentella" 69.94601 605235.4183 647865.748 0
"1626" "Parashorea_tomentella" 81.083 605298.0948 647897.1788 0
"1627" "Parashorea_tomentella" 77.201 605323.9257 647902.7504 0
"1628" "Parashorea_tomentella" 76.464 605314.5798 647969.0687 0
"1629" "Parashorea_tomentella" 80.607 605334.8719 647976.4735 0
"1630" "Parashorea_tomentella" 69.214 605286.8799 647981.92 0
"1631" "Parashorea_tomentella" 71.077 605259.2175 647972.6601 0
"1632" "Parashorea_tomentella" 74.443 605183.5648 647974.3745 0
"1633" "Parashorea_tomentella" 72.269 605196.5192 647954.1276 0
"1634" "Parashorea_tomentella" 77.914 605384.6798 647983.9285 0
"1635" "Parashorea_tomentella" 73.926 605390.4218 647862.3256 0
"1636" "Parashorea_tomentella" 73.772 605360.8323 647899.1277 0
"1637" "Parashorea_tomentella" 79.499 605427.3941 647820.0082 0
"1638" "Parashorea_tomentella" 78.645 605410.7279 647854.9896 0
"1639" "Parashorea_tomentella" 71.926 605513.8397 647982.3052 0
"1640" "Parashorea_tomentella" 78.72 605502.7466 647995.1847 0
"1641" "Parashorea_tomentella" 83.00001 605490.0535 647868.0226 0
"1642" "Parashorea_tomentella" 82.60001 605430.8525 647954.525 0
"1643" "Parashorea_tomentella" 73.35101 605445.5402 648002.4581 0
"1644" "Parashorea_tomentella" 82.90501 605432.789 647902.9351 0
"1645" "Parashorea_tomentella" 77.603 605379.2599 647915.7425 0
"1646" "Parashorea_tomentella" 78.608 605401.4367 647895.5114 0
"1647" "Parashorea_tomentella" 75.954 605383.0091 647878.8966 0
"1648" "Parashorea_tomentella" 76.464 605394.0804 647878.9154 0
"1649" "Parashorea_tomentella" 76.065 605390.3999 647875.2239 0
"1650" "Parashorea_tomentella" 77.174 605615.3076 647995.376 0
"1651" "Parashorea_tomentella" 74.345 605704.1063 647861.016 0
"1652" "Parashorea_tomentella" 69.75401 605678.3084 647842.546 0
"1653" "Parashorea_tomentella" 69.719 605624.812 647829.5566 0
"1654" "Parashorea_tomentella" 73.375 605584.2091 647838.7006 0
"1655" "Parashorea_tomentella" 71.411 605643.0013 647986.2101 0
"1656" "Parashorea_tomentella" 69.854 605659.5893 647997.294 0
"1657" "Parashorea_tomentella" 71.499 605655.9183 647988.0746 0
"1658" "Parashorea_tomentella" 73.62701 605576.8277 647836.8456 0
"1659" "Parashorea_tomentella" 81.288 605624.7712 647853.5106 0
"1660" "Parashorea_tomentella" 87.024 605659.7712 647890.4225 0
"1661" "Parashorea_tomentella" 75.33501 605718.6698 647975.2832 0
"1662" "Parashorea_tomentella" 72.805 605678.2614 647870.1852 0
"1663" "Parashorea_tomentella" 73.73801 605751.2641 647981.4806 0
"1664" "Parashorea_tomentella" 61.449 605892.8578 647908.0172 0
"1665" "Parashorea_tomentella" 65.59901 605871.3191 647911.0515 0
"1666" "Parashorea_tomentella" 76.11 605754.3157 647996.841 0
"1667" "Parashorea_tomentella" 73.2 605751.2693 647978.4096 0
"1668" "Parashorea_tomentella" 81.607 605812.7647 647981.5854 0
"1669" "Parashorea_tomentella" 61.581 605883.5354 647960.2089 0
"1670" "Parashorea_tomentella" 62.868 605902.0278 647938.7431 0
"1671" "Parashorea_tomentella" 61.286 605892.795 647944.8695 0
"1672" "Parashorea_tomentella" 78.58401 605748.3379 647892.4158 0
"1673" "Parashorea_tomentella" 82.32401 605739.1156 647892.4001 0
"1674" "Parashorea_tomentella" 63.567 605742.2398 647858.6241 0
"1675" "Parashorea_tomentella" 60.32 605736.111 647849.4006 0
"1676" "Parashorea_tomentella" 71.024 605766.8617 647852.524 0
"1677" "Parashorea_tomentella" 63.42 605748.4163 647846.3505 0
"1678" "Parashorea_tomentella" 72.29601 605788.426 647827.9924 0
"1679" "Parashorea_tomentella" 69.832 605797.6693 647815.724 0
"1680" "Parashorea_tomentella" 66.57401 605917.4267 647926.4852 0
"1681" "Parashorea_tomentella" 63.89 605951.1393 647991.0345 0
"1682" "Parashorea_tomentella" 70.244 605951.2493 647926.5429 0
"1683" "Parashorea_tomentella" 69.248 605988.1713 647920.4639 0
"1684" "Parashorea_tomentella" 66.37 605954.3062 647938.8323 0
"1685" "Parashorea_tomentella" 63.544 605994.2792 647941.9715 0
"1686" "Parashorea_tomentella" 64.58701 605911.2973 647911.1196 0
"1687" "Parashorea_tomentella" 66.61401 605982.0786 647883.6011 0
"1688" "Parashorea_tomentella" 64.82401 606089.5926 647954.4184 0
"1689" "Parashorea_tomentella" 69.22601 606083.3851 647991.2603 0
"1690" "Parashorea_tomentella" 62.964 605966.5592 647966.4925 0
"1691" "Parashorea_tomentella" 80.817 604392.2902 647785.093 0
"1692" "Parashorea_tomentella" 83.313 604359.0239 647816.3615 0
"1693" "Parashorea_tomentella" 71.96201 604311.0895 647794.1697 0
"1694" "Parashorea_tomentella" 80.25101 604349.9285 647740.7992 0
"1695" "Parashorea_tomentella" 77.687 604379.5187 647696.6262 0
"1696" "Parashorea_tomentella" 70.201 604386.9373 647676.3699 0
"1697" "Parashorea_tomentella" 75.995 604364.5936 647796.1022 0
"1698" "Parashorea_tomentella" 75.84 604368.2865 647792.4231 0
"1699" "Parashorea_tomentella" 77.161 604455.0835 647753.8741 0
"1700" "Parashorea_tomentella" 69.90701 604433.1423 647634.0675 0
"1701" "Parashorea_tomentella" 68.883 604423.9151 647630.3668 0
"1702" "Parashorea_tomentella" 70.608 604398.0302 647663.4903 0
"1703" "Parashorea_tomentella" 73.541 604392.51 647654.2679 0
"1704" "Parashorea_tomentella" 77.151 604370.3892 647641.3326 0
"1705" "Parashorea_tomentella" 75.41901 604316.8417 647665.1965 0
"1706" "Parashorea_tomentella" 75.03001 604405.458 647637.7062 0
"1707" "Parashorea_tomentella" 79.703 604396.237 647630.3203 0
"1708" "Parashorea_tomentella" 72.46201 604309.5005 647639.3877 0
"1709" "Parashorea_tomentella" 68.888 604351.8901 647667.098 0
"1710" "Parashorea_tomentella" 72.43401 604324.2399 647650.4681 0
"1711" "Parashorea_tomentella" 72.72301 604338.9934 647659.7059 0
"1712" "Parashorea_tomentella" 71.084 604340.7756 647692.8759 0
"1713" "Parashorea_tomentella" 75.301 604303.9803 647630.1654 0
"1714" "Parashorea_tomentella" 70.389 604279.8992 647683.5606 0
"1715" "Parashorea_tomentella" 77.325 604281.6832 647722.2585 0
"1716" "Parashorea_tomentella" 75.60201 604272.4609 647722.243 0
"1717" "Parashorea_tomentella" 75.728 604462.6304 647650.7006 0
"1718" "Parashorea_tomentella" 75.533 604468.197 647632.2838 0
"1719" "Parashorea_tomentella" 79.984 604477.3406 647685.735 0
"1720" "Parashorea_tomentella" 82.22301 604469.9158 647709.6764 0
"1721" "Parashorea_tomentella" 84.672 604528.9494 647715.3035 0
"1722" "Parashorea_tomentella" 78.80701 604551.0639 647731.9242 0
"1723" "Parashorea_tomentella" 77.484 604525.3618 647656.3339 0
"1724" "Parashorea_tomentella" 75.452 604554.8609 647672.9671 0
"1725" "Parashorea_tomentella" 75.386 604560.4648 647632.439 0
"1726" "Parashorea_tomentella" 73.11501 604599.1986 647641.7173 0
"1727" "Parashorea_tomentella" 67.16901 604634.0858 647739.4345 0
"1728" "Parashorea_tomentella" 73.458 604541.9563 647663.7323 0
"1729" "Parashorea_tomentella" 70.11201 604586.1265 647731.9832 0
"1730" "Parashorea_tomentella" 71.269 604580.5475 647757.7705 0
"1731" "Parashorea_tomentella" 84.78001 604578.6086 647811.203 0
"1732" "Parashorea_tomentella" 83.27901 604567.5374 647811.1843 0
"1733" "Parashorea_tomentella" 71.786 604537.9843 647833.2459 0
"1734" "Parashorea_tomentella" 76.72301 604506.6891 647785.2854 0
"1735" "Parashorea_tomentella" 79.17101 604521.4705 647777.9398 0
"1736" "Parashorea_tomentella" 79.149 604549.2044 647744.8194 0
"1737" "Parashorea_tomentella" 79.929 604549.1021 647805.6255 0
"1738" "Parashorea_tomentella" 77.82001 604538.0277 647807.4495 0
"1739" "Parashorea_tomentella" 77.47501 604515.9163 647788.9861 0
"1740" "Parashorea_tomentella" 81.966 604506.7294 647761.3315 0
"1741" "Parashorea_tomentella" 78.744 604497.4916 647770.5289 0
"1742" "Parashorea_tomentella" 77.512 604429.2122 647772.2568 0
"1743" "Parashorea_tomentella" 76.12 604444.0029 647759.3833 0
"1744" "Parashorea_tomentella" 77.257 604488.2537 647779.7265 0
"1745" "Parashorea_tomentella" 68.136 604774.2816 647765.4673 0
"1746" "Parashorea_tomentella" 67.353 604807.7346 647623.6425 0
"1747" "Parashorea_tomentella" 67.83701 604610.0993 647743.0793 0
"1748" "Parashorea_tomentella" 68.286 604624.8262 647761.5302 0
"1749" "Parashorea_tomentella" 75.332 604632.1579 647792.867 0
"1750" "Parashorea_tomentella" 75.841 604611.813 647816.7867 0
"1751" "Parashorea_tomentella" 70.18 604663.5258 647791.0773 0
"1752" "Parashorea_tomentella" 68.90701 604689.3332 647804.019 0
"1753" "Parashorea_tomentella" 68.77 604722.5842 647781.9637 0
"1754" "Parashorea_tomentella" 77.97501 604613.7084 647789.1507 0
"1755" "Parashorea_tomentella" 68.773 604772.6129 647658.593 0
"1756" "Parashorea_tomentella" 68.08 604672.9034 647698.9624 0
"1757" "Parashorea_tomentella" 68.968 604654.5518 647643.6531 0
"1758" "Parashorea_tomentella" 68.12801 604678.5259 647647.3787 0
"1759" "Parashorea_tomentella" 71.416 604606.5597 647649.1001 0
"1760" "Parashorea_tomentella" 71.409 604624.9286 647700.7242 0
"1761" "Parashorea_tomentella" 68.71201 604628.5657 647730.2122 0
"1762" "Parashorea_tomentella" 68.011 604602.721 647739.3817 0
"1763" "Parashorea_tomentella" 67.952 604863.0194 647666.1159 0
"1764" "Parashorea_tomentella" 72.373 604894.2723 647732.5028 0
"1765" "Parashorea_tomentella" 72.87801 604927.3833 647793.3649 0
"1766" "Parashorea_tomentella" 67.66901 604951.3653 647798.9333 0
"1767" "Parashorea_tomentella" 72.57401 604932.9531 647773.1056 0
"1768" "Parashorea_tomentella" 71.48901 604936.6696 647762.0562 0
"1769" "Parashorea_tomentella" 72.134 604979.171 647723.4331 0
"1770" "Parashorea_tomentella" 74.468 604923.7028 647789.6735 0
"1771" "Parashorea_tomentella" 67.42101 604870.2266 647771.157 0
"1772" "Parashorea_tomentella" 67.483 604846.2601 647756.3757 0
"1773" "Parashorea_tomentella" 70.90501 604896.146 647717.765 0
"1774" "Parashorea_tomentella" 77.551 604966.3661 647655.2347 0
"1775" "Parashorea_tomentella" 67.491 604837.0534 647747.1472 0
"1776" "Parashorea_tomentella" 67.61401 604816.6337 647815.2893 0
"1777" "Parashorea_tomentella" 73.61401 604971.8675 647675.5128 0
"1778" "Parashorea_tomentella" 73.621 604971.8581 647681.0407 0
"1779" "Parashorea_tomentella" 77.07301 604940.4248 647721.525 0
"1780" "Parashorea_tomentella" 76.07401 604921.9441 647736.2348 0
"1781" "Parashorea_tomentella" 71.83701 604918.3539 647679.1076 0
"1782" "Parashorea_tomentella" 67.818 604874.0098 647714.0425 0
"1783" "Parashorea_tomentella" 67.441 604868.4679 647717.7183 0
"1784" "Parashorea_tomentella" 70.78201 605019.8129 647697.7052 0
"1785" "Parashorea_tomentella" 67.17101 605150.6288 647810.3259 0
"1786" "Parashorea_tomentella" 76.375 605097.1496 647793.6519 0
"1787" "Parashorea_tomentella" 69.831 605119.3326 647769.7355 0
"1788" "Parashorea_tomentella" 76.871 605084.2326 647791.7875 0
"1789" "Parashorea_tomentella" 75.36201 605074.9884 647804.6701 0
"1790" "Parashorea_tomentella" 80.95901 605073.1769 647782.5557 0
"1791" "Parashorea_tomentella" 78.52901 605071.3529 647767.8117 0
"1792" "Parashorea_tomentella" 72.22701 605099.0248 647771.5437 0
"1793" "Parashorea_tomentella" 76.041 605095.3693 647753.1114 0
"1794" "Parashorea_tomentella" 75.444 605106.4561 647743.9171 0
"1795" "Parashorea_tomentella" 68.927 605032.7407 647686.6714 0
"1796" "Parashorea_tomentella" 69.75 605064.0543 647723.5766 0
"1797" "Parashorea_tomentella" 72.609 605032.5631 647791.7001 0
"1798" "Parashorea_tomentella" 66.549 604988.3124 647771.3565 0
"1799" "Parashorea_tomentella" 67.01801 605008.6482 647752.9648 0
"1800" "Parashorea_tomentella" 70.61201 605006.8616 647716.1094 0
