"e" "d" "n"
"291" 71.439203 0.5135 10
"292" 71.0580726666667 0.560969387755102 15
"293" 69.0311854545455 0.525238095238095 11
"294" 68.5530015384615 0.469102564102564 13
"295" 68.1278933333333 0.423888888888889 9
"296" 67.9655472727273 0.490909090909091 11
"297" 69.0701275 0.448628472222222 8
"298" 69.9246683333333 0.532222222222222 6
"299" 68.3491133333333 0.432299382716049 9
"300" 72.4355858333333 0.499861111111111 12
"301" 78.669338 0.514 15
"302" 75.0106666666667 0.480555555555556 6
"303" 78.501505 0.473166666666667 10
"304" 81.2415472727273 0.442121212121212 11
"305" 83.4151675 0.449085648148148 12
"306" 84.6813015 0.43125 20
"307" 81.7249253846154 0.445641025641026 13
"308" 82.4642885714286 0.55390873015873 7
"309" 77.421002 0.523666666666667 5
"310" 81.148204 0.521666666666667 10
"311" 61.056875 0.453298611111111 8
"312" 65.5148 0.477333333333333 5
"313" 86.4471725 0.558333333333333 12
"314" 91.1747111764706 0.575441176470588 17
"315" 69.2482525 0.506708829365079 8
"316" 61.5913333333333 0.435555555555555 3
"317" 59.236 0.456666666666666 2
"318" 59.0549166666667 0.423373015873016 12
"319" 60.492375 0.476875 8
"320" 62.5258585714286 0.452857142857143 7
"321" 59.3075 0.415833333333333 2
"322" 60.0425 0.503541666666667 8
"323" 61.1943333333333 0.598333333333333 3
"324" 65.6230022222222 0.458888888888889 9
"325" 81.228704 0.450833333333333 10
"326" 84.148504 0.4725 10
"327" 78.9460036363636 0.513636363636364 11
"328" 70.8776938461538 0.484320818070818 13
"329" 69.8760022222222 0.586904761904762 9
"330" 69.908005 0.563333333333333 6
"331" 70.15587875 0.483958333333333 8
"332" 68.2086372727273 0.485 11
"333" 67.8974328571429 0.501904761904762 7
"334" 68.894005 0.4675 2
"335" 68.046605 0.469166666666667 10
"336" 69.4260945454545 0.499891774891775 11
"337" 72.398801 0.522214285714286 10
"338" 69.3957525 0.519285714285714 4
"339" 74.258104 0.480880952380952 10
"340" 82.60313 0.4753125 16
"341" 86.9206372727273 0.446666666666667 11
"342" 80.1551275 0.476875 8
"343" 82.1080042857143 0.523928571428571 14
"344" 85.583005 0.500238095238095 14
"345" 82.0986275 0.496458333333333 8
"346" 78.1195577777778 0.537592592592593 9
"347" 70.1322525 0.483035714285714 4
"348" 64.830503 0.5085 10
"349" 77.6680954545455 0.568409090909091 11
"350" 80.961906 0.52325 10
"351" 66.65125 0.47875 4
"352" 69.335604 0.432 5
"353" 58.965 0.374166666666666 2
"354" 58.8524 0.423402777777778 10
"355" 60.3421666666667 0.471845238095238 12
"356" 62.5902666666667 0.501808201058201 15
"357" 60.1105 0.455 2
"358" 59.6707857142857 0.431309523809524 14
"359" 60.0027 0.460722222222222 10
"360" 60.2678888888889 0.452037037037037 9
"361" 78.00329 0.491972789115646 7
"362" 73.625807 0.504547619047619 10
"363" 76.1322164285714 0.508214285714286 14
"364" 71.07873 0.535 11
"365" 78.5022 0.5475 5
"366" 76.9342763636364 0.495454545454545 11
"367" 75.030802 0.542428571428571 5
"368" 69.417802 0.532666666666667 5
"369" 68.178505 0.520595238095238 12
"370" 68.4937171428571 0.497142857142857 7
"371" 68.11612875 0.500295138888889 8
"372" 68.7725472727273 0.466666666666667 11
"373" 68.5643366666667 0.457261904761905 12
"374" 72.218 0.487 5
"375" 78.3946525 0.523 20
"376" 75.7266683333333 0.439166666666667 6
"377" 82.131303 0.415333333333333 10
"378" 79.4512516666667 0.4125 12
"379" 79.0747157142857 0.462857142857143 7
"380" 84.6590016666667 0.531666666666667 6
"381" 89.65908 0.521207264957265 13
"382" 83.45950375 0.45375 8
"383" 79.03026 0.4225 4
"384" 69.64201 0.426666666666667 1
"385" 76.61729 0.445714285714286 7
"386" 87.2277373333333 0.479222222222222 15
"387" 83.691605 0.511666666666667 10
"388" 67.1965025 0.475267857142857 8
"389" 61.576 0.473333333333333 2
"390" 58.941 0.454285714285714 7
"391" 58.7843333333333 0.408055555555555 6
"392" 59.8646 0.440333333333333 5
"393" 59.6696666666667 0.423333333333333 3
"394" 60.4517777777778 0.473333333333333 9
"395" 60.1893333333333 0.433941798941799 9
"396" 60.4863333333333 0.512936507936508 6
"397" 72.8882266666667 0.463703703703704 9
"398" 70.5165472727273 0.409393939393939 11
"399" 76.7313654545455 0.500497835497836 11
"400" 71.1985577777778 0.516003086419753 9
"401" 80.51688 0.45125 8
"402" 82.696 0.488333333333333 3
"403" 75.74167 0.623333333333333 3
"404" 71.272002 0.511761904761905 5
"405" 67.4742 0.427333333333333 5
"406" 67.9133366666667 0.424444444444444 3
"407" 67.7475555555556 0.464312169312169 9
"408" 67.57837625 0.45485119047619 8
"409" 69.40094 0.487395833333333 16
"410" 76.14119125 0.526904761904762 16
"411" 72.46385 0.503113553113553 13
"412" 70.0833146153846 0.482435897435897 13
"413" 74.549103 0.481666666666667 10
"414" 74.358404 0.5 5
"415" 87.6743375 0.514583333333333 12
"416" 87.8202772727273 0.515166666666667 11
"417" 86.6244342857143 0.4675 7
"418" 86.459379375 0.488802083333333 16
"419" 75.492802 0.502 5
"420" 78.711904 0.462037037037037 10
"421" 88.4149328571429 0.471923076923077 14
"422" 88.1170792307692 0.532179487179487 13
"423" 73.29578 0.464259259259259 9
"424" 75.09934 0.455671296296296 6
"425" 76.35737875 0.473333333333333 8
"426" 65.109802 0.429666666666667 5
"427" 58.6724285714286 0.391190476190476 7
"428" 59.1288571428571 0.455099206349206 7
"429" 59.5402 0.422 5
"430" 60.1485 0.416753472222222 8
"431" 60.2876666666667 0.578009259259259 3
"432" 63.8228383333333 0.498333333333333 6
"433" 72.9783366666667 0.439444444444444 3
"434" 71.7955 0.486761904761905 6
"435" 77.3827658823529 0.49843137254902 17
"436" 75.005835 0.52 6
"437" 76.9782525 0.497767857142857 8
"438" 80.96188 0.530625 8
"439" 72.7382516666667 0.500773809523809 12
"440" 68.90900625 0.548125 8
"441" 70.01162625 0.538809523809524 8
"442" 68.4243092307692 0.446666666666667 13
"443" 67.7510066666667 0.511111111111111 3
"444" 67.4640007692308 0.478498168498168 13
"445" 72.28237625 0.54235119047619 8
"446" 73.6646722222222 0.541904761904762 9
"447" 67.5760945454546 0.439393939393939 11
"448" 70.0455891666667 0.497180886243386 12
"449" 77.0998227272727 0.525909090909091 11
"450" 70.265703 0.460305555555556 10
"451" 78.4308775 0.51875 8
"452" 86.15115 0.436111111111111 7
"453" 80.47037625 0.494583333333333 8
"454" 80.19443 0.487142857142857 7
"455" 74.1421275 0.37875 8
"456" 76.495602 0.498 5
"457" 81.8944572727273 0.435454545454545 11
"458" 88.103204 0.4565 10
"459" 86.4935033333333 0.488030303030303 12
"460" 86.8250972727273 0.421363636363636 11
"461" 77.78217 0.477222222222222 6
"462" 59.9116666666667 0.465 3
"463" 62.506 0.69 1
"464" 63.0206666666667 0.443518518518519 9
"465" 60.8081666666667 0.419444444444445 6
"466" 63.18089 0.433888888888889 9
"467" 71.6470033333333 0.463690476190476 6
"468" 64.2505714285714 0.494285714285714 7
"469" 74.7388383333333 0.533333333333333 6
"470" 74.9822763636364 0.53030303030303 11
"471" 81.33731 0.514230769230769 13
"472" 80.8051133333333 0.530026455026455 9
"473" 81.1852222222222 0.469228395061728 9
"474" 74.5117533333333 0.510595238095238 12
"475" 82.4185035714286 0.472857142857143 14
"476" 75.9265025 0.479375 8
"477" 70.2938911111111 0.535793650793651 9
"478" 68.0342266666667 0.470185185185185 9
"479" 67.1930033333333 0.528888888888889 6
"480" 66.992255 0.439583333333333 4
"481" 67.8650025 0.564285714285714 4
"482" 69.6806691666667 0.543192791005291 12
"483" 69.8273333333333 0.513250661375661 6
"484" 72.3460033333333 0.484722222222222 6
"485" 73.67965 0.500910364145658 17
"486" 70.3165463636364 0.52363455988456 11
"487" 74.2440706666667 0.491888888888889 15
"488" 82.898505 0.465 4
"489" 83.4233690909091 0.526287878787879 11
"490" 82.9291817647059 0.516078431372549 17
"491" 81.6111133333333 0.433888888888889 9
"492" 78.386305 0.457319444444445 20
"493" 77.05637875 0.468125 8
"494" 86.3654572727273 0.464545454545455 11
"495" 77.1881111111111 0.470185185185185 9
"496" 78.8872885714286 0.515952380952381 7
"497" 82.3563366666667 0.416666666666667 3
"498" 63.1456666666667 0.438333333333333 3
"499" 69.1775577777778 0.486003086419753 9
"500" 62.3844 0.452428571428571 5
"501" 61.251 0.469978354978355 11
"502" 60.1475 0.441226851851852 6
"503" 61.4356 0.469333333333333 5
"504" 65.0658673333333 0.45737962962963 15
"505" 80.862703 0.524555555555556 10
"506" 77.302505 0.440833333333333 8
"507" 76.9715016666667 0.524303902116402 12
"508" 76.6697788888889 0.522222222222222 9
"509" 76.6149191666667 0.498668981481482 12
"510" 73.046505 0.512256944444444 4
"511" 73.994602 0.497 5
"512" 77.33637875 0.534910714285714 8
"513" 74.52675375 0.484166666666667 8
"514" 69.9579253846154 0.456025641025641 13
"515" 67.351804 0.466428571428571 5
"516" 67.679602 0.407 5
"517" 67.3987811111111 0.493941798941799 9
"518" 67.272003 0.494380952380952 10
"519" 67.3862525 0.418506944444444 4
"520" 69.405268 0.477984126984127 15
"521" 66.7876930769231 0.493974358974359 13
"522" 67.1323672727273 0.46064935064935 11
"523" 69.7257157142857 0.463231292517007 7
"524" 71.4450083333333 0.480833333333333 6
"525" 79.235202 0.4675 10
"526" 79.0855 0.54625 4
"527" 76.896625 0.504375 8
"528" 78.8460014285714 0.458571428571429 7
"529" 82.35188 0.424375 8
"530" 77.6690028571429 0.433571428571429 7
"531" 81.3319 0.482666666666667 10
"532" 76.72943 0.472857142857143 7
"533" 72.6166275 0.498125 8
"534" 66.04 0.481666666666667 6
"535" 75.624255 0.3975 4
"536" 68.121 0.391666666666666 2
"537" 64.9145 0.444801587301587 6
"538" 62.656502 0.434569444444444 10
"539" 65.47018875 0.49203869047619 16
"540" 62.9641666666667 0.455456349206349 12
"541" 78.3395025 0.516875 8
"542" 73.236005 0.475208333333333 8
"543" 75.8871144444444 0.435077160493827 9
"544" 77.1882914285714 0.495510204081633 14
"545" 74.92343 0.486289682539683 7
"546" 75.4953876923077 0.518166971916972 13
"547" 75.3810026666667 0.513476190476191 15
"548" 75.2653775 0.453958333333333 8
"549" 77.782602 0.514666666666667 5
"550" 74.33092 0.536607142857143 12
"551" 74.5446 0.5325 10
"552" 69.431004 0.542 5
"553" 67.3183383333333 0.449166666666667 6
"554" 67.0314 0.507761904761905 5
"555" 67.0563383333333 0.431226851851852 6
"556" 67.5977171428571 0.466020408163265 7
"557" 68.3811457142857 0.431190476190476 7
"558" 69.508803 0.475261904761905 10
"559" 72.8665728571429 0.484047619047619 14
"560" 76.4425 0.5525 6
"561" 79.6263333333333 0.485833333333333 6
"562" 75.015 0.516428571428571 5
"563" 77.85537875 0.480625 8
"564" 82.6923690909091 0.477790404040404 11
"565" 81.3791442857143 0.441190476190476 7
"566" 82.9252525 0.42625 8
"567" 85.3693344444444 0.44 9
"568" 85.2227185714286 0.42 7
"569" 82.179602 0.4545 10
"570" 82.2025025 0.440416666666667 8
"571" 86.28925375 0.462378472222222 8
"572" 71.0458911111111 0.42 9
"573" 63.5074563636364 0.497530663780664 11
"574" 67.3373355555556 0.524047619047619 9
"575" 67.6574466666667 0.473756613756614 9
"576" 62.7402 0.536619047619047 5
"577" 73.083 0.500154320987654 9
"578" 76.6578922222222 0.517830687830688 9
"579" 70.27662875 0.457559523809524 8
"580" 75.8222885714286 0.558806689342404 7
"581" 76.1017290909091 0.547272727272727 11
"582" 81.1016733333333 0.52 3
"583" 74.7086666666667 0.493333333333333 3
"584" 68.369804 0.469333333333333 5
"585" 70.5990011111111 0.480185185185185 9
"586" 73.4552885714286 0.514115646258503 7
"587" 72.8740042857143 0.483809523809524 7
"588" 70.46517 0.490833333333333 6
"589" 67.5611471428571 0.458010204081633 14
"590" 67.68351 0.57 2
"591" 66.8730033333333 0.400925925925926 9
"592" 66.8653377777778 0.427592592592592 9
"593" 72.8404581818182 0.563827561327561 11
"594" 72.1306275 0.488585069444444 16
"595" 75.0505588888889 0.481296296296296 9
"596" 75.560205 0.472047619047619 10
"597" 71.086202 0.537428571428571 5
"598" 79.68767 0.456342592592593 3
"599" 80.180406 0.559 5
"600" 80.5000022222222 0.495 9
"601" 75.7863344444444 0.495685626102293 9
"602" 81.8437525 0.4725 4
"603" 79.0137171428571 0.435575396825397 7
"604" 75.8565481818182 0.510194805194805 11
"605" 75.852755 0.546785714285714 4
"606" 77.85838 0.478392857142857 8
"607" 81.489003 0.454666666666667 10
"608" 66.599 0.4375 2
"609" 68.2871683333333 0.426111111111111 6
"610" 63.3176666666667 0.557380952380952 3
"611" 70.113202 0.427333333333333 5
"612" 67.94117 0.50202380952381 6
"Q1" 79.393669576 0.54 5
"Q2" 76.90343096 0.52 4
"Q3" 76.2909283521053 0.523333333333333 19
"Q4" 73.6132706222222 0.507592592592593 9
"Q11" 71.17977556 0.478703703703704 9
"Q21" 68.5510400645455 0.496060606060606 11
"Q31" 69.3897310275 0.405 4
"Q41" 70.1665594728571 0.455952380952381 7
"Q12" 67.69842722 0.393333333333333 4
"Q22" 68.6895317685714 0.543809523809524 7
"Q32" 68.6192349928571 0.446666666666666 7
"Q42" 70.05914648875 0.426354166666666 16
"Q13" 74.1977668128572 0.501904761904762 7
"Q23" 68.818718225 0.455 2
"Q33" 69.11702215 0.422777777777778 3
"Q43" 70.322553745 0.49125 4
"Q14" 75.69113953875 0.47875 8
"Q24" 75.84864653 0.47875 4
"Q34" 71.82204924 0.506666666666666 2
"Q44" 71.904225862 0.546666666666667 5
"Q15" 74.30768606 0.502777777777778 12
"Q25" 71.0872625233333 0.455833333333333 6
"Q35" 69.898323375 0.502083333333333 4
"Q45" 70.138741247 0.512666666666667 10
"Q16" 70.971581352 0.476 5
"Q26" 73.166462554 0.411 5
"Q36" 74.8774880433333 0.435555555555555 9
"Q46" 71.5053408275 0.466333333333333 20
"Q17" 72.26047505 0.45125 4
"Q27" 81.94419509 0.511666666666667 12
"Q37" 77.933225975 0.487083333333333 12
"Q47" 79.27945328 0.52 1
"Q18" 98.90231465 0.6675 2
"Q28" 88.108090356 0.528333333333333 5
"Q38" 100.97764394 0.54 10
"Q48" 110.523044311111 0.555 9
"Q19" 135.642249585714 0.519047619047619 7
"Q29" 121.27567075 0.48 4
"Q39" 137.1619239 0.496666666666667 6
"Q49" 142.048504 0.494 5
"Q110" 120.1651533375 0.565833333333333 8
"Q210" 117.467923075 0.51 4
"Q310" 122.79509105 0.49 2
"Q410" 120.1895615 0.505666666666667 5
"Q111" 117.3421133 0.5725 2
"Q211" 101.310841935 0.595833333333333 6
"Q311" 110.661197407143 0.508809523809524 14
"Q411" 124.104244455556 0.537407407407407 9
"Q112" 91.228982458 0.478833333333333 10
"Q212" 88.5481509955556 0.545 9
"Q312" 88.99171134875 0.561041666666667 8
"Q412" 95.7275542981818 0.545 11
"Q113" 97.5552894442857 0.558809523809524 7
"Q213" 97.7367127315385 0.530641025641026 13
"Q313" 106.261182831053 0.564122807017544 19
"Q413" 105.627117911333 0.571444444444444 15
"Q114" 108.609415092308 0.548461538461538 13
"Q214" 94.0159813733333 0.557777777777778 12
"Q314" 99.6069230142857 0.53047619047619 14
"Q414" 101.05127464 0.532727272727273 11
"Q115" 97.1467148676471 0.54921568627451 17
"Q215" 94.2938746314286 0.523571428571429 7
"Q315" 93.5142324125 0.581666666666667 4
"Q415" 101.7597764 0.544814814814815 9
"Q116" 114.941582485714 0.513333333333333 7
"Q216" 106.036412046154 0.499487179487179 13
"Q316" 106.880995354545 0.559242424242424 11
"Q416" 124.359051683333 0.599444444444444 6
"Q117" 116.134699590476 0.572698412698413 21
"Q217" 103.917782157143 0.530833333333333 14
"Q317" 110.5321285 0.531458333333333 8
"Q417" 107.953598166667 0.567222222222222 6
"Q118" 105.911683733333 0.571111111111111 3
"Q218" 110.212494188889 0.564259259259259 9
"Q318" 101.390744864444 0.56037037037037 9
"Q418" 127.124055288889 0.549259259259259 9
"Q119" 99.6543631133333 0.530833333333333 6
"Q219" 104.782140871429 0.56047619047619 7
"Q319" 102.846042570769 0.545128205128205 13
"Q419" 104.548182226364 0.539242424242424 11
