Number	Family	Species	dden	region	Reference_Number	
4156	Chrysobalanaceae	Couepia_guianensis	0.800	South_America_(tropical)	45	
4157	Chrysobalanaceae	Couepia_guianensis	0.771	South_America_(tropical)	166	
4158	Chrysobalanaceae	Couepia_hostmanniana	0.770	South_America_(tropical)	44	
4159	Chrysobalanaceae	Couepia_longipendula	0.938	South_America_(tropical)	185	
4160	Chrysobalanaceae	Couepia_paraensis	0.850	South_America_(tropical)	134	
4161	Chrysobalanaceae	Couepia_polyandra	0.740	Mexico	23	
4162	Chrysobalanaceae	Couepia_robusta	0.830	South_America_(tropical)	41	
4163	Chrysobalanaceae	Couepia_ulei	0.816	South_America_(tropical)	128	
4164	Chrysobalanaceae	Couepia_ulei	0.763	South_America_(tropical)	166	
4165	Olacaceae	Coula_edulis	0.800	Africa_(tropical)	136	
4166	Olacaceae	Coula_edulis	0.824	Africa_(tropical)	85	
4167	Olacaceae	Coula_edulis	1.023	Africa_(tropical)	79	
4168	Olacaceae	Coula_edulis	0.912	Africa_(tropical)	98	
4169	Olacaceae	Coula_edulis	0.826	Africa_(tropical)	137	
4170	Olacaceae	Coula_edulis	0.786	Africa_(tropical)	147	
4171	Olacaceae	Coula_edulis	0.857	Africa_(tropical)	147	
4172	Olacaceae	Coula_edulis	0.915	Africa_(tropical)	147	
4173	Olacaceae	Coula_edulis	0.921	Africa_(tropical)	147	
4174	Olacaceae	Coula_edulis	0.927	Africa_(tropical)	147	
4175	Olacaceae	Coula_edulis	0.937	Africa_(tropical)	147	
4176	Olacaceae	Coula_edulis	1.008	Africa_(tropical)	147	
4177	Apocynaceae	Couma_guianensis	0.410	South_America_(tropical)	64	
4178	Apocynaceae	Couma_guianensis	0.430	South_America_(tropical)	45	
4179	Apocynaceae	Couma_guianensis	0.560	South_America_(tropical)	166	
4180	Apocynaceae	Couma_macrocarpa	0.510	South_America_(tropical)	141	
4181	Apocynaceae	Couma_macrocarpa	0.500	South_America_(tropical)	36	
4182	Apocynaceae	Couma_macrocarpa	0.504	South_America_(tropical)	185	
4183	Apocynaceae	Couma_macrocarpa	0.510	South_America_(tropical)	15	
4184	Apocynaceae	Couma_macrocarpa	0.450	South_America_(tropical)	44	
4185	Apocynaceae	Couma_macrocarpa	0.370	South_East_Asia	181	
4186	Apocynaceae	Couma_utilis	0.660	South_America_(extratropical)	114	
4187	Lecythidaceae	Couratari_asterotricha	0.510	South_America_(tropical)	114	
4188	Lecythidaceae	Couratari_guianensis	0.520	South_America_(tropical)	141	
4189	Lecythidaceae	Couratari_guianensis	0.490	Central_America_(tropical)	116	
4190	Lecythidaceae	Couratari_guianensis	0.540	South_America_(tropical)	185	
4191	Lecythidaceae	Couratari_guianensis	0.517	South_America_(tropical)	189	
4192	Lecythidaceae	Couratari_guianensis	0.340	South_America_(tropical)	204	
4193	Lecythidaceae	Couratari_guianensis	0.520	South_America_(tropical)	77	
4194	Lecythidaceae	Couratari_guianensis	0.510	South_America_(tropical)	47	
4195	Lecythidaceae	Couratari_guianensis	0.620	South_America_(tropical)	47	
4196	Lecythidaceae	Couratari_indet	0.530	South_America_(tropical)	35	
4197	Lecythidaceae	Couratari_indet	0.500	South_America_(tropical)	36	
4198	Lecythidaceae	Couratari_longipedicellata	0.540	South_America_(tropical)	44	
4199	Lecythidaceae	Couratari_macrosperma	0.670	South_America_(tropical)	44	
4200	Lecythidaceae	Couratari_multiflora	0.470	South_America_(tropical)	64	
4201	Lecythidaceae	Couratari_multiflora	0.362	South_America_(tropical)	189	
4202	Lecythidaceae	Couratari_multiflora	0.490	South_America_(tropical)	45	
4203	Lecythidaceae	Couratari_multiflora	0.470	South_America_(tropical)	47	
4204	Lecythidaceae	Couratari_oblongifolia	0.540	South_America_(tropical)	44	
4205	Lecythidaceae	Couratari_oblongifolia	0.500	South_America_(tropical)	89	
4206	Lecythidaceae	Couratari_oblongifolia	0.490	South_America_(tropical)	47	
4207	Lecythidaceae	Couratari_oblongifolia	0.490	South_America_(tropical)	47	
4208	Lecythidaceae	Couratari_panamensis	0.490	Central_America_(tropical)	113	
4209	Lecythidaceae	Couratari_stellata	0.740	South_America_(tropical)	141	
4210	Lecythidaceae	Couratari_stellata	0.648	South_America_(tropical)	185	
4211	Lecythidaceae	Couratari_stellata	0.534	South_America_(tropical)	30	
4212	Lecythidaceae	Couratari_stellata	0.620	South_America_(tropical)	45	
4213	Lecythidaceae	Couratari_stellata	0.600	South_America_(tropical)	92	
4214	Lecythidaceae	Couratari_stellata	0.650	South_America_(tropical)	87	
4215	Lecythidaceae	Couratari_stellata	0.640	South_America_(tropical)	47	
4216	Lecythidaceae	Couratari_tauari	0.555	South_America_(tropical)	166	
4217	Lecythidaceae	Couroupita_guianensis	0.470	South_America_(tropical)	35	
4218	Lecythidaceae	Couroupita_guianensis	0.420	South_America_(tropical)	114	
4219	Lecythidaceae	Couroupita_guianensis	0.396	South_America_(tropical)	30	
4220	Lecythidaceae	Couroupita_guianensis	0.450	South_America_(tropical)	45	
4221	Lecythidaceae	Couroupita_subsessilis	0.390	South_America_(tropical)	44	
4222	Urticaceae	Coussapoa_asperifolia	0.413	South_America_(tropical)	52	
4223	Urticaceae	Coussapoa_asperifolia	0.490	South_America_(tropical)	44	
4224	Urticaceae	Coussapoa_batavorum	0.490	South_America_(tropical)	44	
4225	Urticaceae	Coussapoa_microcarpa	0.590	South_America_(extratropical)	114	
4226	Urticaceae	Coussapoa_panamensis	0.390	South_America_(tropical)	18	
4227	Urticaceae	Coussapoa_parviceps	0.490	South_America_(tropical)	44	
4228	Urticaceae	Coussapoa_parvifolia	0.490	South_America_(tropical)	44	
4229	Rubiaceae	Coussarea_ampla	0.476	South_America_(tropical)	128	
4230	Rubiaceae	Coussarea_hirticalyx	0.645	South_America_(tropical)	128	
4231	Rubiaceae	Coussarea_hydrangeifolia	0.650	South_America_(extratropical)	114	
4232	Rubiaceae	Coussarea_racemosa	0.650	South_America_(tropical)	55	
4233	Rubiaceae	Coussarea_surinamensis	0.670	South_America_(tropical)	45	
4234	Rubiaceae	Coutarea_hexandra	0.600	South_America_(tropical)	44	
4235	Fabaceae	Craibia_brevicaudata	0.550	Africa_(extratropical)	124	
4236	Fabaceae	Craibia_brevicaudata	0.689	Africa_(extratropical)	72	
4237	Apocynaceae	Craspidospermum_verticillatum	0.838	Madagascar	147	
4238	Asteraceae	Crassocephalum_mannii	0.331	Africa_(extratropical)	72	
4239	Rosaceae	Crataegus_calpodendron	0.620	NorthAmerica	118	
4240	Rosaceae	Crataegus_oxyacantha	0.700	South_East_Asia	136	
4241	Rubiaceae	Craterispermum_schweinfurthii	0.663	Africa_(extratropical)	72	
4242	Brassicaceae	Crateva_membranifolia	0.290	South_East_Asia_(tropical)	129	
4243	Brassicaceae	Crateva_membranifolia	0.460	South_East_Asia_(tropical)	43	
4244	Brassicaceae	Crateva_nurvala	0.340	South_East_Asia_(tropical)	129	
4245	Brassicaceae	Crateva_tapia	0.560	South_America_(extratropical)	114	
4246	Brassicaceae	Crateva_tapia	0.650	Mexico	23	
4247	Brassicaceae	Crateva_tapia	0.431	South_America_(tropical)	189	
4248	Brassicaceae	Crateva_tapia	0.490	South_America_(tropical)	134	
4249	Brassicaceae	Crateva_tapia	0.550	Mexico	23	
4250	Brassicaceae	Crateva_tapia	0.430	South_America_(tropical)	44	
4251	Clusiaceae	Cratoxylum_arborescens	0.380	South_East_Asia_(tropical)	129	
4252	Clusiaceae	Cratoxylum_arborescens	0.430	South_East_Asia_(tropical)	43	
4253	Clusiaceae	Cratoxylum_arborescens	0.490	South_East_Asia_(tropical)	170	
4254	Clusiaceae	Cratoxylum_clandestinum	0.510	South_East_Asia_(tropical)	129	
4255	Clusiaceae	Cratoxylum_cochinchinense	0.600	South_East_Asia_(tropical)	177	
4256	Clusiaceae	Cratoxylum_cochinchinense	0.740	South_East_Asia_(tropical)	129	
4257	Clusiaceae	Cratoxylum_formosum	0.760	South_East_Asia_(tropical)	129	
4258	Clusiaceae	Cratoxylum_formosum	0.760	South_East_Asia_(tropical)	43	
4259	Clusiaceae	Cratoxylum_formosum	0.700	South_East_Asia_(tropical)	170	
4260	Clusiaceae	Cratoxylum_formosum	0.640	South_East_Asia_(tropical)	43	
4261	Clusiaceae	Cratoxylum_glaucum	0.480	South_East_Asia_(tropical)	129	
4262	Clusiaceae	Cratoxylum_ligustrinum	0.689	China	33	
4263	Clusiaceae	Cratoxylum_ligustrinum	0.725	China	33	
4264	Clusiaceae	Cratoxylum_ligustrinum	0.750	South_East_Asia_(tropical)	43	
4265	Clusiaceae	Cratoxylum_ligustrinum	0.739	China	33	
4266	Clusiaceae	Cratoxylum_ligustrinum	0.750	China	33	
4267	Clusiaceae	Cratoxylum_prunifolium	0.744	South_East_Asia_(tropical)	14	
4268	Clusiaceae	Cratoxylum_sumatranum	0.520	South_East_Asia_(tropical)	177	
4269	Clusiaceae	Cratoxylum_sumatranum	0.510	South_East_Asia_(tropical)	170	
4270	Clusiaceae	Cratoxylum_sumatranum	0.744	South_East_Asia_(tropical)	14	
4271	Burseraceae	Crepidospermum_rhoifolium	0.577	South_America_(tropical)	30	
4272	Burseraceae	Crepidospermum_rhoifolium	0.580	South_America_(tropical)	44	
4273	Bignoniaceae	Crescentia_alata	0.710	Mexico	23	
4274	Bignoniaceae	Crescentia_cujete	0.700	Central_America_(tropical)	111	
4275	Bignoniaceae	Crescentia_cujete	0.568	Africa_(tropical)	137	
4276	Elaeocarpaceae	Crinodendron_tucumanum	0.458	South_America_(extratropical)	48	
4277	Rubiaceae	Crossopteryx_febrifuga	0.702	Africa_(extratropical)	72	
4278	Euphorbiaceae	Croton_argyratus	0.510	South_East_Asia_(tropical)	129	
4279	Euphorbiaceae	Croton_argyratus	0.670	South_East_Asia_(tropical)	170	
4280	Euphorbiaceae	Croton_argyratus	0.810	South_East_Asia_(tropical)	43	
4281	Euphorbiaceae	Croton_croizatii	0.410	South_America_(tropical)	45	
4282	Euphorbiaceae	Croton_cuneatus	0.410	South_America_(tropical)	44	
4283	Euphorbiaceae	Croton_floribundus	0.600	South_America_(extratropical)	114	
4284	Euphorbiaceae	Croton_glabrescens	0.580	South_East_Asia_(tropical)	129	
4285	Euphorbiaceae	Croton_griffithii	0.550	South_East_Asia_(tropical)	177	
4286	Euphorbiaceae	Croton_indet	0.839	Australia/PNG_(tropical)	90	
4287	Euphorbiaceae	Croton_indet	0.784	Australia/PNG_(tropical)	90	
4288	Euphorbiaceae	Croton_indet	0.552	Africa_(tropical)	147	
4289	Euphorbiaceae	Croton_indet	0.568	Africa_(tropical)	147	
4290	Euphorbiaceae	Croton_indet	0.587	Africa_(tropical)	147	
4291	Euphorbiaceae	Croton_indet	0.616	Africa_(tropical)	147	
4292	Euphorbiaceae	Croton_indet	0.618	Africa_(tropical)	147	
4293	Euphorbiaceae	Croton_laevifolius	0.430	South_East_Asia_(tropical)	129	
4294	Euphorbiaceae	Croton_laevigatus	0.530	South_East_Asia_(tropical)	126	
4295	Euphorbiaceae	Croton_lanjouwensis	0.620	South_America_(extratropical)	114	
4296	Euphorbiaceae	Croton_luciae	0.410	South_East_Asia_(tropical)	129	
4297	Euphorbiaceae	Croton_macrostachyus	0.450	Africa_(tropical)	136	
4298	Euphorbiaceae	Croton_macrostachyus	0.523	Africa_(tropical)	85	
4299	Euphorbiaceae	Croton_macrostachyus	0.465	Africa_(tropical)	137	
4300	Euphorbiaceae	Croton_matourensis	0.370	South_America_(tropical)	64	
4301	Euphorbiaceae	Croton_matourensis	0.405	South_America_(tropical)	30	
4302	Euphorbiaceae	Croton_matourensis	0.390	South_America_(tropical)	45	
4303	Euphorbiaceae	Croton_megalobotrys	0.551	Africa_(extratropical)	72	
4304	Euphorbiaceae	Croton_megalocarpus	0.420	South_East_Asia	181	
4305	Euphorbiaceae	Croton_megalocarpus	0.620	Africa_(tropical)	1	
4306	Euphorbiaceae	Croton_megalocarpus	0.570	Africa_(tropical)	85	
4307	Euphorbiaceae	Croton_megalocarpus	0.456	Africa_(tropical)	181	
4308	Euphorbiaceae	Croton_megalocarpus	0.607	Africa_(tropical)	182	
4309	Euphorbiaceae	Croton_mutisianus	0.410	South_America_(tropical)	44	
4310	Euphorbiaceae	Croton_nitens	0.530	Mexico	23	
4311	Euphorbiaceae	Croton_oblongifolius	0.606	South_East_Asia_(tropical)	14	
4312	Euphorbiaceae	Croton_oligandrus	0.571	Africa_(tropical)	147	
4313	Euphorbiaceae	Croton_poecilanthus	0.600	Central_America_(tropical)	111	
4314	Euphorbiaceae	Croton_tchibangensis	0.317	Africa_(tropical)	147	
4315	Euphorbiaceae	Croton_tchibangensis	0.351	Africa_(tropical)	147	
4316	Euphorbiaceae	Croton_tchibangensis	0.355	Africa_(tropical)	147	
4317	Euphorbiaceae	Croton_tchibangensis	0.362	Africa_(tropical)	147	
4318	Euphorbiaceae	Croton_tchibangensis	0.414	Africa_(tropical)	147	
4319	Euphorbiaceae	Croton_tessmannii	0.390	South_America_(tropical)	184	
4320	Euphorbiaceae	Croton_triacros	0.525	Australia/PNG_(tropical)	90	
4321	Euphorbiaceae	Croton_urucurana	0.830	South_America_(extratropical)	114	
4322	Euphorbiaceae	Croton_urucurana	0.344	South_America_(extratropical)	66	
4323	Euphorbiaceae	Croton_urucurana	0.410	South_America_(tropical)	44	
4324	Euphorbiaceae	Croton_xanthochylus	0.480	South_America_(tropical)	141	
4325	Euphorbiaceae	Croton_xanthochylus	0.405	South_America_(tropical)	189	
4326	Euphorbiaceae	Croton_xanthochylus	0.410	South_America_(tropical)	44	
4327	Fabaceae	Crudia_acuta	0.530	South_East_Asia_(tropical)	129	
4328	Fabaceae	Crudia_amazonica	0.850	South_America_(tropical)	134	
4329	Fabaceae	Crudia_amazonica	0.820	South_America_(tropical)	44	
4330	Fabaceae	Crudia_aromatica	0.910	South_America_(tropical)	64	
4331	Fabaceae	Crudia_aromatica	0.950	South_America_(tropical)	45	
4332	Fabaceae	Crudia_beccarii	0.750	South_East_Asia_(tropical)	129	
4333	Fabaceae	Crudia_blancoi	0.850	South_East_Asia_(tropical)	129	
4334	Fabaceae	Crudia_caudata	0.850	South_East_Asia_(tropical)	129	
4335	Fabaceae	Crudia_chrysantha	0.672	South_East_Asia_(tropical)	13	
4336	Fabaceae	Crudia_curtisii	0.800	South_East_Asia_(tropical)	43	
4337	Fabaceae	Crudia_glaberrima	0.750	South_America_(tropical)	204	
4338	Fabaceae	Crudia_glaberrima	0.820	South_America_(tropical)	45	
4339	Fabaceae	Crudia_gracilis	0.950	South_East_Asia_(tropical)	129	
4340	Fabaceae	Crudia_mutabilis	0.590	South_East_Asia_(tropical)	129	
4341	Fabaceae	Crudia_obliqua	0.750	South_East_Asia	136	
4342	Fabaceae	Crudia_ripicola	0.690	South_East_Asia_(tropical)	129	
4343	Fabaceae	Crudia_ripicola	0.760	South_East_Asia_(tropical)	129	
4344	Fabaceae	Crudia_scortechinii	0.900	South_East_Asia_(tropical)	43	
4345	Fabaceae	Crudia_tenuipes	0.860	South_East_Asia_(tropical)	129	
4346	Fabaceae	Crudia_teysmannii	0.680	South_East_Asia_(tropical)	129	
4347	Fabaceae	Crudia_velutina	0.680	South_East_Asia_(tropical)	129	
4348	Fabaceae	Crudia_velutina	0.840	South_East_Asia_(tropical)	129	
4349	Fabaceae	Crudia_wrayi	0.760	South_East_Asia_(tropical)	129	
4350	Arecaceae	Cryosophila_warscewiczii	0.400	Central_America_(tropical)	142	
4351	Crypteroniaceae	Crypteronia_cumingii	0.410	South_East_Asia_(tropical)	129	
4352	Crypteroniaceae	Crypteronia_griffithii	0.550	South_East_Asia_(tropical)	129	
4353	Crypteroniaceae	Crypteronia_griffithii	0.550	South_East_Asia_(tropical)	43	
4354	Crypteroniaceae	Crypteronia_griffithii	0.654	South_East_Asia_(tropical)	13	
4355	Crypteroniaceae	Crypteronia_paniculata	0.550	South_East_Asia_(tropical)	129	
4356	Crypteroniaceae	Crypteronia_paniculata	0.810	South_East_Asia_(tropical)	126	
4357	Crypteroniaceae	Crypteronia_paniculata	0.640	South_East_Asia_(tropical)	43	
4358	Crypteroniaceae	Crypteronia_paniculata	0.654	South_East_Asia_(tropical)	13	
4359	Lauraceae	Cryptocarya_alleniana	0.353	Australia/PNG_(tropical)	27	
4360	Lauraceae	Cryptocarya_angica	0.550	South_East_Asia_(tropical)	129	
4361	Lauraceae	Cryptocarya_angulata	0.667	Australia	195	
4362	Lauraceae	Cryptocarya_angulata	0.650	Australia/PNG_(tropical)	90	
4363	Lauraceae	Cryptocarya_archboldiana	0.520	South_East_Asia_(tropical)	129	
4364	Lauraceae	Cryptocarya_aschersoniana	0.570	South_America_(extratropical)	114	
4365	Lauraceae	Cryptocarya_bicolor	0.700	South_East_Asia_(tropical)	170	
4366	Lauraceae	Cryptocarya_chinensis	0.500	South_East_Asia	136	
4367	Lauraceae	Cryptocarya_chingii	0.540	South_East_Asia_(tropical)	126	
4368	Lauraceae	Cryptocarya_corrugata	0.641	Australia	195	
4369	Lauraceae	Cryptocarya_corrugata	0.689	Australia/PNG_(tropical)	90	
4370	Lauraceae	Cryptocarya_corrugata	0.689	Australia/PNG_(tropical)	90	
4371	Lauraceae	Cryptocarya_costata	0.470	South_East_Asia_(tropical)	129	
4372	Lauraceae	Cryptocarya_crassinervia	0.620	South_East_Asia_(tropical)	170	
4373	Lauraceae	Cryptocarya_crassinervia	0.353	Australia/PNG_(tropical)	27	
4374	Lauraceae	Cryptocarya_cunninghamii	0.672	Australia/PNG_(tropical)	90	
4375	Lauraceae	Cryptocarya_densiflora	0.625	Australia/PNG_(tropical)	90	
4376	Lauraceae	Cryptocarya_densiflora	0.620	Australia/PNG_(tropical)	90	
4377	Lauraceae	Cryptocarya_densiflora	0.603	Australia/PNG_(tropical)	90	
4378	Lauraceae	Cryptocarya_densiflora	0.468	China	33	
4379	Lauraceae	Cryptocarya_densiflora	0.510	South_East_Asia_(tropical)	129	
4380	Lauraceae	Cryptocarya_densiflora	0.480	South_East_Asia_(tropical)	126	
4381	Lauraceae	Cryptocarya_densiflora	0.444	China	33	
4382	Lauraceae	Cryptocarya_erythroxylon	0.576	Australia	90	
4383	Lauraceae	Cryptocarya_erythroxylon	0.594	Australia/PNG_(tropical)	90	
4384	Lauraceae	Cryptocarya_ferrea	0.630	South_East_Asia_(tropical)	43	
4385	Lauraceae	Cryptocarya_foveolata	0.456	Australia/PNG_(tropical)	90	
4386	Lauraceae	Cryptocarya_glaucescens	0.551	Australia/PNG_(tropical)	90	
4387	Lauraceae	Cryptocarya_glaucescens	0.532	Australia	90	
4388	Lauraceae	Cryptocarya_glaucescens	0.551	Australia/PNG_(tropical)	90	
4389	Lauraceae	Cryptocarya_glaucescens	0.564	Australia/PNG_(tropical)	90	
4390	Lauraceae	Cryptocarya_grandis	0.715	Australia	195	
4391	Lauraceae	Cryptocarya_griffithiana	0.510	South_East_Asia_(tropical)	170	
4392	Lauraceae	Cryptocarya_griffithiana	0.590	South_East_Asia_(tropical)	43	
4393	Lauraceae	Cryptocarya_hypoglauca	0.663	Australia/PNG_(tropical)	90	
4394	Lauraceae	Cryptocarya_hypospodia	0.581	Australia/PNG_(tropical)	90	
4395	Lauraceae	Cryptocarya_hypospodia	0.551	Australia/PNG_(tropical)	90	
4396	Lauraceae	Cryptocarya_hypospodia	0.581	Australia/PNG_(tropical)	90	
4397	Lauraceae	Cryptocarya_hypospodia	0.663	Australia/PNG_(tropical)	90	
4398	Lauraceae	Cryptocarya_idenburgensis	0.500	South_East_Asia_(tropical)	129	
4399	Lauraceae	Cryptocarya_impressa	0.500	South_East_Asia_(tropical)	43	
4400	Lauraceae	Cryptocarya_indet	0.650	Australia/PNG_(tropical)	90	
4401	Lauraceae	Cryptocarya_kurzii	0.580	South_East_Asia_(tropical)	170	
4402	Lauraceae	Cryptocarya_kurzii	0.630	South_East_Asia_(tropical)	43	
4403	Lauraceae	Cryptocarya_lanceolata	0.353	Australia/PNG_(tropical)	27	
4404	Lauraceae	Cryptocarya_louvelii	0.687	Madagascar	147	
4405	Lauraceae	Cryptocarya_louvelii	0.691	Madagascar	147	
4406	Lauraceae	Cryptocarya_louvelii	0.695	Madagascar	147	
4407	Lauraceae	Cryptocarya_louvelii	0.710	Madagascar	147	
4408	Lauraceae	Cryptocarya_louvelii	0.821	Madagascar	147	
4409	Lauraceae	Cryptocarya_louvelii	0.825	Madagascar	147	
4410	Lauraceae	Cryptocarya_mackinnoniana	0.758	Australia	195	
4411	Lauraceae	Cryptocarya_mackinnoniana	0.747	Australia/PNG_(tropical)	90	
4412	Lauraceae	Cryptocarya_mackinnoniana	0.742	Australia/PNG_(tropical)	90	
4413	Lauraceae	Cryptocarya_mackinnoniana	0.758	Australia/PNG_(tropical)	90	
4414	Lauraceae	Cryptocarya_massoy	0.530	South_East_Asia_(tropical)	170	
4415	Lauraceae	Cryptocarya_membranacea	0.580	South_East_Asia_(tropical)	129	
4416	Lauraceae	Cryptocarya_metcalfiana	0.760	South_East_Asia_(tropical)	126	
4417	Lauraceae	Cryptocarya_microneura	0.689	Australia/PNG_(tropical)	90	
4418	Lauraceae	Cryptocarya_moretoniana	0.551	Australia/PNG_(tropical)	90	
4419	Lauraceae	Cryptocarya_multipaniculata	0.380	South_East_Asia_(tropical)	170	
4420	Lauraceae	Cryptocarya_murrayi	0.676	Australia	195	
4421	Lauraceae	Cryptocarya_oblata	0.469	Australia	195	
4422	Lauraceae	Cryptocarya_oblata	0.471	Australia/PNG_(tropical)	90	
4423	Lauraceae	Cryptocarya_oblata	0.482	Australia/PNG_(tropical)	90	
4424	Lauraceae	Cryptocarya_obovata	0.413	Australia/PNG_(tropical)	90	
4425	Lauraceae	Cryptocarya_obovata	0.527	Australia/PNG_(tropical)	90	
4426	Lauraceae	Cryptocarya_obovata	0.551	Australia/PNG_(tropical)	90	
4427	Lauraceae	Cryptocarya_obtusifolia	0.560	South_East_Asia_(tropical)	126	
4428	Lauraceae	Cryptocarya_palmerensis	0.490	South_East_Asia_(tropical)	129	
4429	Lauraceae	Cryptocarya_palmerensis	0.353	Australia/PNG_(tropical)	27	
4430	Lauraceae	Cryptocarya_pleurosperma	0.594	Australia/PNG_(tropical)	90	
4431	Lauraceae	Cryptocarya_pleurosperma	0.560	Australia	195	
4432	Lauraceae	Cryptocarya_pleurosperma	0.584	Australia/PNG_(tropical)	90	
4433	Lauraceae	Cryptocarya_pleurosperma	0.594	Australia/PNG_(tropical)	90	
4434	Lauraceae	Cryptocarya_rigida	0.620	Australia/PNG_(tropical)	90	
4435	Lauraceae	Cryptocarya_rigida	0.620	Australia/PNG_(tropical)	90	
4436	Lauraceae	Cryptocarya_roemeri	0.550	South_East_Asia_(tropical)	129	
4437	Lauraceae	Cryptocarya_subvelutina	0.460	South_East_Asia_(tropical)	129	
4438	Lauraceae	Cryptocarya_thouvenotii	0.495	Madagascar	147	
4439	Lauraceae	Cryptocarya_thouvenotii	0.522	Madagascar	147	
4440	Lauraceae	Cryptocarya_thouvenotii	0.658	Madagascar	147	
4441	Lauraceae	Cryptocarya_thouvenotii	0.688	Madagascar	147	
