"RP" "Forest" "Forest.1" "Area.ha." "ha4plot" "X20x20" "X10x10" "Tree" "Genus" "Species" "Family" "Diam2000" "BAm2" "CP" "POM" "Remarks" "unqeID" "x" "y" "elev" "sp" "dden"
"18144" "292/3" "S2" "Sandstone" 3.2 3 "V" 4 "61" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.2 0.072 "4" NA NA "4V3S2" 603313.2711 648054.9764 113.7249044 "Smul" 0.51
"18157" "292/3" "S2" "Sandstone" 3.2 3 "W" 1 "6" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 60.6 0.288 "5" NA NA "1W3S2" 603333.0197 648063.6257 107.6377048 "Smul" 0.51
"18159" "292/3" "S2" "Sandstone" 3.2 3 "W" 1 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.2 0.087 "4" NA NA "1W3S2" 603333.0197 648063.6257 107.6377048 "Smul" 0.51
"18199" "292/3" "S2" "Sandstone" 3.2 3 "W" 3 "56" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.5 0.116 "3" NA NA "3W3S2" 603333.4622 648043.6129 110.4271053 "Smul" 0.51
"18200" "292/3" "S2" "Sandstone" 3.2 3 "W" 3 "58" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.2 0.076 "3" NA NA "3W3S2" 603333.4622 648043.6129 110.4271053 "Smul" 0.51
"18236" "292/3" "S2" "Sandstone" 3.2 3 "X" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 61 0.292 "5" NA NA "1X3S2" 603343.2258 648052.9408 101.3785149 "Smul" 0.51
"18317" "292/3" "S2" "Sandstone" 3.2 3 "Y" 3 "31a" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.2 0.103 "5" NA NA "3Y3S2" 603373.3648 648040.8227 91.3415689 "Smul" 0.51
"18476" "292/3" "S2" "Sandstone" 3.2 4 "C" 3 "32" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 69.7 0.381 "5" NA NA "3C4S2" 603240.9406 648138.4056 84.89716736 "Smul" 0.51
"18873" "292/3" "S2" "Sandstone" 3.6 4 "J" 4 "23" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43.4 0.148 "4" NA NA "4J4S2" 603191.3477 648121.5568 83.6187941 "Smul" 0.51
"18985" "292/3" "S2" "Sandstone" 3.6 4 "L" 3 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.8 0.118 "3" NA NA "3L4S2" 603222.1149 648100.2704 97.4445045 "Smul" 0.51
"18999" "292/3" "S2" "Sandstone" 3.6 4 "L" 4 "48" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.3 0.072 "3" NA NA "4L4S2" 603212.093 648100.8727 94.85153588 "Smul" 0.51
"19048" "292/3" "S2" "Sandstone" 3.6 4 "M" 3 "40" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 79.6 0.497 "4" NA NA "3M4S2" 603242.1587 648099.0658 100.6296334 "Smul" 0.51
"19062" "292/3" "S2" "Sandstone" 3.6 4 "M" 4 "47" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 42.5 0.142 "4" NA NA "4M4S2" 603232.1368 648099.6681 99.54982483 "Smul" 0.51
"19153" "292/3" "S2" "Sandstone" 3.6 4 "O" 2 "11" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 50.6 0.201 "4" NA NA "2O4S2" 603281.9788 648106.5677 94.94512451 "Smul" 0.51
"19162" "292/3" "S2" "Sandstone" 3.6 4 "O" 3 "16" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 73.7 0.426 "5" NA NA "3O4S2" 603282.2463 648096.6565 99.8162648 "Smul" 0.51
"19197" "292/3" "S2" "Sandstone" 4 4 "P" 2 "19" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.4 0.082 "3" NA NA "2P4S2" 603282.5139 648086.7454 103.9563551 "Smul" 0.51
"19213" "292/3" "S2" "Sandstone" 4 4 "P" 3 "33" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 95 0.708 "4" NA NA "3P4S2" 603282.7814 648076.8342 105.9755506 "Smul" 0.51
"19257" "292/3" "S2" "Sandstone" 4 4 "Q" 3 "32" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64.4 0.326 "4" NA NA "3Q4S2" 603262.7746 648078.115 102.9373826 "Smul" 0.51
"19278" "292/3" "S2" "Sandstone" 4 4 "R" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.7 0.137 "4" NA NA "1R4S2" 603232.4506 648089.8522 101.6643488 "Smul" 0.51
"19279" "292/3" "S2" "Sandstone" 4 4 "R" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43.5 0.149 "4" NA NA "1R4S2" 603232.4506 648089.8522 101.6643488 "Smul" 0.51
"19307" "292/3" "S2" "Sandstone" 4 4 "R" 3 "36" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45.1 0.16 "4" NA NA "3R4S2" 603242.7678 648079.3959 100.3016065 "Smul" 0.51
"19323" "292/3" "S2" "Sandstone" 4 4 "R" 4 "52" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.5 0.099 "4" NA NA "4R4S2" 603232.7644 648080.0363 99.67264392 "Smul" 0.51
"19338" "292/3" "S2" "Sandstone" 4 4 "S" 1 "11" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.6 0.089 "4" NA NA "1S4S2" 603212.4253 648091.0949 97.87250983 "Smul" 0.51
"19354" "292/3" "S2" "Sandstone" 4 4 "S" 2 "19" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.5 0.177 "5" NA NA "2S4S2" 603222.438 648090.4736 100.2881348 "Smul" 0.51
"19355" "292/3" "S2" "Sandstone" 4 4 "S" 2 "26" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.8 0.137 "4" NA NA "2S4S2" 603222.438 648090.4736 100.2881348 "Smul" 0.51
"19375" "292/3" "S2" "Sandstone" 4 4 "S" 4 "45" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.6 0.17 "4" NA NA "4S4S2" 603212.7576 648081.3171 98.17620047 "Smul" 0.51
"19485" "292/3" "S2" "Sandstone" 4 4 "U" 3 "36" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.1 0.153 "4" NA NA "3U4S2" 603203.4373 648062.44 91.80989314 "Smul" 0.51
"19762" "508/3" "S3" "Sandstone" 0.1 1 "A" 4 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.9 0.188 "4" "1.3" NA "4A1S3" 603844.4341 648010.495 108.2463518 "Smul" 0.51
"19837" "508/3" "S3" "Sandstone" 0.1 1 "C" 2 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.4 0.11 "4" "1.3" NA "2C1S3" 603849.1407 647961.0958 120.3608766 "Smul" 0.51
"19940" "508/3" "S3" "Sandstone" 0.2 1 "E" 3 "38" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.9 0.096 "3" "1.3" NA "3E1S3" 603834.4019 647923.5069 124.6017761 "Smul" 0.51
"19969" "508/3" "S3" "Sandstone" 0.3 1 "F" 2 "12" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.1 0.102 "3" "1.3" NA "2F1S3" 603824.1411 647924.6942 119.953753 "Smul" 0.51
"20159" "508/3" "S3" "Sandstone" 0.4 1 "J" 1 "11" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 61.6 0.298 "5" "3" NA "1J1S3" 603834.1301 648011.4239 107.3024697 "Smul" 0.51
"20179" "508/3" "S3" "Sandstone" 0.4 1 "J" 3 "26" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 52.8 0.219 "4" "1.3" NA "3J1S3" 603822.7209 648002.7449 103.1557323 "Smul" 0.51
"20180" "508/3" "S3" "Sandstone" 0.4 1 "J" 3 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 40.2 0.127 "3" "1.3" NA "3J1S3" 603822.7209 648002.7449 103.1557323 "Smul" 0.51
"20181" "508/3" "S3" "Sandstone" 0.4 1 "J" 3 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 57.5 0.26 "4" "1.3" NA "3J1S3" 603822.7209 648002.7449 103.1557323 "Smul" 0.51
"20388" "508/3" "S3" "Sandstone" 0.6 1 "M" 4 "72" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.9 0.09 "3" "1.3" NA "4M1S3" 603798.8361 647976.0086 112.497434 "Smul" 0.51
"20591" "508/3" "S3" "Sandstone" 0.7 1 "P" 3 "68" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.8 0.172 "4" "1.3" NA "3P1S3" 603772.8373 647930.6307 109.1781666 "Smul" 0.51
"20750" "508/3" "S3" "Sandstone" 0.8 1 "S" 1 "4" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.7 0.106 "3" "1.3" NA "1S1S3" 603790.7325 647996.0959 102.5500559 "Smul" 0.51
"20751" "508/3" "S3" "Sandstone" 0.8 1 "S" 1 "5" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 43 0.145 "4" "1.3" NA "1S1S3" 603790.7325 647996.0959 102.5500559 "Smul" 0.51
"20923" "508/3" "S3" "Sandstone" 0.9 1 "V" 3 "38" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.2 0.097 "3" "1.6" NA "3V1S3" 603758.7729 647989.6192 106.8037399 "Smul" 0.51
"20976" "508/3" "S3" "Sandstone" 1 1 "W" 3 "33" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.1 0.097 "3" "1.3" NA "3W1S3" 603756.6205 647970.7479 117.3343391 "Smul" 0.51
"20989" "508/3" "S3" "Sandstone" 1 1 "W" 4 "43" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 57.4 0.259 "4" "1.9" NA "4W1S3" 603757.6967 647980.1836 112.2395207 "Smul" 0.51
"21040" "508/3" "S3" "Sandstone" 1 1 "X" 3 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 55.7 0.244 "4" "1.3" NA "3X1S3" 603754.4681 647951.8767 115.2765056 "Smul" 0.51
"21077" "508/3" "S3" "Sandstone" 1 1 "Y" 1 "9" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.7 0.179 "3" "1.3" NA "1Y1S3" 603763.6575 647941.2824 111.6166822 "Smul" 0.51
"21093" "508/3" "S3" "Sandstone" 1 1 "Y" 2 "22" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.5 0.185 "4" "1.3" NA "2Y1S3" 603752.3157 647933.0054 106.8532498 "Smul" 0.51
"21094" "508/3" "S3" "Sandstone" 1 1 "Y" 2 "33" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.1 0.114 "3" "1.3" NA "2Y1S3" 603752.3157 647933.0054 106.8532498 "Smul" 0.51
"21212" "508/3" "S3" "Sandstone" 1.2 2 "B" 1 "3" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34 0.091 "4" "1.3" NA "1B2S3" 603831.0579 647894.5108 112.3322428 "Smul" 0.51
"21223" "508/3" "S3" "Sandstone" 1.2 2 "B" 2 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.4 0.073 "4" "1.3" NA "2B2S3" 603829.9432 647884.8455 109.5797928 "Smul" 0.51
"21616" "508/3" "S3" "Sandstone" 1.4 2 "I" 4 "34" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.8 0.137 "3" "1.3" NA "4I2S3" 603800.3188 647898.3312 112.0985738 "Smul" 0.51
"21649" "508/3" "S3" "Sandstone" 1.4 2 "J" 3 "27" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.6 0.111 "3" "1.3" NA "3J2S3" 603801.4191 647907.9104 115.7109047 "Smul" 0.51
"21902" "508/3" "S3" "Sandstone" 1.6 2 "N" 3 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.4 0.184 "3" "1.9" NA "3N2S3" 603774.3729 647853.2691 110.1012553 "Smul" 0.51
"21964" "508/3" "S3" "Sandstone" 1.6 2 "O" 4 "63" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.3 0.092 "2" "2.5" NA "4O2S3" 603773.2823 647843.7474 109.6298558 "Smul" 0.51
"21988" "508/3" "S3" "Sandstone" 1.8 2 "P" 3 "18" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.7 0.112 "3" "1.3" NA "3P2S3" 603751.7663 647837.1745 121.8813495 "Smul" 0.51
"22000" "508/3" "S3" "Sandstone" 1.8 2 "P" 4 "23" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 38.6 0.117 "3" "1.4" NA "4P2S3" 603752.8473 647846.6388 121.1820881 "Smul" 0.51
"22001" "508/3" "S3" "Sandstone" 1.8 2 "P" 4 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 42.1 0.139 "4" "1.3" NA "4P2S3" 603752.8473 647846.6388 121.1820881 "Smul" 0.51
"22002" "508/3" "S3" "Sandstone" 1.8 2 "P" 4 "28" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 31.7 0.079 "3" "1.3" NA "4P2S3" 603752.8473 647846.6388 121.1820881 "Smul" 0.51
"22061" "508/3" "S3" "Sandstone" 1.8 2 "Q" 3 "50" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.7 0.095 "3" "1.3" NA "3Q2S3" 603753.9283 647856.1032 118.6273832 "Smul" 0.51
"22111" "508/3" "S3" "Sandstone" 1.8 2 "R" 2 "15" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.4 0.184 "3" "1.3" NA "2R2S3" 603766.3223 647873.6723 105.9002677 "Smul" 0.51
"22173" "508/3" "S3" "Sandstone" 1.8 2 "S" 1 "1" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 41.3 0.134 "3" "1.8" NA "1S2S3" 603769.5798 647902.1515 105.9111889 "Smul" 0.51
"22192" "508/3" "S3" "Sandstone" 1.8 2 "S" 2 "30" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 45.1 0.16 "4" "4.4" NA "2S2S3" 603768.4939 647892.6584 101.7588825 "Smul" 0.51
"22203" "508/3" "S3" "Sandstone" 1.8 2 "S" 3 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 57.1 0.256 "3" "1.3" NA "3S2S3" 603758.2524 647893.9606 100.9224945 "Smul" 0.51
"22283" "508/3" "S3" "Sandstone" 2 2 "U" 2 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.8 0.095 "3" "1.3" NA "2U2S3" 603750.1633 647914.1341 105.5457501 "Smul" 0.51
"22414" "508/3" "S3" "Sandstone" 2 2 "W" 4 "37" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 47.7 0.179 "4" "3.4" NA "4W2S3" 603736.6979 647887.158 104.2527138 "Smul" 0.51
"22428" "508/3" "S3" "Sandstone" 2 2 "X" 1 "11" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 74 0.43 "5" "2.6" NA "1X2S3" 603744.7822 647866.9558 114.4029023 "Smul" 0.51
"22454" "508/3" "S3" "Sandstone" 2 2 "X" 3 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.7 0.074 "3" "1.3" NA "3X2S3" 603733.4837 647858.9372 120.5770676 "Smul" 0.51
"22521" "508/3" "S3" "Sandstone" 2 2 "Y" 4 "41" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 51.5 0.208 NA "1.3" NA "4Y2S3" 603732.4123 647849.5303 126.3844708 "Smul" 0.51
"22523" "508/3" "S3" "Sandstone" 2 2 "Y" 4 "52" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44 0.152 "4" "1.3" NA "4Y2S3" 603732.4123 647849.5303 126.3844708 "Smul" 0.51
"22554" "508/3" "S3" "Sandstone" 2.4 3 "A" 3 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.9 0.125 "2" "2.1" NA "3A3S3" 603719.4098 647917.8683 101.8847293 "Smul" 0.51
"22707" "508/3" "S3" "Sandstone" 2.4 3 "D" 2 "32" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.7 0.106 "3" "1.3" NA "2D3S3" 603723.2614 647860.3542 123.6179645 "Smul" 0.51
"22730" "508/3" "S3" "Sandstone" 2.4 3 "D" 4 "56" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.5 0.185 "4" "1.6" NA "4D3S3" 603714.1009 647871.1208 120.5350059 "Smul" 0.51
"22750" "508/3" "S3" "Sandstone" 2.4 3 "E" 2 "17" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 49.5 0.192 "3" "2.25" NA "2E3S3" 603721.1283 647841.5978 133.8374765 "Smul" 0.51
"22768" "508/3" "S3" "Sandstone" 2.4 3 "E" 3 "32" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 35.2 0.097 "3" "1.3" NA "3E3S3" 603710.9156 647843.0722 134.1768484 "Smul" 0.51
"22869" "508/3" "S3" "Sandstone" 2.4 3 "G" 2 "27" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 51.5 0.208 "4" "1.3" NA "2G3S3" 603702.8169 647863.1883 127.500753 "Smul" 0.51
"23010" "508/3" "S3" "Sandstone" 2.4 3 "J" 1 "11" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 44.6 0.156 "3" "1.3" NA "1J3S3" 603710.2156 647928.4338 98.81410587 "Smul" 0.51
"23067" "508/3" "S3" "Sandstone" 2.8 3 "K" 3 "29" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 48.1 0.182 "4" "1.3" NA "3K3S3" 603678.4052 647922.8472 107.8701515 "Smul" 0.51
"23228" "508/3" "S3" "Sandstone" 2.8 3 "O" 2 "14" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 33.4 0.088 "3" "1.3" NA "2O3S3" 603680.2776 647847.4956 120.3767168 "Smul" 0.51
"23416" "508/3" "S3" "Sandstone" 2.8 3 "S" 4 "46" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.9 0.096 "3" "1.9" NA "4S3S3" 603656.87 647916.1595 110.5952549 "Smul" 0.51
"23492" "508/3" "S3" "Sandstone" 3.2 3 "U" 1 "5" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 56.8 0.253 "4" "2.7" NA "1U3S3" 603648.6798 647935.73 103.7686751 "Smul" 0.51
"23527" "508/3" "S3" "Sandstone" 3.2 3 "U" 3 "40" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.6 0.17 "4" "1.3" NA "3U3S3" 603637.4006 647927.8262 107.538847 "Smul" 0.51
"23817" "508/3" "S3" "Sandstone" 3.2 4 "A" 2 "36" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 53.3 0.223 "4" "1.3" NA "2A4S3" 603750.6261 648009.4481 100.5068836 "Smul" 0.51
"23835" "508/3" "S3" "Sandstone" 3.2 4 "A" 3 "54" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.8 0.074 "4" "1.3" NA "3A4S3" 603740.3268 648010.4057 101.0515716 "Smul" 0.51
"23864" "508/3" "S3" "Sandstone" 3.2 4 "B" 1 "9" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.3 0.103 "2" "1.3" NA "1B4S3" 603749.5547 648000.0412 101.2823823 "Smul" 0.51
"23865" "508/3" "S3" "Sandstone" 3.2 4 "B" 1 "13" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 42.6 0.142 "3" "1.3" NA "1B4S3" 603749.5547 648000.0412 101.2823823 "Smul" 0.51
"23926" "508/3" "S3" "Sandstone" 3.2 4 "C" 1 "16" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 34.1 0.091 "3" "1.3" NA "1C4S3" 603747.4119 647981.2273 113.2591891 "Smul" 0.51
"24234" "508/3" "S3" "Sandstone" 3.6 4 "H" 3 "35" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 64.4 0.326 "4" "3.5" NA "3H4S3" 603715.5005 647975.0378 108.5101079 "Smul" 0.51
"24314" "508/3" "S3" "Sandstone" 3.6 4 "I" 3 "55" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 52 0.212 "3" "1.3" NA "3I4S3" 603717.6144 647993.6794 106.5828299 "Smul" 0.51
"24395" "508/3" "S3" "Sandstone" 3.6 4 "J" 3 "46" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 57 0.255 "4" "1.3" NA "3J4S3" 603719.7283 648012.321 98.79181907 "Smul" 0.51
"24519" "508/3" "S3" "Sandstone" 3.6 4 "L" 3 "43" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 32.9 0.085 "2" "1.3" NA "3L4S3" 603697.0351 647995.7094 108.7111303 "Smul" 0.51
"24565" "508/3" "S3" "Sandstone" 3.6 4 "M" 2 "24" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 58.7 0.27 "3" "2.1" NA "2M4S3" 603705.2204 647976.1102 107.5015258 "Smul" 0.51
"24566" "508/3" "S3" "Sandstone" 3.6 4 "M" 2 "25" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 36.3 0.103 "3" "1.3" NA "2M4S3" 603705.2204 647976.1102 107.5015258 "Smul" 0.51
"24606" "508/3" "S3" "Sandstone" 3.6 4 "M" 4 "67" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 55 0.237 "4" "1.3" NA "4M4S3" 603695.9878 647986.4461 109.2453555 "Smul" 0.51
"24617" "508/3" "S3" "Sandstone" 3.6 4 "N" 1 "7" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 53.5 0.225 "4" "1.8" NA "1N4S3" 603704.1683 647966.8182 102.0408687 "Smul" 0.51
"24648" "508/3" "S3" "Sandstone" 3.6 4 "N" 3 "41" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 46.2 0.168 "3" "1.3" NA "3N4S3" 603692.8457 647958.656 96.59774431 "Smul" 0.51
"24668" "508/3" "S3" "Sandstone" 3.6 4 "O" 1 "2" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 56.5 0.251 "4" "1.65" NA "1O4S3" 603702.064 647948.234 96.28827282 "Smul" 0.51
"24669" "508/3" "S3" "Sandstone" 3.6 4 "O" 1 "8" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 61.4 0.296 "5" "1.75" NA "1O4S3" 603702.064 647948.234 96.28827282 "Smul" 0.51
"24713" "508/3" "S3" "Sandstone" 3.6 4 "O" 4 "58" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 62.3 0.305 "4" "1.3" NA "4O4S3" 603691.7984 647949.3926 97.61117117 "Smul" 0.51
"24850" "508/3" "S3" "Sandstone" 4 4 "Q" 4 "57" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 60.3 0.285 "5" "1.3" NA "4Q4S3" 603673.3427 647970.1217 99.37371015 "Smul" 0.51
"24851" "508/3" "S3" "Sandstone" 4 4 "Q" 4 "65" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39.9 0.125 "3" "1.3" NA "4Q4S3" 603673.3427 647970.1217 99.37371015 "Smul" 0.51
"24932" "508/3" "S3" "Sandstone" 4 4 "S" 2 "18" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.8 0.112 "3" "1.3" NA "2S4S3" 603686.7455 647996.7245 108.9339426 "Smul" 0.51
"24955" "508/3" "S3" "Sandstone" 4 4 "S" 4 "41" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 58.8 0.271 "3" "1.3" NA "4S4S3" 603677.4936 648006.9454 107.7050265 "Smul" 0.51
"25142" "508/3" "S3" "Sandstone" 4 4 "W" 1 "9" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 39 0.119 "3" "1.3" NA "1W4S3" 603665.1333 647989.5773 104.7696787 "Smul" 0.51
"25157" "508/3" "S3" "Sandstone" 4 4 "W" 2 "13" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 37.5 0.11 "3" "1.3" NA "2W4S3" 603664.1004 647980.4001 101.9478901 "Smul" 0.51
"25326" "508/3" "S3" "Sandstone" 4 4 "Y" 3 "43" "Shorea" "Shorea_multiflora" "Dipterocarpaceae" 30.9 0.075 "2" "1.3" NA "3Y4S3" 603639.4472 647946.0658 101.8747445 "Smul" 0.51
"1264" "292/1" "A1" "Alluvial" 1.6 2 "K" 3 "16" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 94.1 0.695 "5" NA NA "3K2A1" 604408.6079 648219.5731 70.33660504 "Spar" 0.405
"1427" "292/1" "A1" "Alluvial" 1.8 2 "P" 2 "7" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 53.7 0.226 "3" NA NA "2P2A1" 604490.19 648211.848 66.97539314 "Spar" 0.405
"1682" "292/1" "A1" "Alluvial" 2 2 "W" 2 "16" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 109 0.933 "5" NA NA "2W2A1" 604449.3856 648190.5823 73.26767013 "Spar" 0.405
"3527" "292/1" "A1" "Alluvial" 4 4 "Y" 2 "19" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 59.6 0.279 "5" NA NA "2Y4A1" 604388.0673 648087.6153 69.89024847 "Spar" 0.405
"4728" "508/2" "A2" "Alluvial" 1.2 2 "A" 1 "3" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 113.9 1.018 NA "6.8" NA "1A2A2" 604343.778 647118.295 70.12228923 "Spar" 0.405
"5115" "508/2" "A2" "Alluvial" 1.6 2 "K" 1 "12" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 76.5 0.459 NA "3.1" NA "1K2A2" 604315.2729 647090.4834 70.731677 "Spar" 0.405
"6331" "508/2" "A2" "Alluvial" 2.8 3 "P" 1 "5" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 85.5 0.574 "5" "3.1" NA "1P3A2" 604286.4466 646950.2221 70.30129911 "Spar" 0.405
"6810" "508/2" "A2" "Alluvial" 3.2 4 "B" 4 "55" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 111.8 0.981 "5" "3.1" NA "4B4A2" 604201.388 647106.226 84.73450384 "Spar" 0.405
"7402" "508/2" "A2" "Alluvial" 3.6 4 "M" 3 "36" "Shorea" "Shorea_parvifolia" "Dipterocarpaceae" 71.4 0.4 "5" "3" NA "3M4A2" 604201.4282 647049.5715 74.10767723 "Spar" 0.405
"15776" "292/3" "S2" "Sandstone" 1.2 2 "B" 4 "52" "Shorea" "Shorea_pauciflora" "Dipterocarpaceae" 99.6 0.779 "5" NA NA "4B2S2" 603308.9552 648234.4058 97.18444824 "Spau" 0.5325
"15791" "292/3" "S2" "Sandstone" 1.2 2 "C" 1 "5" "Shorea" "Shorea_pauciflora" "Dipterocarpaceae" 76.4 0.458 "5" NA NA "1C2S2" 603329.0367 648243.7409 106.6895953 "Spau" 0.5325
"3123" "292/1" "A1" "Alluvial" 3.6 4 "O" 1 "2" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 123.1 1.19 "5" NA NA "1O4A1" 604377.9041 648127.6622 68.91928218 "Ssmi" 0.355
"3989" "508/2" "A2" "Alluvial" 0.4 1 "J" 1 "4" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 103 0.833 "5" "1.7" NA "1J1A2" 604250.8052 647184.1796 78.35843229 "Ssmi" 0.355
"4291" "508/2" "A2" "Alluvial" 0.7 1 "P" 4 "45" "Shorea" "Shorea_smithiana" "Dipterocarpaceae" 104.5 0.857 "5" "2.2" NA "4P1A2" 604279.6315 647084.0246 78.90641201 "Ssmi" 0.355
