"e" "d" "n"
"294" 59.5874444444444 0.392407407407408 9
"295" 61.1716666666667 0.586269841269841 3
"296" 59.42 0.474895833333334 8
"297" 70.5275016666667 0.586666666666667 6
"298" 75.9313366666667 0.433333333333333 3
"299" 76.7360027272727 0.461212121212121 11
"300" 76.7862885714286 0.473690476190476 7
"301" 73.3001716666667 0.559234126984127 6
"302" 68.584602 0.4625 5
"303" 68.432941875 0.447 16
"304" 68.961204 0.530666666666667 5
"305" 70.1060061538462 0.495769230769231 13
"306" 71.067403 0.514261904761905 10
"307" 68.550806 0.566857142857143 5
"308" 68.8170945454546 0.388636363636364 11
"309" 71.0548209090909 0.482770562770563 11
"310" 75.2053775 0.449479166666667 16
"311" 83.7547822222222 0.5125 9
"312" 73.0584 0.548 5
"313" 81.254604 0.503666666666667 5
"314" 86.9188642857143 0.459761904761905 7
"315" 83.093001 0.462333333333333 10
"316" 79.4658366666667 0.429444444444445 6
"317" 86.4758614285714 0.483333333333333 7
"318" 88.2082790909091 0.516212121212121 11
"319" 64.6916666666667 0.457777777777778 3
"320" 65.91625 0.5675 4
"321" 80.8968218181818 0.454090909090909 11
"322" 73.1647525 0.52 4
"323" 72.3867290909091 0.506904761904762 11
"324" 65.0780042857143 0.488095238095238 7
"325" 59.1441666666667 0.517579365079365 6
"326" 58.173 0.52 1
"327" 61.8644 0.464 5
"328" 59.6877142857143 0.471020408163265 7
"329" 62.4821683333333 0.455833333333333 6
"330" 59.9028 0.440666666666667 5
"331" 58.98 0.53 1
"332" 64.2714 0.556428571428571 5
"333" 69.6404328571429 0.454146825396825 7
"334" 82.306402 0.542 5
"335" 72.7530033333333 0.529166666666667 6
"336" 70.2887525 0.525 8
"337" 71.4454764705882 0.547276785714286 17
"338" 69.0815588888889 0.517513227513227 9
"339" 68.610835 0.484166666666667 12
"340" 68.23800625 0.424583333333333 8
"341" 68.1126363636364 0.499393939393939 11
"342" 68.5380011111111 0.432592592592592 9
"343" 69.82962875 0.525920138888889 8
"344" 68.7502525 0.421423611111111 4
"345" 70.4370030769231 0.449487179487179 13
"346" 78.3896961538462 0.547307692307692 13
"347" 76.9138775 0.438541666666667 8
"348" 76.12013 0.505208333333333 8
"349" 78.88367 0.474444444444445 6
"350" 81.1042727272727 0.428699494949495 11
"351" 85.5829292857143 0.4475 14
"352" 82.0954466666667 0.419444444444444 9
"353" 82.0140936363636 0.512727272727273 11
"354" 74.4942 0.527472222222222 5
"355" 86.04629 0.500952380952381 7
"356" 68.018402 0.511805555555556 5
"357" 60.654375 0.449253472222222 8
"358" 74.1465 0.62 2
"359" 88.6785509090909 0.563636363636364 11
"360" 87.7206215384615 0.547948717948718 13
"361" 63.975335 0.516861772486773 6
"362" 60.6025 0.393333333333333 2
"363" 58.74025 0.425 4
"364" 59.3188888888889 0.430978835978836 9
"365" 60.93275125 0.476875 8
"366" 62.1632 0.402 5
"367" 59.43 0.450555555555556 3
"368" 60.095 0.501190476190476 7
"369" 60.9545 0.5525 2
"370" 65.6230022222222 0.458888888888889 9
"371" 81.3471155555556 0.457222222222222 9
"372" 84.5096711111111 0.436666666666667 9
"373" 78.1983366666667 0.5 9
"374" 71.8504466666667 0.479018959435626 9
"375" 69.2102525 0.574017857142857 8
"376" 68.7133366666667 0.603333333333333 3
"377" 70.1613366666667 0.499074074074074 9
"378" 68.13825125 0.474583333333333 8
"379" 67.831204 0.494666666666667 5
"380" 68.7750025 0.462083333333333 4
"381" 68.197406 0.478666666666667 5
"382" 67.872703 0.504380952380952 10
"383" 73.659302 0.517 10
"384" 70.166202 0.538857142857143 5
"385" 72.8884466666667 0.505238095238095 9
"386" 80.2641725 0.455138888888889 12
"387" 87.2452255555555 0.477592592592593 9
"388" 85.4478181818182 0.443181818181818 11
"389" 81.0170927272727 0.478181818181818 11
"390" 87.6861817647059 0.531470588235294 17
"391" 82.1071471428571 0.494523809523809 7
"392" 78.8293366666667 0.482222222222222 9
"393" 73.6345 0.555833333333333 4
"394" 65.77737625 0.499017857142857 8
"395" 65.8958628571429 0.521428571428571 7
"396" 85.6229425 0.566510416666667 16
"397" 75.9098628571429 0.523928571428571 7
"398" 64.9775 0.52 2
"399" 67.3672525 0.42625 4
"400" 59.1554 0.388 5
"401" 58.51325 0.436961805555556 8
"402" 61.7459166666667 0.471111111111111 12
"403" 62.1977 0.484117063492064 10
"404" 60.1105 0.455 2
"405" 59.8912 0.424166666666667 10
"406" 60.11 0.445722222222222 10
"407" 60.3725714285714 0.467619047619048 7
"408" 80.24667 0.468968253968254 6
"409" 75.3334511111111 0.514259259259259 9
"410" 77.6082763636364 0.515 11
"411" 72.6070784615385 0.510769230769231 13
"412" 74.833335 0.536 6
"413" 78.1889127272727 0.506818181818182 11
"414" 73.252402 0.578428571428571 5
"415" 70.3461442857143 0.547142857142857 7
"416" 68.4071725 0.504583333333333 12
"417" 68.273005 0.456666666666666 4
"418" 68.264505 0.508236111111111 10
"419" 68.4027171428571 0.472380952380952 7
"420" 69.4941133333333 0.466111111111111 9
"421" 70.162202 0.533095238095238 5
"422" 79.3185566666667 0.54 9
"423" 78.8755033333333 0.508333333333333 12
"424" 82.91034 0.383333333333333 6
"425" 85.80912625 0.404583333333333 8
"426" 76.20573 0.422121212121212 11
"427" 84.65037875 0.478125 8
"428" 87.36350375 0.494375 8
"429" 89.0453333333333 0.546944444444444 6
"430" 80.2280066666667 0.421666666666667 6
"431" 77.11301 0.455 2
"432" 69.75834 0.467222222222222 3
"433" 80.0604328571429 0.425 7
"434" 84.8091166666667 0.511481481481481 9
"435" 78.303005 0.521458333333333 8
"436" 68.7534314285714 0.483163265306122 7
"437" 61.0945 0.433333333333334 2
"438" 58.9395 0.402222222222222 6
"439" 59.3593333333333 0.48765873015873 6
"440" 60.4448 0.481761904761905 5
"441" 59.6696666666667 0.423333333333333 3
"442" 60.0740714285714 0.461547619047619 14
"443" 59.92 0.451934523809524 8
"444" 60.399 0.501369047619048 4
"445" 71.6685757142857 0.468809523809524 7
"446" 71.0833884615385 0.424010989010989 13
"447" 74.6595472727273 0.508982683982684 11
"448" 71.01062625 0.535503472222222 8
"449" 81.36272 0.441428571428571 7
"450" 77.8687525 0.4675 4
"451" 76.902005 0.57 2
"452" 71.272002 0.511761904761905 5
"453" 67.8617525 0.484702380952381 4
"454" 67.057002 0.468666666666667 5
"455" 68.5013333333333 0.468888888888889 3
"456" 67.7095 0.536269841269841 6
"457" 68.2108484615385 0.461538461538461 13
"458" 71.5162736363636 0.448030303030303 11
"459" 73.7292772727273 0.504134199134199 11
"460" 71.0471890909091 0.479848484848485 11
"461" 71.4619136363636 0.462878787878788 11
"462" 79.4854314285714 0.409761904761905 7
"463" 76.5275757142857 0.523809523809524 7
"464" 86.9635858333333 0.555555555555555 12
"465" 88.5622914285714 0.46343253968254 7
"466" 87.7117327272727 0.542727272727273 11
"467" 87.05588 0.4659375 8
"468" 73.6215025 0.4675 4
"469" 81.4128628571429 0.451428571428571 7
"470" 92.8903592857143 0.500952380952381 14
"471" 87.6200022222222 0.531481481481481 9
"472" 67.5934285714286 0.42 7
"473" 73.4391733333333 0.500671296296296 6
"474" 66.8983333333333 0.488888888888889 3
"475" 59.7185 0.440833333333333 6
"476" 58.7073333333333 0.395277777777778 6
"477" 59.1455 0.451944444444444 6
"478" 59.7668 0.396 5
"479" 60.0231428571429 0.41843253968254 7
"480" 60.2876666666667 0.578009259259259 3
"481" 63.277005 0.503690476190476 6
"482" 74.5640033333333 0.479722222222222 6
"483" 71.002 0.462222222222222 4
"484" 78.813585 0.493472222222222 12
"485" 72.40617 0.511666666666667 6
"486" 75.052604 0.499 5
"487" 83.8380033333333 0.515 3
"488" 73.4301457142857 0.53530612244898 7
"489" 68.940904 0.528833333333333 10
"490" 67.6817525 0.618035714285714 4
"491" 67.6253775 0.4325 8
"492" 67.7726688888889 0.428888888888889 9
"493" 67.4508888888889 0.451851851851852 9
"494" 68.35600125 0.478333333333333 8
"495" 76.1917931578947 0.574285714285714 19
"496" 72.70686 0.446904761904762 7
"497" 68.9091485714286 0.499607426303855 14
"498" 73.4855025 0.493541666666667 8
"499" 74.9078209090909 0.490366161616162 11
"500" 75.2588775 0.529375 8
"501" 88.62487875 0.494375 8
"502" 83.00867 0.5325 6
"503" 83.740003 0.423703703703704 10
"504" 79.7077525 0.435 4
"505" 75.108402 0.525833333333333 5
"506" 83.4351733333333 0.474 6
"507" 84.4957309090909 0.456363636363636 11
"508" 83.96400375 0.452142857142857 8
"509" 84.2946485714286 0.454642857142857 14
"510" 86.4464488888889 0.439444444444444 9
"511" 72.62929 0.472857142857143 7
"512" 59.079 0.456666666666666 2
"513" 59.172 0.405 1
"514" 59.6581428571429 0.464384920634921 7
"515" 60.99 0.462222222222222 3
"516" 63.276 0.422708333333333 8
"517" 69.966 0.425 1
"518" 63.5653333333333 0.5075 6
"519" 70.547 0.6 1
"520" 73.31317 0.513412698412698 6
"521" 77.0696666666667 0.501527777777778 12
"522" 78.5894 0.510428571428571 5
"523" 80.05975 0.484642857142857 8
"524" 79.12088125 0.545 8
"525" 82.874755 0.519285714285714 4
"526" 75.3524466666667 0.471666666666667 9
"527" 70.65875375 0.530416666666667 8
"528" 70.16178 0.458518518518518 9
"529" 67.92567 0.435555555555555 3
"530" 67.019402 0.546428571428571 5
"531" 67.7407171428571 0.407619047619047 7
"532" 71.9374488888889 0.553333333333333 9
"533" 67.1558775 0.499104662698413 8
"534" 68.998002 0.464138888888889 5
"535" 75.7938383333333 0.516527777777778 12
"536" 71.9307309090909 0.495669191919192 11
"537" 71.9851683333333 0.556190476190476 6
"538" 84.7716733333333 0.428611111111111 6
"539" 85.80826 0.46625 4
"540" 81.6324572727273 0.544545454545455 11
"541" 82.9297811111111 0.466111111111111 9
"542" 75.3375858333333 0.428252314814815 12
"543" 79.088102 0.502666666666667 10
"544" 80.681604 0.413 5
"545" 90.911564375 0.469166666666667 16
"546" 74.011 0.4725 4
"547" 86.1776733333333 0.481111111111111 9
"548" 70.5246 0.412 5
"549" 59.411 0.52 1
"550" 66.419335 0.494166666666667 6
"551" 62.8732 0.407 5
"552" 60.1687142857143 0.410952380952381 7
"553" 61.881602 0.457472222222222 5
"554" 71.853404 0.490428571428571 5
"555" 66.537701 0.4765 10
"556" 75.577206 0.52 5
"557" 76.145703 0.523333333333333 10
"558" 82.74700375 0.543125 8
"559" 79.4573654545455 0.515584415584416 11
"560" 81.12600125 0.48125 8
"561" 73.6037516666667 0.497516534391534 12
"562" 82.0994572727273 0.468636363636364 11
"563" 76.1486275 0.496458333333333 8
"564" 73.86543 0.508571428571429 7
"565" 68.1082525 0.526369047619047 4
"566" 67.2727309090909 0.515952380952381 11
"567" 67.382408 0.444 5
"568" 67.3061471428571 0.531802721088435 7
"569" 67.394602 0.497 5
"570" 67.5076666666667 0.594761904761905 3
"571" 69.8859238461538 0.487269536019536 13
"572" 71.0126683333333 0.446944444444444 6
"573" 70.7880036363636 0.504348845598846 11
"574" 69.8036133333333 0.471878306878307 18
"575" 77.661 0.416666666666667 3
"576" 80.393005 0.502083333333333 6
"577" 83.843006 0.454 5
"578" 82.610604 0.517 15
"579" 80.16225375 0.405208333333333 8
"580" 77.3625430769231 0.440950854700855 13
"581" 76.9117525 0.42125 4
"582" 78.0208366666667 0.478055555555556 6
"583" 74.187 0.493333333333333 6
"584" 72.8672525 0.47875 4
"585" 64.46267 0.465 3
"586" 66.854002 0.471 5
"587" 70.207 0.459861111111111 7
"588" 60.0195 0.572440476190476 4
"589" 63.4396 0.456095238095238 10
"590" 61.2076666666667 0.425262345679012 9
"591" 62.6974 0.480547619047619 10
"592" 63.1216666666667 0.453078042328042 15
"593" 80.74264 0.524141414141414 11
"594" 76.3613383333333 0.414444444444444 6
"595" 76.58873 0.537573953823954 11
"596" 74.6607525 0.459583333333333 4
"597" 75.5891561538461 0.509155982905983 13
"598" 72.43988 0.514399801587302 8
"599" 74.239 0.52 5
"600" 77.16529 0.513163265306122 7
"601" 75.5688358333333 0.475595238095238 12
"602" 71.1095025 0.486666666666667 8
"603" 68.61412625 0.457559523809524 8
"604" 67.564 0.415 1
"605" 67.444202 0.462666666666667 5
"606" 67.24787875 0.484166666666667 8
"607" 66.8670033333333 0.475357142857143 6
"608" 68.6237142857143 0.479659863945578 7
"609" 68.2374488888889 0.448333333333333 9
"610" 66.7176161538462 0.498626373626374 13
"611" 69.1834314285714 0.479659863945578 7
"612" 71.8446733333333 0.485 3
"613" 73.098004 0.494 5
"614" 78.87777 0.491538461538462 13
"615" 75.4806666666667 0.521190476190476 6
"616" 78.6162516666667 0.495277777777778 12
"617" 82.0337723076923 0.425128205128205 13
"618" 81.46067 0.483333333333333 3
"619" 80.1422871428571 0.456190476190476 7
"620" 83.5185714285714 0.466428571428571 7
"621" 80.3050016666667 0.459166666666667 6
"622" 77.9377185714286 0.505 7
"623" 73.1596683333333 0.446944444444445 6
"624" 80.7575066666667 0.424837962962963 6
"625" 73.0825 0.385833333333333 4
"626" 65.607 0.412777777777778 3
"627" 64.0430042857143 0.499421768707483 7
"628" 67.0828492307692 0.50507326007326 13
"629" 61.6956 0.418666666666666 5
"630" 78.03125125 0.501041666666667 8
"631" 73.9627185714286 0.483809523809524 7
"632" 73.89112625 0.427170138888889 8
"633" 76.9467393333333 0.494031746031746 15
"634" 75.8031428571429 0.489861111111111 7
"635" 78.34250125 0.50625 8
"636" 78.6054328571429 0.503571428571429 7
"637" 71.3780028571429 0.504353741496599 7
"638" 78.264004 0.517 5
"639" 74.655835 0.531746031746032 6
"640" 75.272702 0.4985 10
"641" 71.8746691666667 0.548333333333333 12
"642" 68.370505 0.4275 2
"643" 67.365804 0.488 5
"644" 67.2057171428571 0.441833900226757 7
"645" 67.8390025 0.515119047619047 4
"646" 67.5760016666667 0.435 6
"647" 70.4091275 0.462646329365079 8
"648" 70.4913861538462 0.509652014652014 13
"649" 74.9390011111111 0.510740740740741 9
"650" 76.109002 0.478 5
"651" 80.617 0.415 1
"652" 75.1876666666667 0.58 3
"653" 80.58472 0.433095238095238 7
"654" 82.5751733333333 0.53400462962963 6
"655" 81.4127525 0.441041666666667 8
"656" 84.07525125 0.43875 8
"657" 84.5174314285714 0.425 7
"658" 85.728004 0.402 5
"659" 81.624601 0.481 10
"660" 82.8885 0.407916666666667 4
"661" 86.38117 0.498333333333333 6
"662" 66.35843 0.448809523809524 7
"663" 63.2353355555556 0.502352292768959 9
"664" 67.8407157142857 0.493163265306122 7
"665" 65.7757777777778 0.433148148148148 9
"666" 62.9415 0.577857142857143 4
"667" 72.583875 0.513506944444445 8
"668" 76.9094328571429 0.53530612244898 7
"669" 70.4688614285714 0.448639455782313 7
"670" 74.314404 0.534329365079365 5
"671" 77.807702 0.55 10
"672" 75.089755 0.57 4
"673" 74.7086666666667 0.493333333333333 3
"674" 68.5687525 0.456666666666666 4
"675" 69.407404 0.494666666666667 5
"676" 71.3525566666667 0.503756613756614 9
"677" 76.190406 0.494666666666667 5
"678" 70.1245025 0.468333333333333 4
"679" 68.2694208333333 0.484761904761905 12
"680" 67.4387525 0.405 4
"681" 67.1134488888889 0.440185185185185 9
"682" 66.7813388888889 0.401111111111111 9
"683" 71.4993366666667 0.573650793650794 6
"684" 72.3334314285714 0.514180839002268 14
"685" 74.5365041666667 0.488611111111111 12
"686" 76.77800375 0.423541666666666 8
"687" 71.34886 0.559659863945578 7
"688" 78.5355 0.52 2
"689" 78.7900033333333 0.456342592592593 3
"690" 81.249806 0.54 5
"691" 77.9756372727273 0.489285714285714 11
"692" 75.0180025 0.487256944444445 4
"693" 80.7180033333333 0.439166666666667 6
"694" 77.037004 0.488805555555556 5
"695" 74.59450125 0.514017857142857 8
"696" 74.746505 0.549821428571428 4
"697" 78.95650625 0.45 8
"698" 81.2048775 0.438333333333333 8
"699" 66.8696666666667 0.438333333333333 3
"700" 68.462402 0.423333333333333 5
"701" 63.3176666666667 0.557380952380952 3
"702" 72.079202 0.452666666666667 5
"703" 67.710005 0.519285714285714 4
"Q1" 79.393669576 0.54 5
"Q2" 76.90343096 0.52 4
"Q3" 76.2909283521053 0.523333333333333 19
"Q4" 73.6132706222222 0.507592592592593 9
"Q11" 71.17977556 0.478703703703704 9
"Q21" 68.5510400645455 0.496060606060606 11
"Q31" 69.3897310275 0.405 4
"Q41" 70.1665594728571 0.455952380952381 7
"Q12" 67.69842722 0.393333333333333 4
"Q22" 68.6895317685714 0.543809523809524 7
"Q32" 68.6192349928571 0.446666666666666 7
