"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "sBio" "rBio" "rootTstem" "dden" "si" "raden" "slm" "p50" "fden" "Dden" "wet" "fleaf" "rgr" "leafTwood" "local" "surv" "name" "A" "Adate" "E" "rTs" "lTb"
"722" "ssem" "SS" "E" 12 0 3.67 175 11 3144.51902079269 648.263615813856 852.904886348405 1.31567600825111 0.72 0.014 0.12 5.16 -4.64913263523571 0.699755718 -0.0202442819999999 "wet" "high" 0.0830298438150709 0.67686838713435 "sfr" 1 "E82" NA NA NA 1.02239348582335 0.257097042694379
"723" "dry" "DL_m_3" "E" 12 0 4.54 540 20 7996.01150898537 3682.37569953266 1856.73760943013 0.50422275208523 0.59 0.0372 0.12 5.43 -2.95831330249817 0.480092188 -0.109907812 "wet" "high" 0.127947174451649 0.590760086555117 "mal" 1 "E83" NA NA NA 0.736364768672071 0.361645549985552
"724" "sjoh" "SJ_m_10" "E" 6 0 3.37 335 4 616.243295929587 732.982111850667 700.505730540677 0.955692805069973 0.4 0.0449 0.19 4.73 -1.52793042721657 0.495648191 0.095648191 "wet" "high" 0.0894963041931013 0.300645916144101 "mal" 1 "E84" NA NA NA 1.44202945767578 0.242364619261867
"725" "ssmi" "9H_Ssmi_4" "E" 6 0 5.28 415 7 4566.80056674179 3192.30196364308 2613.65041058627 0.818735332795257 0.31 0.0293 0.13 4.63 -1.11733744698828 0.362670349 0.052670349 "wet" "high" 0.146754602791085 0.440268903803104 "sfr" 1 "E85" NA NA NA 0.881318758953821 0.249740528331436
"726" "sjoh" "SJ_m_6" "E" 6 0 4.17 415 7 2019.3069538593 1354.61634218122 1078.34601543966 0.79605271386531 0.4 0.0449 0.19 4.73 -1.52793042721657 0.447983237 0.047983237 "wet" "high" 0.162393812373821 0.453545554545076 "mal" 1 "E86" NA NA NA 1.44202945767578 0.242364619261867
"727" "sbec" "SHOREABECCARINA_Sbec" "E" 0 0 4.5 271 5 1534.54029032584 1743.91758118025 1226.01288777162 0.703022264929446 0.41 0.037 0.1 5.37 -1.58199721886186 0.396388262 -0.013611738 "dry" "high" NA 0.34067049656504 "sfr" 1 "E87" NA NA NA 0.723698094365868 0.326628969784602
"728" "pmal" "8L_Pmal_9" "E" 21 1 4.36 325 8 2608.72897194201 1330.83127922666 1244.43918219997 0.935084109927975 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.503227094345344 "sfr" 0 "E88" NA NA NA 1.10821933463314 0.307792273027868
"729" "pmal" "Pm_m_6" "E" 15 0 3.45 360 8 2563.03481868436 1169.61522872026 1006.24335319752 0.860319982579661 0.39 0.0313 0.15 4.96 -1.47571143778228 0.645412419 0.255412419 "wet" "high" 0.0563897090315172 0.540850912231681 "mal" 1 "E89" NA NA NA 1.10821933463314 0.307792273027868
"730" "sbec" "SHOREABECCARINA_Sbec" "E" 3 0 4.41 311 5 1601.51733137918 1926.25958083028 1270.58158372349 0.659610779548117 0.41 0.037 0.1 5.37 -1.58199721886186 0.496928015 0.086928015 "wet" "high" 0.0784589850717538 0.333763584512623 "sfr" 1 "E90" NA NA NA 0.723698094365868 0.326628969784602
"731" "ptom" "9J_Ptom_14" "E" 21 1 4.09 235 4 764.553672448703 631.400672151515 703.314344535035 1.11389546377655 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" 0.119799793975434 0.3642000075577 "sfr" 0 "E91" NA NA NA 1.25739196337714 0.290252763040932
"732" "pmal" "9L_Pmal_9" "E" 0 0 2.73 205 5 631.525926036837 445.641791199162 596.700472147097 1.3389688398421 0.39 0.0313 0.15 4.96 -1.47571143778228 0.503170577 0.113170577 "dry" "high" 0.0805165336314344 0.377285338261662 "sfr" 1 "E92" NA NA NA 1.10821933463314 0.307792273027868
"733" "sjoh" "8m_SJoh_6" "E" 12 0 4.28 311 6 1325.16262018358 968.473155892814 932.086937655827 0.962429296036147 0.4 0.0449 0.19 4.73 -1.52793042721657 0.460356653 0.060356653 "wet" "high" 0.0677732222370776 0.410811076396068 "sfr" 1 "E93" NA NA NA 1.44202945767578 0.242364619261867
"734" "sxan" "9K_Sxan_2" "E" 0 0 2.99 134 5 1013.54545659491 331.696848556765 509.630853921699 1.53643562228323 0.51 0.006 0.16 6.96 -2.23989199255121 0.570266974 0.060266974 "dry" "high" 0.247363223525907 0.546423054124757 "sfr" 1 "E94" NA NA NA 1.13561314857521 0.36920464173473
"735" "pmal" "Pm_m_3" "E" 3 0 3.95 302 5 973.111559011839 955.942123210493 958.958919377571 1.00315583558233 0.39 0.0313 0.15 4.96 -1.47571143778228 0.622101146 0.232101146 "wet" "high" NA 0.336948515554521 "mal" 1 "E95" NA NA NA 1.10821933463314 0.307792273027868
"736" "slep" "Slep_1" "E" 9 0 4.23 352 9 2129.63577555697 956.303447646162 808.384265240333 0.845321918717415 0.42 0.055 0.25 4.44 -1.63797719837667 0.524301184 0.104301184 "wet" "high" NA 0.546856413412172 "sfr" 1 "E96" NA NA NA 1.03017923451197 0.246401415393927
"737" "pmal" "Pm_m_4" "E" 21 0 3.62 270 2 321.076306999448 673.154304130829 747.049486861879 1.10977450827781 0.39 0.0313 0.15 4.96 -1.47571143778228 0.624209124 0.234209124 "wet" "high" 0.0191939653258541 0.184390958909871 "mal" 1 "E97" NA NA NA 1.10821933463314 0.307792273027868
"738" "pmal" "Pmal_m_2" "E" 9 0 3.38 361 5 914.98908293166 1001.43782923167 881.487686608279 0.880222077574781 0.39 0.0313 0.15 4.96 -1.47571143778228 0.502340094 0.112340094 "wet" "high" 0.0318712635781839 0.327025379306922 "sfr" 1 "E98" NA NA NA 1.10821933463314 0.307792273027868
"739" "dry" "DL_m_7" "E" 12 0 5.52 621 12 3291.99104043421 3618.81452780082 1920.38564942369 0.530667055377033 0.59 0.0372 0.12 5.43 -2.95831330249817 0.520015011 -0.0699849889999999 "wet" "high" 0.00813949653392654 0.372768628749833 "mal" 1 "E99" NA NA NA 0.736364768672071 0.361645549985552
"740" "ssmi" "Ssmi_4" "E" 9 0 6.4 323 6 2746.14356150753 3469.17354258448 2647.45728000622 0.76313774664438 0.31 0.0293 0.13 4.63 -1.11733744698828 0.327481477 0.017481477 "wet" "high" 0.082505391847575 0.309851457624231 "sfr" 1 "E100" NA NA NA 0.881318758953821 0.249740528331436
"741" "ptom" "8L_Ptom_6" "E" 15 1 3.74 142 4 604.08494233057 383.062242185606 509.030810331442 1.32884621420035 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.403752056513901 "sfr" 0 "E101" NA NA NA 1.25739196337714 0.290252763040932
"742" "ssem" "SS" "E" 9 0 2.81 125 2 143.604327200883 241.947470227483 469.382732252312 1.94001917776198 0.72 0.014 0.12 5.16 -4.64913263523571 0.740463725 0.020463725 "wet" "high" 0.00509429357499734 0.167971139561435 "sfr" 1 "E102" NA NA NA 1.02239348582335 0.257097042694379
"743" "ssmi" "Ssmi_Tawau" "E" 18 1 6.04 450 7 4089.15567902214 4066.80638163206 3075.76741432481 0.756310265523501 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" NA 0.364071774354215 "taw" 0 "E103" NA NA NA 0.881318758953821 0.249740528331436
"744" "pmal" "Pmal_m_1" "E" 12 0 4.17 330 6 1434.17818243508 1166.38830380004 1100.12209964789 0.943186841006329 0.39 0.0313 0.15 4.96 -1.47571143778228 0.554602774 0.164602774 "wet" "high" NA 0.387543601454613 "sfr" 1 "E104" NA NA NA 1.10821933463314 0.307792273027868
"745" "slep" "8P_Slep_4" "E" 18 0 4.5 510 10 3389.60184312343 1691.49588760512 1105.96450549264 0.653838128485493 0.42 0.055 0.25 4.44 -1.63797719837667 0.389540949 -0.030459051 "wet" "high" 0.054167534288824 0.547853199743092 "sfr" 1 "E105" NA NA NA 1.03017923451197 0.246401415393927
"746" "sxan" "9K_Sxan_2" "E" 18 1 2.96 251 6 1649.89875794355 542.059360269484 610.90952726538 1.12701591752178 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.181840863033734 0.588646688545985 "sfr" 0 "E106" NA NA NA 1.13561314857521 0.36920464173473
"747" "ptom" "Ptom_m_3" "E" 6 0 3.94 370 8 3424.54181312853 1093.38597698335 897.238798178675 0.820605730333359 0.31 0.0262 0.13 4.92 -1.11733744698828 0.542176433 0.232176433 "wet" "high" 0.106236130553879 0.632398238778759 "sfr" 1 "E107" NA NA NA 1.25739196337714 0.290252763040932
"748" "ssem" "SS" "E" 12 0 3.17 110 7 822.9711638862 340.293318399116 602.352381936219 1.77009758748699 0.72 0.014 0.12 5.16 -4.64913263523571 0.799004975 0.079004975 "wet" "high" 0.119272811835634 0.46610970962211 "sfr" 1 "E108" NA NA NA 1.02239348582335 0.257097042694379
"749" "slep" "SL_m_108" "E" 21 0 3.87 450 7 1328.82209916508 1092.97159530702 779.344620972008 0.713051120741237 0.42 0.055 0.25 4.44 -1.63797719837667 0.383160899 -0.036839101 "wet" "high" 0.0313470733943051 0.41510924184503 "mal" 1 "E109" NA NA NA 1.03017923451197 0.246401415393927
"750" "dry" "DL_m_1" "E" 21 0 5.64 470 10 2369.32631199901 2462.32620859151 1500.74782058177 0.60948375375504 0.59 0.0372 0.12 5.43 -2.95831330249817 0.464443393 -0.125556607 "wet" "high" 0.086811738810533 0.374159273631835 "mal" 1 "E110" NA NA NA 0.736364768672071 0.361645549985552
"751" "sbec" "SHOREABECCARINA_Sbec" "E" 21 1 3.99 330 5 1559.91294934505 1912.04120663752 1203.50219176764 0.629433187731396 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.33363865114379 "sfr" 0 "E111" NA NA NA 0.723698094365868 0.326628969784602
"752" "ssmi" "Ssmi_3A" "E" 12 0 4.06 245 6 3500.76429924618 1328.55688447193 1667.84921870736 1.2553841225777 0.31 0.0293 0.13 4.63 -1.11733744698828 0.376468462 0.066468462 "wet" "high" 0.179531748088101 0.538813680789302 "sfr" 1 "E112" NA NA NA 0.881318758953821 0.249740528331436
"753" "ssem" "Ssem_ou" "E" 15 0 3.34 200 4 381.695554471765 445.744231976914 628.389709289865 1.40975398941878 0.72 0.014 0.12 5.16 -4.64913263523571 0.770464829 0.050464829 "wet" "high" NA 0.262184243133589 "mal" 1 "E113" NA NA NA 1.02239348582335 0.257097042694379
"754" "pmal" "8_m_Pmal_8" "E" 15 1 3.24 310 8 2360.6588036992 918.469192150815 887.530520336461 0.966314959632011 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" -0.00326626581624047 0.566559221142938 "sfr" 0 "E114" NA NA NA 1.10821933463314 0.307792273027868
"755" "sbec" "SHOREABECCARINA_Sbec" "E" 0 0 3.91 281 6 2120.41335344382 1686.32010910599 1154.32930241349 0.684525610635968 0.41 0.037 0.1 5.37 -1.58199721886186 0.450719621 0.040719621 "dry" "high" 0.0591079918641213 0.427411112074392 "sfr" 1 "E115" NA NA NA 0.723698094365868 0.326628969784602
"756" "spar" "SP_m_5" "E" 0 0 4.36 461 10 2479.27866274448 1965.92649016595 1513.96067412855 0.770100347953881 0.36 0.0423 0.2 4.81 -1.32952049012629 0.453002611 0.093002611 "dry" "high" 0.164323807941168 0.41604458320241 "mal" 1 "E116" NA NA NA 1.18152048315931 0.298487653517437
"757" "ssmi" "Ssmi_Tawau" "E" 6 0 4.82 325 7 4450.65249949766 2259.32357583299 2163.12407365089 0.957421104612414 0.31 0.0293 0.13 4.63 -1.11733744698828 0.347928437 0.037928437 "wet" "high" 0.194405931033527 0.501589345862225 "taw" 1 "E117" NA NA NA 0.881318758953821 0.249740528331436
"758" "sjoh" "8m_SJoh_6" "E" 0 0 4.57 340 6 1428.87963355141 1145.83926196234 1045.81400363299 0.912705680761847 0.4 0.0449 0.19 4.73 -1.52793042721657 0.406784632 0.00678463199999996 "dry" "high" 0.144472357414385 0.394660033026673 "sfr" 1 "E118" NA NA NA 1.44202945767578 0.242364619261867
"759" "slep" "8P_Slep_4" "E" 0 0 4.73 510 13 7424.43572454815 2018.04710360146 1312.45324711197 0.650358083698706 0.42 0.055 0.25 4.44 -1.63797719837667 0.243800016 -0.176199984 "dry" "high" 0.125704437305591 0.690328205820375 "sfr" 1 "E119" NA NA NA 1.03017923451197 0.246401415393927
"760" "dry" "DL_m_2" "E" 0 0 5.58 512 18 4314.74051751441 3856.8414958158 2118.34960634417 0.54924466267082 0.59 0.0372 0.12 5.43 -2.95831330249817 0.458183212 -0.131816788 "dry" "high" 0.0935945922406044 0.419316733773489 "mal" 1 "E120" NA NA NA 0.736364768672071 0.361645549985552
"761" "dry" "DL_m_2" "E" 15 0 5.42 568 13 3300.45867522963 3332.68354015678 1816.88441897139 0.5451716003272 0.59 0.0372 0.12 5.43 -2.95831330249817 0.507105943 -0.082894057 "wet" "high" 0.147024308270443 0.390585594347119 "mal" 1 "E121" NA NA NA 0.736364768672071 0.361645549985552
"762" "sjoh" "ou_SJoh_23A" "E" 15 1 3.7 362 4 692.338755596886 882.610185922031 792.270220183871 0.897644546619655 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.292469225831576 "sfr" 0 "E122" NA NA NA 1.44202945767578 0.242364619261867
"763" "ptom" "Ptom_1_RDC" "E" 15 1 3.46 146 4 556.007479944603 329.342625851238 435.786047263039 1.32319965002004 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" 0.147213855165453 0.420855548201642 "sfr" 0 "E123" NA NA NA 1.25739196337714 0.290252763040932
"764" "sxan" "8m_Sxan_3" "E" 6 0 3.87 223 5 1201.35557741474 788.927680918524 786.562225253936 0.99700168250931 0.51 0.006 0.16 6.96 -2.23989199255121 0.602368866 0.0923688659999999 "wet" "high" 0.0812814139307099 0.43263321078377 "sfr" 1 "E124" NA NA NA 1.13561314857521 0.36920464173473
"765" "slep" "8Q_Slep_4" "E" 18 1 3.2 410 6 886.703031587953 784.987624628105 602.244905243122 0.767203056899707 0.42 0.055 0.25 4.44 -1.63797719837667 0.460844699 0.040844699 "wet" "high" 0.0445437361887508 0.389942022375936 "sfr" 0 "E125" NA NA NA 1.03017923451197 0.246401415393927
"766" "sjoh" "8L_SJoh_50" "E" 3 0 3.18 380 4 625.218032398994 824.423400487554 706.7560347381 0.85727313698293 0.4 0.0449 0.19 4.73 -1.52793042721657 0.460358403 0.060358403 "wet" "high" 0.156969808799101 0.289936359964147 "sfr" 1 "E126" NA NA NA 1.44202945767578 0.242364619261867
"767" "sjoh" "8m_SJoh_7" "E" 15 0 4.34 368 8 2549.31192555344 1282.96818223637 1101.35107243112 0.858439895610919 0.4 0.0449 0.19 4.73 -1.52793042721657 0.572668513 0.172668513 "wet" "high" 0.0294698267802474 0.516721220624214 "sfr" 1 "E127" NA NA NA 1.44202945767578 0.242364619261867
"768" "ssem" "SS" "E" 21 1 3.47 208 6 738.343150008214 530.830891579263 705.058138536368 1.3282161036988 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.373990028853596 "sfr" 0 "E128" NA NA NA 1.02239348582335 0.257097042694379
"769" "ssmi" "Ssmi_m_2" "E" 21 0 4.58 305 4 2090.89520854839 1725.29863740754 1812.230699894 1.05038667544367 0.31 0.0293 0.13 4.63 -1.11733744698828 0.423759748 0.113759748 "wet" "high" -0.0167805684701711 0.371488538491663 "sfr" 1 "E129" NA NA NA 0.881318758953821 0.249740528331436
"770" "ssem" "SS" "E" 21 1 4.39 371 10 3119.05726466441 1484.3077616576 1246.33614400852 0.839675016329952 0.72 0.014 0.12 5.16 -4.64913263523571 0.664771651 -0.055228349 "wet" "high" -0.0218628972567522 0.533199418883849 "sfr" 0 "E130" NA NA NA 1.02239348582335 0.257097042694379
"771" "sbec" "SHOREABECCARINA_Sbec" "E" 6 0 3.47 241 3 573.072741811073 1169.21720443969 899.413245761305 0.769243937179594 0.41 0.037 0.1 5.37 -1.58199721886186 0.924362725 0.514362725 "wet" "high" -0.00778327433828663 0.216933054229529 "sfr" 1 "E131" NA NA NA 0.723698094365868 0.326628969784602
"772" "slep" "12I_Slep_3" "E" 21 0 5.01 515 12 5186.18643937353 2035.58511025896 1363.98747345404 0.670071453450806 0.42 0.055 0.25 4.44 -1.63797719837667 0.326425247 -0.093574753 "wet" "high" 0.110500873994405 0.604045189881084 "sfr" 1 "E132" NA NA NA 1.03017923451197 0.246401415393927
"773" "sxan" "8n_Sxan" "E" 21 1 3.14 180 6 1499.06671441195 457.175901577025 593.600287993248 1.29840677504135 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.587905518442246 "sfr" 0 "E133" NA NA NA 1.13561314857521 0.36920464173473
"774" "sxan" "Sxan_1_RDC" "E" 15 1 3.77 273 5 1277.68222064523 880.991078608663 810.413992719751 0.919888989113972 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.15101806977864 0.430328277682909 "sfr" 0 "E134" NA NA NA 1.13561314857521 0.36920464173473
"775" "ssmi" "Ssmi_Tawau" "E" 12 0 5.34 481 7 4929.36399791481 3756.35959585335 2877.45209522025 0.766021468870199 0.31 0.0293 0.13 4.63 -1.11733744698828 0.351787846 0.041787846 "wet" "high" 0.0937056026519116 0.426298460777434 "taw" 1 "E135" NA NA NA 0.881318758953821 0.249740528331436
"776" "pmal" "9j_Pmal_1" "E" 6 0 4.3 358 7 2035.83845036651 1378.3414314344 1230.19998893416 0.892521954922248 0.39 0.0313 0.15 4.96 -1.47571143778228 0.577311652 0.187311652 "wet" "high" 0.14713132927337 0.438344516820132 "sfr" 1 "E136" NA NA NA 1.10821933463314 0.307792273027868
"777" "spar" "9P_Spar_2" "E" 18 1 2.88 253 6 2392.26076951658 1223.7353552217 2016.48557510689 1.64781181364297 0.36 0.0423 0.2 4.81 -1.32952049012629 0.40015273 0.04015273 "wet" "high" -0.0243052935601283 0.424725884077411 "sfr" 0 "E137" NA NA NA 1.18152048315931 0.298487653517437
"778" "dry" "DL_m_7" "E" 9 0 5.06 525 9 2100.88404055531 2337.2461094464 1355.39485044539 0.579911052142655 0.59 0.0372 0.12 5.43 -2.95831330249817 0.509153622 -0.0808463779999999 "wet" "high" 0.15997545143656 0.362626214678142 "mal" 1 "E138" NA NA NA 0.736364768672071 0.361645549985552
"779" "sbec" "Sbec_Sfr" "E" 12 1 3.53 193 6 1837.71557917119 1149.88300076378 956.834266652911 0.832114455137921 0.41 0.037 0.1 5.37 -1.58199721886186 0.344396977 -0.065603023 "wet" "high" -0.0619048838640684 0.465901094186684 "sfr" 0 "E139" NA NA NA 0.723698094365868 0.326628969784602
"780" "spar" "9P_Spar_2" "E" 3 0 3.44 253 8 2614.7771536215 1187.22406626453 1661.42911050965 1.39942337568775 0.36 0.0423 0.2 4.81 -1.32952049012629 0.393867645 0.033867645 "wet" "high" 0.1502987867088 0.478596229016455 "sfr" 1 "E140" NA NA NA 1.18152048315931 0.298487653517437
"781" "ssem" "SS" "E" 0 0 3.77 296 8 1580.0052968386 883.548035415004 912.638848139041 1.03292499282212 0.72 0.014 0.12 5.16 -4.64913263523571 0.490732244 -0.229267756 "dry" "high" 0.169717669575026 0.4679844074086 "sfr" 1 "E141" NA NA NA 1.02239348582335 0.257097042694379
"782" "sxan" "8L_Sxan_10" "E" 9 0 3.42 190 5 1120.03671475766 537.609480938444 640.487283353561 1.19136158505898 0.51 0.006 0.16 6.96 -2.23989199255121 0.665285833 0.155285833 "wet" "high" 0.0523645922067325 0.487367998842619 "sfr" 1 "E142" NA NA NA 1.13561314857521 0.36920464173473
"783" "pmal" "Pm_m_5" "E" 6 0 4.59 400 5 1300.79165988292 1519.72486429415 1308.70985598258 0.861149203208189 0.39 0.0313 0.15 4.96 -1.47571143778228 0.459404361 0.069404361 "wet" "high" NA 0.315020669763479 "mal" 1 "E143" NA NA NA 1.10821933463314 0.307792273027868
"784" "sxan" "8n_Sxan" "E" 3 1 3.55 212 8 2831.75566061517 724.33036529108 774.174911493138 1.06881465777294 0.51 0.006 0.16 6.96 -2.23989199255121 0.542555531 0.032555531 "wet" "high" -0.0460631746099858 0.653945732498012 "sfr" 0 "E144" NA NA NA 1.13561314857521 0.36920464173473
"785" "slep" "SL_m_114" "E" 9 0 3.88 465 9 2604.99711426094 1264.13352227354 859.690260574467 0.680062861578354 0.42 0.055 0.25 4.44 -1.63797719837667 0.364954113 -0.055045887 "wet" "high" 0.149741911418957 0.550876671149367 "mal" 1 "E145" NA NA NA 1.03017923451197 0.246401415393927
"786" "spar" "SP_m_7" "E" 6 0 4.07 280 6 1255.59932344847 1023.45860991659 1178.38854029614 1.15137879429455 0.36 0.0423 0.2 4.81 -1.32952049012629 0.398645426 0.038645426 "wet" "high" 0.181387099608902 0.363157993338036 "mal" 1 "E146" NA NA NA 1.18152048315931 0.298487653517437
"787" "ssmi" "Ssmi_5" "E" 0 0 6.01 350 7 3596.48098511065 3386.69012850825 2683.74772926868 0.792439705858416 0.31 0.0293 0.13 4.63 -1.11733744698828 0.410517187 0.100517187 "dry" "high" 0.129928998234016 0.372040051598939 "sfr" 1 "E147" NA NA NA 0.881318758953821 0.249740528331436
"788" "spar" "SP_m_5" "E" 9 0 3.03 365 9 5070.74127304778 2112.38487711834 2436.33497077133 1.15335751413583 0.36 0.0423 0.2 4.81 -1.32952049012629 0.470735368 0.110735368 "wet" "high" 0.149523787768197 0.527133610635522 "mal" 1 "E148" NA NA NA 1.18152048315931 0.298487653517437
"789" "dry" "DL_m_3" "E" 15 0 4.31 495 13 3035.01348445908 2216.82696438035 1271.16135625049 0.573414784588659 0.59 0.0372 0.12 5.43 -2.95831330249817 0.527021452 -0.062978548 "wet" "high" 0.142740222175739 0.46527865163104 "mal" 1 "E149" NA NA NA 0.736364768672071 0.361645549985552
"790" "ssem" "SS" "E" 3 0 2.19 170 8 1068.44729417025 296.74873128932 545.297135008029 1.83757191695078 0.72 0.014 0.12 5.16 -4.64913263523571 0.624037639 -0.095962361 "wet" "high" 0.38127858356336 0.559252090653255 "sfr" 1 "E150" NA NA NA 1.02239348582335 0.257097042694379
"791" "slep" "9P_Slep_2" "E" 6 0 3.26 236 3 236.605985611761 360.070914364425 433.816591148145 1.20480875805782 0.42 0.055 0.25 4.44 -1.63797719837667 0.47651488 0.05651488 "wet" "high" 0.159553934975965 0.229604541561548 "sfr" 1 "E151" NA NA NA 1.03017923451197 0.246401415393927
"792" "spar" "9Q_Spar_10" "E" 6 0 3.51 325 7 2246.17160515014 1441.78382852077 1700.46498667398 1.17941743625923 0.36 0.0423 0.2 4.81 -1.32952049012629 0.507348938 0.147348938 "wet" "high" NA 0.416851587279519 "sfr" 1 "E152" NA NA NA 1.18152048315931 0.298487653517437
"793" "ptom" "9I_Ptom_5" "E" 18 1 3.71 267 5 1009.56103846908 605.04479106152 612.71353782177 1.01267467611248 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.453262811461633 "sfr" 0 "E153" NA NA NA 1.25739196337714 0.290252763040932
"794" "ptom" "Ptom_4" "E" 12 0 4.06 278 4 802.481672674347 712.337978282641 731.604029362228 1.02704622197182 0.31 0.0262 0.13 4.92 -1.11733744698828 0.498637279 0.188637279 "wet" "high" -0.00309580978589035 0.357226323647156 "sfr" 1 "E154" NA NA NA 1.25739196337714 0.290252763040932
"795" "spar" "Sp_m_3" "E" 3 0 4.25 408 6 1345.68253406424 1444.9211649531 1279.063889515 0.885213616174358 0.36 0.0423 0.2 4.81 -1.32952049012629 0.193735317 -0.166264683 "wet" "high" 0.152501114695894 0.330661535565252 "mal" 1 "E155" NA NA NA 1.18152048315931 0.298487653517437
"796" "ssmi" "Ssmi_4" "E" 0 0 5 349 5 2769.02766398667 2305.86004883699 2127.49495145121 0.922647041187195 0.31 0.0293 0.13 4.63 -1.11733744698828 0.45892562 0.14892562 "dry" "high" 0.122360939917722 0.384459947917174 "sfr" 1 "E156" NA NA NA 0.881318758953821 0.249740528331436
