"index" "site" "blockN" "blockL" "plot" "sp" "sdlrep" "wl" "origin" "mother" "name" "poss" "x" "y" "ztopo" "per.water.feb" "per.water.mar" "per.water.may" "light" "sand" "time" "mortality" "f.time" "height" "dia" "Tbio" "cdia" "rgr" "flood" "wden"
"6912" 806 "A1" 6 "f" 11 "Swal" 2 "L" NA "Swal1" "Swal2" 64 280 280 12.6 35.919755965 22.15 NA 41 35.905 9 NA "9" 185 NA 0 NA NA "dry" "Swal"
"6913" 1175 "A1" 7 "g" 14 "Slep" 3 "H" "All" "8PSlep2a" "eSlep3" 1 0 0 91.9266666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 195 3.14467804393391 48.1518189201015 3.91499680715068 0.982910675851847 "dry" "Slep"
"6914" 1111 "A1" 7 "g" 14 "Ptom" 3 "H" "All" "PtomRDC1a" "ePtom3" 2 0 40 93.9266666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 195 NA 0 NA NA "dry" "Ptom"
"6915" 1143 "A1" 7 "g" 14 "Ssmi" 3 "H" "All" "Ssmi4a" "fSsmi3" 3 0 80 95.9266666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 310 2.14606616859779 0 NA NA "dry" "Ssmi"
"6916" 55 "A1" 7 "g" 14 "Pmal" 1 "H" "Mud" "9PmalRDC1m" "aPmal1" 4 0 120 100.926666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 320 NA 0 NA NA "dry" "Pmal"
"6917" 119 "A1" 7 "g" 14 "Ssmi" 1 "H" "Mud" "90Ssmi10m" "bSsmi1" 5 0 160 103.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 250 4.31739504794268 91.1005320873275 5.38499767873673 1.19606613880793 "dry" "Ssmi"
"6918" 407 "A1" 7 "g" 14 "Dry" 1 "H" NA "Dry1" "Dry1" 6 0 200 103.926666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 300 2.14958135458977 0 NA NA "dry" "Dry"
"6919" 1367 "A1" 7 "g" 14 "Ssem" 3 "H" "All" "Ssem1" "Ssem3" 7 0 240 103.126666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 3.1548375552475 50.2654824574367 4 1.00331535890924 "dry" "Ssem"
"6920" 1591 "A1" 7 "g" 14 "Pmal" 4 "H" "All" "9LPmal9a" "ePmal4" 8 0 280 103.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 195 2.9298464123568 42.5443901927091 3.6799864130184 0.944592392504724 "dry" "Pmal"
"6921" 887 "A1" 7 "g" 14 "Spau" 2 "H" NA "Spau1" "Spau2" 9 40 0 94.9266666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA NA 0 NA NA "dry" "Spau"
"6922" 567 "A1" 7 "g" 14 "Pmal" 2 "H" "Mud" "8MPmal8m" "dPmal2" 10 40 40 96.7266666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA NA 0 NA NA "dry" "Pmal"
"6923" 1975 "A1" 7 "g" 14 "Sgib" 4 "H" "Mud" "Sgib1" "Sgib4" 11 40 80 98.9266666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 1.46782151503512 0 NA NA "dry" "Sgib"
"6924" 1047 "A1" 7 "g" 14 "Sxan" 3 "H" "All" "Sxan2OUa" "gSxan3" 12 40 120 101.526666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 130 NA 0 NA NA "dry" "Sxan"
"6925" 1207 "A1" 7 "g" 14 "Spar" 3 "H" "Mud" "9PSpar2" "cSpar3" 13 40 160 107.426666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 2.6893121797218 0 NA NA "dry" "Spar"
"6926" 599 "A1" 7 "g" 14 "Ptom" 2 "H" "Mud" "9JPtom14m" "dPtom2" 14 40 200 105.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 224 3.13840723934929 57.9529596807709 4.29499708963813 1.07621240361599 "dry" "Ptom"
"6927" 1815 "A1" 7 "g" 14 "Sfal" 4 "H" "Mud" "Sfal1" "Sfal4" 15 40 240 101.426666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 270 NA 0 NA NA "dry" "Sfal"
"6928" 663 "A1" 7 "g" 14 "Slep" 2 "H" "Mud" "9PSlep2m" "aSlep2" 16 40 280 103.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 275 2.73954375763557 37.7185897175298 3.46499639249451 0.906781126606363 "dry" "Slep"
"6929" 823 "A1" 7 "g" 14 "Swal" 2 "H" NA "Swal1" "Swal2" 17 80 0 97.9266666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 3.69666065524008 0 NA NA "dry" "Swal"
"6930" 1783 "A1" 7 "g" 14 "Smec" 4 "H" "All" "Smec1" "Smec4" 18 80 40 102.726666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA NA 0 NA NA "dry" "Smec"
"6931" 919 "A1" 7 "g" 14 "Dry" 2 "H" NA "Dry1" "Dry2" 19 80 80 105.926666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 3.18775783270938 73.4397548259072 4.83493536668279 1.18942849571291 "dry" "Dry"
"6932" 1335 "A1" 7 "g" 14 "Swal" 3 "H" NA "Swal1" "Swal3" 20 80 120 107.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 275 4.5140225963103 91.2686072942946 5.38996289412089 1.18214227261911 "dry" "Swal"
"6933" 983 "A1" 7 "g" 14 "Sbec" 2 "H" "Mud" "Sbec1" "Sbec2" 21 80 160 108.726666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 272 3.87 65.7554191952265 4.57499726775875 1.06952126583554 "dry" "Sbec"
"6934" 1943 "A1" 7 "g" 14 "Dry" 4 "H" NA "Dry1" "Dry4" 22 80 200 105.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 25 3.53949148890063 66.6206138120252 4.60499728555838 1.10581439037706 "dry" "Dry"
"6935" 1463 "A1" 7 "g" 14 "Sgib" 3 "H" "Mud" "Sgib1" "Sgib3" 23 80 240 106.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 1.77499295773251 18.3223966742664 2.41499482401102 0.690431658687291 "dry" "Sgib"
"6936" 855 "A1" 7 "g" 14 "Ssem" 2 "H" "All" "Ssem1" "Ssem2" 24 80 280 106.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 133 1.50996688705415 10.2921716924255 1.81 0.45596427145001 "dry" "Ssem"
"6937" 151 "A1" 7 "g" 14 "Slep" 1 "H" "Mud" "Slep1RDCm" "dSlep1" 25 120 0 99.0266666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 165 2.01007462548036 21.5648344520364 2.61998091596103 0.730443084266655 "dry" "Slep"
"6938" 247 "A1" 7 "g" 14 "Smec" 1 "H" "All" "Smec1" "Smec1" 26 120 40 106.626666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 242 NA 0 NA NA "dry" "Smec"
"6939" 1015 "A1" 7 "g" 14 "Smac" 2 "H" "Mud" "Smac1" "Smac2" 27 120 80 108.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 405 3.03351281520286 45.0070846738581 3.78499669748865 0.961137916712474 "dry" "Smac"
"6940" 535 "A1" 7 "g" 14 "Sxan" 2 "H" "Mud" "Sxan1RDCm" "aSxan2" 28 120 120 105.126666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 295 3.53591572297757 66.0431890822954 4.58499727371784 1.10179874093534 "dry" "Sxan"
"6941" 215 "A1" 7 "g" 14 "Sacu" 1 "H" "Mud" "8MSacu2" "aSacu1" 29 120 160 106.126666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 405 0.987927122818278 0 NA NA "dry" "Sacu"
"6942" 503 "A1" 7 "g" 14 "Smac" 1 "H" "Mud" "Smac1" "Smac1" 30 120 200 106.326666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 220 NA 0 NA NA "dry" "Smac"
"6943" 951 "A1" 7 "g" 14 "Sgib" 2 "H" "Mud" "Sgib1" "Sgib2" 31 120 240 107.926666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 251 NA 0 NA NA "dry" "Sgib"
"6944" 279 "A1" 7 "g" 14 "Sfal" 1 "H" "Mud" "Sfal1" "Sfal1" 32 120 280 107.926666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 2.47345911629847 23.0721706072288 2.71 0.695076093936824 "dry" "Sfal"
"6945" 1079 "A1" 7 "g" 14 "Pmal" 3 "H" "All" "AllPmal1a" "fPmal3" 33 160 0 98.4266666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 3.17773504244769 0 NA NA "dry" "Pmal"
"6946" 1495 "A1" 7 "g" 14 "Sbec" 3 "H" "Mud" "Sbec1" "Sbec3" 34 160 40 102.426666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" 290 2.44069662186844 0 NA NA "dry" "Sbec"
"6947" 2039 "A1" 7 "g" 14 "Smac" 4 "H" "Mud" "Smac1" "Smac4" 35 160 80 107.426666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 121 NA 0 NA NA "dry" "Smac"
"6948" 1303 "A1" 7 "g" 14 "Sfal" 3 "H" "Mud" "Sfal1" "Sfal3" 36 160 120 108.426666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA NA 0 NA NA "dry" "Sfal"
"6949" 2007 "A1" 7 "g" 14 "Sbec" 4 "H" "Mud" "Sbec1" "Sbec4" 37 160 160 109.726666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA 2.54460212999989 0 NA NA "dry" "Sbec"
"6950" 87 "A1" 7 "g" 14 "Ptom" 1 "H" "Mud" "Ptom3RCDm" "cPtom1" 38 160 200 110.626666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 145 3.02985148150862 41.0549611156421 3.61499654218369 0.915586364985835 "dry" "Ptom"
"6951" 311 "A1" 7 "g" 14 "Swal" 1 "H" NA "Swal1" "Swal1" 39 160 240 114.626666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 129 4.60265140978545 110.47379150422 5.93 1.27114670271771 "dry" "Swal"
"6952" 1271 "A1" 7 "g" 14 "Smec" 3 "H" "All" "Smec1" "Smec3" 40 160 280 113.926666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 5.34587691590444 105.137168063567 5.78499783923901 1.19649278917967 "dry" "Smec"
"6953" 439 "A1" 7 "g" 14 "Sgib" 1 "H" "Mud" "Sgib1" "Sgib1" 41 200 0 98.4266666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA 1.51986841535707 0 NA NA "dry" "Sgib"
"6954" 1623 "A1" 7 "g" 14 "Ptom" 4 "H" "All" "Allptom4a" "hPtom4" 42 200 40 103.626666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 3.37314393407693 68.8084189359851 4.68 1.13801636739944 "dry" "Ptom"
"6955" 1399 "A1" 7 "g" 14 "Spau" 3 "H" NA "Spau1" "Spau3" 43 200 80 109.226666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" 248 1.89997368402828 16.8364233491184 2.31499460042567 0.625460676584279 "dry" "Spau"
"6956" 1751 "A1" 7 "g" 14 "Sacu" 4 "H" "Mud" "9OSacu3" "bSacu4" 44 200 120 110.926666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 206 NA 0 NA NA "dry" "Sacu"
"6957" 1239 "A1" 7 "g" 14 "Sacu" 3 "H" "Mud" "9OSacu3" "bSacu3" 45 200 160 111.126666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 1.38426876003181 19.0889452817423 2.46499492900087 0.793799073919639 "dry" "Sacu"
"6958" 631 "A1" 7 "g" 14 "Ssmi" 2 "H" "Mud" "90Ssmi10m" "bSsmi2" 46 200 200 111.926666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" 345 2.64575131106459 27.3397100678652 2.95 0.757486812175843 "dry" "Ssmi"
"6959" 1431 "A1" 7 "g" 14 "Dry" 3 "H" NA "Dry1" "Dry3" 47 200 240 114.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 115 2.26406713681375 36.5307535352075 3.41 0.954324686638445 "dry" "Dry"
"6960" 183 "A1" 7 "g" 14 "Spar" 1 "H" "Mud" "9QSpar10" "aSpar1" 48 200 280 103.026666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" 345 1.30491379025589 0 NA NA "dry" "Spar"
"6961" 375 "A1" 7 "g" 14 "Spau" 1 "H" NA "Spau1" "Spau1" 49 240 0 103.426666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 2.52459897805572 0 NA NA "dry" "Spau"
"6962" 1879 "A1" 7 "g" 14 "Ssem" 4 "H" "All" "Ssem1" "Ssem4" 50 240 40 107.526666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 320 NA 0 NA NA "dry" "Ssem"
"6963" 759 "A1" 7 "g" 14 "Smec" 2 "H" "All" "Smec1" "Smec2" 51 240 80 112.426666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 150 4.98427527329701 0 NA NA "dry" "Smec"
"6964" 727 "A1" 7 "g" 14 "Sacu" 2 "H" "Mud" "8MSacu2" "aSacu2" 52 240 120 111.126666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" 300 1.59430235526389 0 NA NA "dry" "Sacu"
"6965" 1719 "A1" 7 "g" 14 "Spar" 4 "H" "Mud" "9PSpar2" "cSpar4" 53 240 160 112.426666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 2.08846833828047 26.5119004036443 2.90499569707082 0.820954927484023 "dry" "Spar"
"6966" 1559 "A1" 7 "g" 14 "Sxan" 4 "H" "All" "9KSxan2a" "hSxan4" 54 240 200 115.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 170 2.09470761682866 48.1455357347943 3.91474137076768 1.1182779390669 "dry" "Sxan"
"6967" 1655 "A1" 7 "g" 14 "Ssmi" 4 "H" "All" "Ssmi3a" "dSsmi4" 55 240 240 116.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 240 4.27981308003048 82.6769797052572 5.13 1.1504692139327 "dry" "Ssmi"
"6968" 1911 "A1" 7 "g" 14 "Spau" 4 "H" NA "Spau1" "Spau4" 56 240 280 112.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 120 2.7219110933313 37.9366162476889 3.47499640287584 0.911815363393589 "dry" "Spau"
"6969" 471 "A1" 7 "g" 14 "Sbec" 1 "H" "Mud" "Sbec1" "Sbec1" 57 280 0 101.926666666667 26.06290869 19.2 18.65 12 42.769 9 NA "9" NA 3.08766902371352 0 NA NA "dry" "Sbec"
"6970" 791 "A1" 7 "g" 14 "Sfal" 2 "H" "Mud" "Sfal1" "Sfal2" 58 280 40 108.226666666667 26.06290869 19.2 18.65 12 42.769 9 1 "9" NA 2.49711833920621 0 NA NA "dry" "Sfal"
"6971" 1687 "A1" 7 "g" 14 "Slep" 4 "H" "All" "12HSlep8a" "fSlep4" 59 280 80 111.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 2.70798818313522 31.8689441965456 3.1849960753508 0.826382393009964 "dry" "Slep"
"6972" 23 "A1" 7 "g" 14 "Sxan" 1 "H" "Mud" "8MSxan9m" "bSxan1" 60 280 120 115.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" NA 3.01860895115614 29.4166169711534 3.06 0.750149544940143 "dry" "Sxan"
"6973" 1527 "A1" 7 "g" 14 "Smac" 3 "H" "Mud" "Smac1" "Smac3" 61 280 160 118.426666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 315 3.15643786569608 42.5443901927091 3.6799864130184 0.919761015367831 "dry" "Smac"
"6974" 1847 "A1" 7 "g" 14 "Swal" 4 "H" NA "Swal1" "Swal4" 62 280 200 119.126666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 195 4.04425518482699 75.8920820512993 4.91499745676435 1.12652543573826 "dry" "Swal"
"6975" 343 "A1" 7 "g" 14 "Ssem" 1 "H" "All" "Ssem1" "Ssem1" 63 280 240 121.026666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 120 2.49258901546163 25.6071217194104 2.85499562171293 0.744629664375901 "dry" "Ssem"
"6976" 695 "A1" 7 "g" 14 "Spar" 2 "H" "Mud" "Spar1RDC" "bSpar2" 64 280 280 123.026666666667 26.06290869 19.2 18.65 12 42.769 9 0 "9" 145 1.7893015397076 19.1662284610206 2.46997975700207 0.710268174252693 "dry" "Spar"
"6977" 1671 "A1" 7 "g" 13 "Slep" 4 "L" "All" "12HSlep8a" "fSlep4" 1 0 0 31.9266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 3.57496853133003 67.055410235282 4.62 1.10574258053296 "dry" "Slep"
"6978" 231 "A1" 7 "g" 13 "Smec" 1 "L" "All" "Smec1" "Smec1" 2 0 40 32.5266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 4.62302930987897 0 NA NA "dry" "Smec"
"6979" 359 "A1" 7 "g" 13 "Spau" 1 "L" NA "Spau1" "Spau1" 3 0 80 30.9266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA NA 0 NA NA "dry" "Spau"
"6980" 1927 "A1" 7 "g" 13 "Dry" 4 "L" NA "Dry1" "Dry4" 4 0 120 29.6266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 115 3.67733599226397 72.2314982913365 4.79499739311712 1.13351030637431 "dry" "Dry"
"6981" 711 "A1" 7 "g" 13 "Sacu" 2 "L" "Mud" "8MSacu2" "aSacu2" 5 0 160 29.6266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 193 1.89 0 NA NA "dry" "Sacu"
"6982" 71 "A1" 7 "g" 13 "Ptom" 1 "L" "Mud" "9IPtom5m" "aPtom1" 6 0 200 27.3266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA NA 0 NA NA "dry" "Ptom"
"6983" 1255 "A1" 7 "g" 13 "Smec" 3 "L" "All" "Smec1" "Smec3" 7 0 240 27.4266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 4.87499743589676 103.507938113415 5.74 1.21941935083822 "dry" "Smec"
"6984" 199 "A1" 7 "g" 13 "Sacu" 1 "L" "Mud" "8MSacu2" "aSacu1" 8 0 280 25.3266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 150 NA 0 NA NA "dry" "Sacu"
"6985" 935 "A1" 7 "g" 13 "Sgib" 2 "L" "Mud" "Sgib1" "Sgib2" 9 40 0 31.2266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 1.2 0 NA NA "dry" "Sgib"
"6986" 615 "A1" 7 "g" 13 "Ssmi" 2 "L" "Mud" "9HSsmi4m" "cSsmi2" 10 40 40 32.1266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 2.92793442549522 42.3137972919356 3.67 0.942092595338453 "dry" "Ssmi"
"6987" 1415 "A1" 7 "g" 13 "Dry" 3 "L" NA "Dry1" "Dry3" 11 40 80 30.2266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 2.78955193534732 39.4803948776629 3.54499647390516 0.923576836554322 "dry" "Dry"
"6988" 455 "A1" 7 "g" 13 "Sbec" 1 "L" "Mud" "Sbec1" "Sbec1" 12 40 120 25.7266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 2.101999048525 0 NA NA "dry" "Sbec"
"6989" 295 "A1" 7 "g" 13 "Swal" 1 "L" NA "Swal1" "Swal1" 13 40 160 26.4266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA NA 0 NA NA "dry" "Swal"
"6990" 1159 "A1" 7 "g" 13 "Slep" 3 "L" "All" "8PSlep2a" "eSlep3" 14 40 200 26.4266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 2.90086194087206 0 NA NA "dry" "Slep"
"6991" 551 "A1" 7 "g" 13 "Pmal" 2 "L" "Mud" "8LPmal9m" "bPmal2" 15 40 240 26.1266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 248 NA 0 NA NA "dry" "Pmal"
"6992" 391 "A1" 7 "g" 13 "Dry" 1 "L" NA "Dry1" "Dry1" 16 40 280 24.7266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" 210 2.90938137754403 0 NA NA "dry" "Dry"
"6993" 1351 "A1" 7 "g" 13 "Ssem" 3 "L" "All" "Ssem1" "Ssem3" 17 80 0 30.1266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 3.82481372095426 0 NA NA "dry" "Ssem"
"6994" 487 "A1" 7 "g" 13 "Smac" 1 "L" "Mud" "Smac1" "Smac1" 18 80 40 27.8266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 3.34785005637947 0 NA NA "dry" "Smac"
"6995" 1959 "A1" 7 "g" 13 "Sgib" 4 "L" "Mud" "Sgib1" "Sgib4" 19 80 80 27.6266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 165 NA 0 NA NA "dry" "Sgib"
"6996" 327 "A1" 7 "g" 13 "Ssem" 1 "L" "All" "Ssem1" "Ssem1" 20 80 120 26.1266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 205 2.41383512278697 33.3872759260255 3.25998466254061 0.887983550651033 "dry" "Ssem"
"6997" 775 "A1" 7 "g" 13 "Sfal" 2 "L" "Mud" "Sfal1" "Sfal2" 21 80 160 25.5266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 1.33996268604764 10.1784460383656 1.79997222200788 0.490223976784532 "dry" "Sfal"
"6998" 39 "A1" 7 "g" 13 "Pmal" 1 "L" "Mud" "9LPmal7m" "cPmal1" 22 80 200 24.6266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 96 NA 0 NA NA "dry" "Pmal"
"6999" 1031 "A1" 7 "g" 13 "Sxan" 3 "L" "All" "11HSxan1a" "iSxan3" 23 80 240 24.9266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 240 3.59998611108432 0 NA NA "dry" "Sxan"
"7000" 1863 "A1" 7 "g" 13 "Ssem" 4 "L" "All" "Ssem1" "Ssem4" 24 80 280 24.1266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 1.53205744017644 0 NA NA "dry" "Ssem"
"7001" 519 "A1" 7 "g" 13 "Sxan" 2 "L" "Mud" "Sxan3RDCm" "eSxan2" 25 120 0 30.9266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 1.21449578014911 0 NA NA "dry" "Sxan"
"7002" 679 "A1" 7 "g" 13 "Spar" 2 "L" "Mud" "Spar1RDC" "bSpar2" 26 120 40 29.6266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 2.81400071073196 0 NA NA "dry" "Spar"
"7003" 1735 "A1" 7 "g" 13 "Sacu" 4 "L" "Mud" "9OSacu3" "bSacu4" 27 120 80 28.0266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 1.36908728720999 0 NA NA "dry" "Sacu"
"7004" 1607 "A1" 7 "g" 13 "Ptom" 4 "L" "All" "PtomRDC4a" "fPtom4" 28 120 120 26.8266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA NA 0 NA NA "dry" "Ptom"
"7005" 263 "A1" 7 "g" 13 "Sfal" 1 "L" "Mud" "Sfal1" "Sfal1" 29 120 160 27.6266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 70 1.17281712129385 0 NA NA "dry" "Sfal"
"7006" 1991 "A1" 7 "g" 13 "Sbec" 4 "L" "Mud" "Sbec1" "Sbec4" 30 120 200 28.3266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" 268 2.96725462338506 0 NA NA "dry" "Sbec"
"7007" 1703 "A1" 7 "g" 13 "Spar" 4 "L" "Mud" "Spar1RDC" "bSpar4" 31 120 240 27.3266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 225 2.07846096908265 26.6033207498637 2.91 0.824277180807398 "dry" "Spar"
"7008" 167 "A1" 7 "g" 13 "Spar" 1 "L" "Mud" "9QSpar10" "aSpar1" 32 120 280 25.3266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 190 1.61462069849237 16.9093082986817 2.32 0.681867163186324 "dry" "Spar"
"7009" 1127 "A1" 7 "g" 13 "Ssmi" 3 "L" "All" "Ssmi5a" "eSsmi3" 33 160 0 30.9266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 2.34923391768466 0 NA NA "dry" "Ssmi"
"7010" 1447 "A1" 7 "g" 13 "Sgib" 3 "L" "Mud" "Sgib1" "Sgib3" 34 160 40 30.1266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA 1.63859696081739 0 NA NA "dry" "Sgib"
"7011" 7 "A1" 7 "g" 13 "Sxan" 1 "L" "Mud" "Sxan3RDCm" "eSxan1" 35 160 80 30.8266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 206 2.19431082574917 46.4453057906715 3.84499674902333 1.08481674990798 "dry" "Sxan"
"7012" 967 "A1" 7 "g" 13 "Sbec" 2 "L" "Mud" "Sbec1" "Sbec2" 36 160 120 30.3266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 195 NA 0 NA NA "dry" "Sbec"
"7013" 1383 "A1" 7 "g" 13 "Spau" 3 "L" NA "Spau1" "Spau3" 37 160 160 28.3266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" NA NA 0 NA NA "dry" "Spau"
"7014" 423 "A1" 7 "g" 13 "Sgib" 1 "L" "Mud" "Sgib1" "Sgib1" 38 160 200 27.8266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 149 1.31499049426222 0 NA NA "dry" "Sgib"
"7015" 1895 "A1" 7 "g" 13 "Spau" 4 "L" NA "Spau1" "Spau4" 39 160 240 26.8266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 320 1.11687062813918 0 NA NA "dry" "Spau"
"7016" 1191 "A1" 7 "g" 13 "Spar" 3 "L" "Mud" "9PSpar2" "cSpar3" 40 160 280 26.2266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 275 NA 0 NA NA "dry" "Spar"
"7017" 1095 "A1" 7 "g" 13 "Ptom" 3 "L" "All" "8LPtom6a" "gPtom3" 41 200 0 32.8266666666667 24.246555825 21.5 NA 18 35.921 9 1 "9" NA 2.67634078547557 0 NA NA "dry" "Ptom"
"7018" 135 "A1" 7 "g" 13 "Slep" 1 "L" "Mud" "8QSlep4m" "cSlep1" 42 200 40 33.0266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 2.79488819096579 0 NA NA "dry" "Slep"
"7019" 1543 "A1" 7 "g" 13 "Sxan" 4 "L" "All" "9KSxan29a" "fSxan4" 43 200 80 32.3266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 2.42967075958863 33.4900060057979 3.26499617151384 0.887340004046672 "dry" "Sxan"
"7020" 1319 "A1" 7 "g" 13 "Swal" 3 "L" NA "Swal1" "Swal3" 44 200 120 29.6266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" 170 3.88871444053173 69.8413746004854 4.71499734888579 1.09805547881354 "dry" "Swal"
"7021" 1063 "A1" 7 "g" 13 "Pmal" 3 "L" "All" "12HPmal1a" "gPmal3" 45 200 160 29.7266666666667 24.246555825 21.5 NA 18 35.921 9 0 "9" NA 4.26410600243474 86.5898333553033 5.24999047618184 1.17481541373709 "dry" "Pmal"
"7022" 1287 "A1" 7 "g" 13 "Sfal" 3 "L" "Mud" "Sfal1" "Sfal3" 46 200 200 29.1266666666667 24.246555825 21.5 NA 18 35.921 9 NA "9" 175 1.34164078649987 0 NA NA "dry" "Sfal"
