"index" "site" "blockN" "blockL" "plot" "sp" "sdlrep" "wl" "origin" "mother" "name" "poss" "x" "y" "ztopo" "per.water.feb" "per.water.mar" "per.water.may" "light" "sand" "time" "mortality" "f.time" "height" "dia" "Tbio" "cdia" "rgr" "flood" "wden"
"657" 1846 "A1" 6 "f" 12 "Swal" 4 "H" NA "Swal1" "Swal4" 17 80 0 33.9 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 68.5146800228744 4.67 NA NA "Swal"
"658" 950 "A1" 6 "f" 12 "Sgib" 2 "H" "Mud" "Sgib1" "Sgib2" 18 80 40 35.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 6.60519855417254 1.45 NA NA "Sgib"
"659" 342 "A1" 6 "f" 12 "Ssem" 1 "H" "All" "Ssem1" "Ssem1" 19 80 80 34.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 11.5811671581934 1.92 NA NA "Ssem"
"660" 694 "A1" 6 "f" 12 "Spar" 2 "H" "Mud" "Spar1RDC" "bSpar2" 20 80 120 34.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 10.6361760879936 1.84 NA NA "Spar"
"661" 54 "A1" 6 "f" 12 "Pmal" 1 "H" "Mud" "8LPmal9m" "bPmal1" 21 80 160 35.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 15.9043128087983 2.25 NA NA "Pmal"
"662" 854 "A1" 6 "f" 12 "Ssem" 2 "H" "All" "Ssem1" "Ssem2" 22 80 200 37.2 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 29.4166169711534 3.06 NA NA "Ssem"
"663" 1142 "A1" 6 "f" 12 "Ssmi" 3 "H" "All" "Ssmi4a" "fSsmi3" 23 80 240 39.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 28.4631436007889 3.01 NA NA "Ssmi"
"664" 566 "A1" 6 "f" 12 "Pmal" 2 "H" "Mud" "9LPmal7m" "cPmal2" 24 80 280 33.2 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 26.2388960020473 2.89 NA NA "Pmal"
"665" 374 "A1" 6 "f" 12 "Spau" 1 "H" NA "Spau1" "Spau1" 25 120 0 37.2 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 14.9301049269201 2.18 NA NA "Spau"
"666" 502 "A1" 6 "f" 12 "Smac" 1 "H" "Mud" "Smac1" "Smac1" 26 120 40 36.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 19.9503699873566 2.52 NA NA "Smac"
"667" 1334 "A1" 6 "f" 12 "Swal" 3 "H" NA "Swal1" "Swal3" 27 120 80 35.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 66.1873881850951 4.59 NA NA "Swal"
"668" 150 "A1" 6 "f" 12 "Slep" 1 "H" "Mud" "8PSlep4m" "bSlep1" 28 120 120 35.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 18.0955736846772 2.4 NA NA "Slep"
"669" 470 "A1" 6 "f" 12 "Sbec" 1 "H" "Mud" "Sbec1" "Sbec1" 29 120 160 36.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 29.8024045490142 3.08 NA NA "Sbec"
"670" 1878 "A1" 6 "f" 12 "Ssem" 4 "H" "All" "Ssem1" "Ssem4" 30 120 200 37.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 35.0463510063863 3.34 NA NA "Ssem"
"671" 886 "A1" 6 "f" 12 "Spau" 2 "H" NA "Spau1" "Spau2" 31 120 240 37.3 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 5.89645525152268 1.37 NA NA "Spau"
"672" 598 "A1" 6 "f" 12 "Ptom" 2 "H" "Mud" "9JPtom14m" "dPtom2" 32 120 280 36.2 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 18.3984232164833 2.42 NA NA "Ptom"
"673" 182 "A1" 6 "f" 12 "Spar" 1 "H" "Mud" "9QSpar10" "aSpar1" 33 160 0 30.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 16.0459986374752 2.26 NA NA "Spar"
"674" 1590 "A1" 6 "f" 12 "Pmal" 4 "H" "All" "AllPmal1a" "fPmal4" 34 160 40 36.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 14.5220120412188 2.15 NA NA "Pmal"
"675" 758 "A1" 6 "f" 12 "Smec" 2 "H" "All" "Smec1" "Smec2" 35 160 80 36.4 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 98.5203456165759 5.6 NA NA "Smec"
"676" 726 "A1" 6 "f" 12 "Sacu" 2 "H" "Mud" "8MSacu2" "aSacu2" 36 160 120 36.5 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 4.37435361085843 1.18 NA NA "Sacu"
"677" 2038 "A1" 6 "f" 12 "Smac" 4 "H" "Mud" "Smac1" "Smac4" 37 160 160 30.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 19.6349540849362 2.5 NA NA "Smac"
"678" 1494 "A1" 6 "f" 12 "Sbec" 3 "H" "Mud" "Sbec1" "Sbec3" 38 160 200 31.2 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 16.3312552504212 2.28 NA NA "Sbec"
"679" 1014 "A1" 6 "f" 12 "Smac" 2 "H" "Mud" "Smac1" "Smac2" 39 160 240 34.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 25.8769845283538 2.87 NA NA "Smac"
"680" 1238 "A1" 6 "f" 12 "Sacu" 3 "H" "Mud" "9OSacu3" "bSacu3" 40 160 280 34.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 10.5208796376069 1.83 NA NA "Sacu"
"681" 1654 "A1" 6 "f" 12 "Ssmi" 4 "H" "All" "Ssmi3a" "dSsmi4" 41 200 0 32.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 31.5695504166585 3.17 NA NA "Ssmi"
"682" 22 "A1" 6 "f" 12 "Sxan" 1 "H" "Mud" "8MSxan9m" "bSxan1" 42 200 40 37.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 26.2388960020473 2.89 NA NA "Sxan"
"683" 1462 "A1" 6 "f" 12 "Sgib" 3 "H" "Mud" "Sgib1" "Sgib3" 43 200 80 35.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 8.1433223173701 1.61 NA NA "Sgib"
"684" 1814 "A1" 6 "f" 12 "Sfal" 4 "H" "Mud" "Sfal1" "Sfal4" 44 200 120 36.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 5.30929158456675 1.3 NA NA "Sfal"
"685" 1974 "A1" 6 "f" 12 "Sgib" 4 "H" "Mud" "Sgib1" "Sgib4" 45 200 160 31.5 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 7.74371173183348 1.57 NA NA "Sgib"
"686" 438 "A1" 6 "f" 12 "Sgib" 1 "H" "Mud" "Sgib1" "Sgib1" 46 200 200 33.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 9.29408770638004 1.72 NA NA "Sgib"
"687" 1558 "A1" 6 "f" 12 "Sxan" 4 "H" "All" "Sxan2OUa" "gSxan4" 47 200 240 34.5 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 98.1688013986392 5.59 NA NA "Sxan"
"688" 822 "A1" 6 "f" 12 "Swal" 2 "H" NA "Swal1" "Swal2" 48 200 280 34.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 52.2962079487171 4.08 NA NA "Swal"
"689" 1686 "A1" 6 "f" 12 "Slep" 4 "H" "All" "12HSlep8a" "fSlep4" 49 240 0 27.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 38.0459436720338 3.48 NA NA "Slep"
"690" 630 "A1" 6 "f" 12 "Ssmi" 2 "H" "Mud" "9HSsmi4m" "cSsmi2" 50 240 40 29.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 18.8574099031727 2.45 NA NA "Ssmi"
"691" 1302 "A1" 6 "f" 12 "Sfal" 3 "H" "Mud" "Sfal1" "Sfal3" 51 240 80 31.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 5.22792433483878 1.29 NA NA "Sfal"
"692" 1622 "A1" 6 "f" 12 "Ptom" 4 "H" "All" "8LPtom6a" "gPtom4" 52 240 120 33.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 9.51148591800846 1.74 NA NA "Ptom"
"693" 1398 "A1" 6 "f" 12 "Spau" 3 "H" NA "Spau1" "Spau3" 53 240 160 34.5 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 19.6349540849362 2.5 NA NA "Spau"
"694" 1430 "A1" 6 "f" 12 "Dry" 3 "H" NA "Dry1" "Dry3" 54 240 200 38.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 12.5663706143592 2 NA NA "Dry"
"695" 1270 "A1" 6 "f" 12 "Smec" 3 "H" "All" "Smec1" "Smec3" 55 240 240 34.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 77.6001659770561 4.97 NA NA "Smec"
"696" 1942 "A1" 6 "f" 12 "Dry" 4 "H" NA "Dry1" "Dry4" 56 240 280 32.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 22.5641750751433 2.68 NA NA "Dry"
"697" 278 "A1" 6 "f" 12 "Sfal" 1 "H" "Mud" "Sfal1" "Sfal1" 57 280 0 26.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 14.9301049269201 2.18 NA NA "Sfal"
"698" 1206 "A1" 6 "f" 12 "Spar" 3 "H" "Mud" "9PSpar2" "cSpar3" 58 280 40 27.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 12.0687423380305 1.96 NA NA "Spar"
"699" 918 "A1" 6 "f" 12 "Dry" 2 "H" NA "Dry1" "Dry2" 59 280 80 25.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 16.4748260346902 2.29 NA NA "Dry"
"700" 1366 "A1" 6 "f" 12 "Ssem" 3 "H" "All" "Ssem1" "Ssem3" 60 280 120 28.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 12.9461891661782 2.03 NA NA "Ssem"
"701" 790 "A1" 6 "f" 12 "Sfal" 2 "H" "Mud" "Sfal1" "Sfal2" 61 280 160 28.1 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 13.0740519871793 2.04 NA NA "Sfal"
"702" 406 "A1" 6 "f" 12 "Dry" 1 "H" NA "Dry1" "Dry1" 62 280 200 32.6 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 7.35415424278835 1.53 NA NA "Dry"
"703" 214 "A1" 6 "f" 12 "Sacu" 1 "H" "Mud" "8MSacu2" "aSacu1" 63 280 240 35 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 2.60155287643771 0.91 NA NA "Sacu"
"704" 310 "A1" 6 "f" 12 "Swal" 1 "H" NA "Swal1" "Swal1" 64 280 280 35.4 22.701781325 20.2 22 26 45.105 0 0 "0" NA NA 49.2651993565337 3.96 NA NA "Swal"
"705" 550 "A1" 6 "f" 11 "Pmal" 2 "L" "Mud" "8MPmal8m" "dPmal2" 1 0 0 33.1 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 16.9093082986817 2.32 NA NA "Pmal"
"706" 1510 "A1" 6 "f" 11 "Smac" 3 "L" "Mud" "Smac1" "Smac3" 2 0 40 36.9 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 104.5927300567 5.77 NA NA "Smac"
"707" 518 "A1" 6 "f" 11 "Sxan" 2 "L" "Mud" "Sxan1RDCm" "aSxan2" 3 0 80 33.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 40.2639080854682 3.58 NA NA "Sxan"
"708" 1638 "A1" 6 "f" 11 "Ssmi" 4 "L" "All" "Ssmi5a" "eSsmi4" 4 0 120 24.3 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 28.4631436007889 3.01 NA NA "Ssmi"
"709" 166 "A1" 6 "f" 11 "Spar" 1 "L" "Mud" "9QSpar10" "aSpar1" 5 0 160 25 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 8.34689752132272 1.63 NA NA "Spar"
"710" 1830 "A1" 6 "f" 11 "Swal" 4 "L" NA "Swal1" "Swal4" 6 0 200 16.9 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 55.4176944093239 4.2 NA NA "Swal"
"711" 262 "A1" 6 "f" 11 "Sfal" 1 "L" "Mud" "Sfal1" "Sfal1" 7 0 240 13.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 8.1433223173701 1.61 NA NA "Sfal"
"712" 198 "A1" 6 "f" 11 "Sacu" 1 "L" "Mud" "8MSacu2" "aSacu1" 8 0 280 14.6 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 2.48845554090848 0.89 NA NA "Sacu"
"713" 1030 "A1" 6 "f" 11 "Sxan" 3 "L" "All" "9KSxan2a" "hSxan3" 9 40 0 15.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 23.0721706072288 2.71 NA NA "Sxan"
"714" 646 "A1" 6 "f" 11 "Slep" 2 "L" "Mud" "8QSlep4m" "cSlep2" 10 40 40 14.4 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 26.970258771803 2.93 NA NA "Slep"
"715" 1958 "A1" 6 "f" 11 "Sgib" 4 "L" "Mud" "Sgib1" "Sgib4" 11 40 80 17.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 5.55716324493499 1.33 NA NA "Sgib"
"716" 582 "A1" 6 "f" 11 "Ptom" 2 "L" "Mud" "PtomRDC2m" "bPtom2" 12 40 120 1.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 7.94226038754036 1.59 NA NA "Ptom"
"717" 1798 "A1" 6 "f" 11 "Sfal" 4 "L" "Mud" "Sfal1" "Sfal4" 13 40 160 3 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 9.0792027688745 1.7 NA NA "Sfal"
"718" 1606 "A1" 6 "f" 11 "Ptom" 4 "L" "All" "PtomRDC1a" "ePtom4" 14 40 200 0.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 21.0741176795457 2.59 NA NA "Ptom"
"719" 1766 "A1" 6 "f" 11 "Smec" 4 "L" "All" "Smec1" "Smec4" 15 40 240 1.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 81.7128249198705 5.1 NA NA "Smec"
"720" 934 "A1" 6 "f" 11 "Sgib" 2 "L" "Mud" "Sgib1" "Sgib2" 16 40 280 0 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 4.98759249683916 1.26 NA NA "Sgib"
"721" 486 "A1" 6 "f" 11 "Smac" 1 "L" "Mud" "Smac1" "Smac1" 17 80 0 30.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 51.5299735005066 4.05 NA NA "Smac"
"722" 1158 "A1" 6 "f" 11 "Slep" 3 "L" "All" "8PSlep2a" "eSlep3" 18 80 40 26 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 22.7328786006411 2.69 NA NA "Slep"
"723" 1414 "A1" 6 "f" 11 "Dry" 3 "L" NA "Dry1" "Dry3" 19 80 80 18.6 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 14.3872377163798 2.14 NA NA "Dry"
"724" 966 "A1" 6 "f" 11 "Sbec" 2 "L" "Mud" "Sbec1" "Sbec2" 20 80 120 10.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 10.2921716924255 1.81 NA NA "Sbec"
"725" 38 "A1" 6 "f" 11 "Pmal" 1 "L" "Mud" "9PmalRDC1m" "aPmal1" 21 80 160 10.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 20.4282062299676 2.55 NA NA "Pmal"
"726" 1734 "A1" 6 "f" 11 "Sacu" 4 "L" "Mud" "9OSacu3" "bSacu4" 22 80 200 8.7 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 5.39128715282544 1.31 NA NA "Sacu"
"727" 1222 "A1" 6 "f" 11 "Sacu" 3 "L" "Mud" "9OSacu3" "bSacu3" 23 80 240 10.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 7.16314540945009 1.51 NA NA "Sacu"
"728" 1990 "A1" 6 "f" 11 "Sbec" 4 "L" "Mud" "Sbec1" "Sbec4" 24 80 280 11.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 45.3645979178366 3.8 NA NA "Sbec"
"729" 1926 "A1" 6 "f" 11 "Dry" 4 "L" NA "Dry1" "Dry4" 25 120 0 30.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 13.4614103613669 2.07 NA NA "Dry"
"730" 1670 "A1" 6 "f" 11 "Slep" 4 "L" "All" "12HSlep8a" "fSlep4" 26 120 40 34.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 20.4282062299676 2.55 NA NA "Slep"
"731" 1574 "A1" 6 "f" 11 "Pmal" 4 "L" "All" "9JPmal1a" "hPmal4" 27 120 80 17.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 27.8985994009388 2.98 NA NA "Pmal"
"732" 1894 "A1" 6 "f" 11 "Spau" 4 "L" NA "Spau1" "Spau4" 28 120 120 8.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 14.9301049269201 2.18 NA NA "Spau"
"733" 1702 "A1" 6 "f" 11 "Spar" 4 "L" "Mud" "Spar1RDC" "bSpar4" 29 120 160 9 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 9.0792027688745 1.7 NA NA "Spar"
"734" 422 "A1" 6 "f" 11 "Sgib" 1 "L" "Mud" "Sgib1" "Sgib1" 30 120 200 8.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 5.89645525152268 1.37 NA NA "Sgib"
"735" 1254 "A1" 6 "f" 11 "Smec" 3 "L" "All" "Smec1" "Smec3" 31 120 240 9.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 31.9691610021951 3.19 NA NA "Smec"
"736" 390 "A1" 6 "f" 11 "Dry" 1 "L" NA "Dry1" "Dry1" 32 120 280 11.7 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 26.6033207498637 2.91 NA NA "Dry"
"737" 1286 "A1" 6 "f" 11 "Sfal" 3 "L" "Mud" "Sfal1" "Sfal3" 33 160 0 19.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 6.15752160103599 1.4 NA NA "Sfal"
"738" 1094 "A1" 6 "f" 11 "Ptom" 3 "L" "All" "Allptom4a" "hPtom3" 34 160 40 27 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 45.6036731187748 3.81 NA NA "Ptom"
"739" 70 "A1" 6 "f" 11 "Ptom" 1 "L" "Mud" "Ptom3RCDm" "cPtom1" 35 160 80 14.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 28.8426479933425 3.03 NA NA "Ptom"
"740" 998 "A1" 6 "f" 11 "Smac" 2 "L" "Mud" "Smac1" "Smac2" 36 160 120 6.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 24.9832014184075 2.82 NA NA "Smac"
"741" 742 "A1" 6 "f" 11 "Smec" 2 "L" "All" "Smec1" "Smec2" 37 160 160 6.2 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 85.6033732620761 5.22 NA NA "Smec"
"742" 230 "A1" 6 "f" 11 "Smec" 1 "L" "All" "Smec1" "Smec1" 38 160 200 2.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 65.0388219109427 4.55 NA NA "Smec"
"743" 102 "A1" 6 "f" 11 "Ssmi" 1 "L" "Mud" "90Ssmi10m" "bSsmi1" 39 160 240 3.3 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 35.4673244219673 3.36 NA NA "Ssmi"
"744" 870 "A1" 6 "f" 11 "Spau" 2 "L" NA "Spau1" "Spau2" 40 160 280 6.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 20.9116973393551 2.58 NA NA "Spau"
"745" 902 "A1" 6 "f" 11 "Dry" 2 "L" NA "Dry1" "Dry2" 41 200 0 19.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 11.9459060652752 1.95 NA NA "Dry"
"746" 1542 "A1" 6 "f" 11 "Sxan" 4 "L" "All" "11HSxan1a" "iSxan4" 42 200 40 25.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 13.9866846530471 2.11 NA NA "Sxan"
"747" 1478 "A1" 6 "f" 11 "Sbec" 3 "L" "Mud" "Sbec1" "Sbec3" 43 200 80 14.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 30.1907054009979 3.1 NA NA "Sbec"
"748" 1062 "A1" 6 "f" 11 "Pmal" 3 "L" "All" "12HPmal1a" "gPmal3" 44 200 120 5.3 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 12.6923484797681 2.01 NA NA "Pmal"
"749" 358 "A1" 6 "f" 11 "Spau" 1 "L" NA "Spau1" "Spau1" 45 200 160 7.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 11.8236981110505 1.94 NA NA "Spau"
"750" 710 "A1" 6 "f" 11 "Sacu" 2 "L" "Mud" "8MSacu2" "aSacu2" 46 200 200 7.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 4.37435361085843 1.18 NA NA "Sacu"
"751" 134 "A1" 6 "f" 11 "Slep" 1 "L" "Mud" "9PSlep2m" "aSlep1" 47 200 240 10.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 18.3984232164833 2.42 NA NA "Slep"
"752" 838 "A1" 6 "f" 11 "Ssem" 2 "L" "All" "Ssem1" "Ssem2" 48 200 280 11 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 16.7638525588205 2.31 NA NA "Ssem"
"753" 454 "A1" 6 "f" 11 "Sbec" 1 "L" "Mud" "Sbec1" "Sbec1" 49 240 0 6 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 14.119574022294 2.12 NA NA "Sbec"
"754" 6 "A1" 6 "f" 11 "Sxan" 1 "L" "Mud" "8MSxan3m" "dSxan1" 50 240 40 3.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 23.2427590883187 2.72 NA NA "Sxan"
"755" 1190 "A1" 6 "f" 11 "Spar" 3 "L" "Mud" "9PSpar2" "cSpar3" 51 240 80 4.90000000000001 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 7.54767635024948 1.55 NA NA "Spar"
"756" 1862 "A1" 6 "f" 11 "Ssem" 4 "L" "All" "Ssem1" "Ssem4" 52 240 120 5.09999999999999 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 22.7328786006411 2.69 NA NA "Ssem"
"757" 1126 "A1" 6 "f" 11 "Ssmi" 3 "L" "All" "Ssmi4a" "fSsmi3" 53 240 160 5.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 43.0084034276443 3.7 NA NA "Ssmi"
"758" 326 "A1" 6 "f" 11 "Ssem" 1 "L" "All" "Ssem1" "Ssem1" 54 240 200 9.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 8.76158775159657 1.67 NA NA "Ssem"
"759" 678 "A1" 6 "f" 11 "Spar" 2 "L" "Mud" "Spar1RDC" "bSpar2" 55 240 240 10.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 16.3312552504212 2.28 NA NA "Spar"
"760" 294 "A1" 6 "f" 11 "Swal" 1 "L" NA "Swal1" "Swal1" 56 240 280 9.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 51.0222921276865 4.03 NA NA "Swal"
"761" 1382 "A1" 6 "f" 11 "Spau" 3 "L" NA "Spau1" "Spau3" 57 280 0 1.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 34.4196032719951 3.31 NA NA "Spau"
"762" 614 "A1" 6 "f" 11 "Ssmi" 2 "L" "Mud" "90Ssmi10m" "bSsmi2" 58 280 40 2.8 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 26.6033207498637 2.91 NA NA "Ssmi"
"763" 774 "A1" 6 "f" 11 "Sfal" 2 "L" "Mud" "Sfal1" "Sfal2" 59 280 80 3.40000000000001 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 25.5175863287831 2.85 NA NA "Sfal"
"764" 1350 "A1" 6 "f" 11 "Ssem" 3 "L" "All" "Ssem1" "Ssem3" 60 280 120 5.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 4.90873852123405 1.25 NA NA "Ssem"
"765" 2022 "A1" 6 "f" 11 "Smac" 4 "L" "Mud" "Smac1" "Smac4" 61 280 160 6.5 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 19.6349540849362 2.5 NA NA "Smac"
"766" 1318 "A1" 6 "f" 11 "Swal" 3 "L" NA "Swal1" "Swal3" 62 280 200 11.1 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 47.051319013549 3.87 NA NA "Swal"
"767" 1446 "A1" 6 "f" 11 "Sgib" 3 "L" "Mud" "Sgib1" "Sgib3" 63 280 240 13 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 3.94081382466304 1.12 NA NA "Sgib"
"768" 806 "A1" 6 "f" 11 "Swal" 2 "L" NA "Swal1" "Swal2" 64 280 280 12.6 35.919755965 22.15 NA 41 35.905 0 0 "0" NA NA 49.0166993776348 3.95 NA NA "Swal"
"769" 1175 "A1" 7 "g" 14 "Slep" 3 "H" "All" "8PSlep2a" "eSlep3" 1 0 0 91.9266666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 17.2021047339963 2.34 NA NA "Slep"
"770" 1111 "A1" 7 "g" 14 "Ptom" 3 "H" "All" "PtomRDC1a" "ePtom3" 2 0 40 93.9266666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 26.2388960020473 2.89 NA NA "Ptom"
"771" 1143 "A1" 7 "g" 14 "Ssmi" 3 "H" "All" "Ssmi4a" "fSsmi3" 3 0 80 95.9266666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 38.0459436720338 3.48 NA NA "Ssmi"
"772" 55 "A1" 7 "g" 14 "Pmal" 1 "H" "Mud" "9PmalRDC1m" "aPmal1" 4 0 120 100.926666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 8.44962760109511 1.64 NA NA "Pmal"
"773" 119 "A1" 7 "g" 14 "Ssmi" 1 "H" "Mud" "90Ssmi10m" "bSsmi1" 5 0 160 103.426666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 25.5175863287831 2.85 NA NA "Ssmi"
"774" 407 "A1" 7 "g" 14 "Dry" 1 "H" NA "Dry1" "Dry1" 6 0 200 103.926666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 15.4830252339519 2.22 NA NA "Dry"
"775" 1367 "A1" 7 "g" 14 "Ssem" 3 "H" "All" "Ssem1" "Ssem3" 7 0 240 103.126666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 37.8276029826093 3.47 NA NA "Ssem"
"776" 1591 "A1" 7 "g" 14 "Pmal" 4 "H" "All" "9LPmal9a" "ePmal4" 8 0 280 103.426666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 10.1787601976309 1.8 NA NA "Pmal"
"777" 887 "A1" 7 "g" 14 "Spau" 2 "H" NA "Spau1" "Spau2" 9 40 0 94.9266666666667 26.06290869 19.2 18.65 12 42.769 0 0 "0" NA NA 7.84267190042156 1.58 NA NA "Spau"
